,服装热阻,烹饪方式,皮电信号数据,烹饪持续时长,0.1m温度/℃,0.1m湿度/％,1.1m温度/℃,1.1m湿度/％,1.7m温度/℃,1.7m湿度/％,身体平均温度,黑球温度（tg，℃）,0.1m处风速,1.1m处风速,1.7m处风速,整体热感受
203,0.39,1,2.13016006831666,15.0,23.862,65.768,30.123,47.664,26.603,60.97,33.49399999999999,26.2,0.25,0.1,0.08,3
204,0.39,1,2.34880914702585,18.0,23.766,63.631,29.047,46.161,26.407,58.98,33.608000000000004,26.2,0.31,0.15,0.11,3
205,0.39,1,2.64395502467465,21.0,23.621,63.914,27.413,48.921,26.066,58.388,33.66,27.1,0.35,0.18,0.15,2
206,0.39,1,2.32464447066761,24.0,23.549,62.987,26.505,51.021,25.676,58.125,33.519,27.8,0.31,0.16,0.09,2
207,0.39,1,2.55693671062916,27.0,23.285,58.136,25.871,48.663,25.336,54.608,33.278000000000006,27.8,0.35,0.16,0.18,2
208,0.39,1,2.84324001566173,30.0,27.98,82.441,29.146,78.323,29.596,80.779,32.613,27.8,0.38,0.18,0.1,2
209,0.39,1,3.45810134228198,33.0,27.782,73.794,28.698,69.276,29.146,71.101,32.620000000000005,26.7,0.38,0.18,0.1,3
210,0.38,2,2.61607823338551,0.0,25.968,67.291,28.872,52.995,34.659,41.794,31.428000000000004,25.9,0.11,0.15,0.16,4
211,0.38,2,2.52456120911027,3.0,25.822,65.877,28.375,52.929,34.158,48.347,31.627000000000002,26.8,0.17,0.15,0.12,4
212,0.38,2,2.84750342192309,6.0,25.895,66.714,29.571,52.151,38.486,68.986,31.694000000000003,27.7,0.23,0.09,0.14,4
213,0.38,2,2.28527181583963,9.0,25.944,67.979,29.246,52.41,35.591,38.864,31.378,27.9,0.22,0.11,0.12,4
214,0.38,2,2.70306820214672,12.0,25.92,65.69,28.425,53.525,32.234,42.3,31.512000000000004,28.5,0.22,0.3,0.13,4
215,0.38,2,2.68764611042811,15.0,25.92,64.108,28.004,52.659,30.426,45.249,31.701,27.7,0.15,0.23,0.32,4
216,0.38,2,1.76563048835124,18.0,26.725,72.492,28.177,66.818,28.326,69.025,31.647999999999993,27.8,0.12,0.15,0.17,4
217,0.38,2,1.66048254774946,21.0,26.872,71.589,28.202,65.619,28.351,67.822,31.919999999999998,28.7,0.06,0.07,0.15,4
218,0.38,1,1.55888380439656,0.0,26.921,69.091,29.446,59.782,28.648,64.88,32.271,27.2,0.15,0.14,0.14,3
219,0.38,1,1.58134046899486,3.0,26.872,67.658,29.271,58.844,28.326,64.34,32.248,29.1,0.08,0.15,0.16,4
220,0.38,1,1.85602322587849,6.0,26.725,66.878,29.022,58.542,28.029,64.396,32.189,29.1,0.08,0.15,0.23,4
221,0.38,1,1.70251523126877,9.0,26.652,67.206,28.822,58.782,27.831,64.811,32.172,28.7,0.15,0.11,0.18,4
222,0.38,1,1.80485380856081,12.0,26.603,67.247,28.773,59.546,27.708,65.708,31.953999999999994,28.5,0.15,0.15,0.19,4
223,0.38,1,1.75465372775113,15.0,26.579,67.219,28.698,59.488,27.609,65.902,31.926,28.4,0.15,0.12,0.03,3
224,0.38,1,0.915909442637614,18.0,26.579,67.379,28.648,59.764,27.56,66.24,31.874,28.1,0.2,0.07,0.27,2
225,0.38,1,0.970060066396586,21.0,26.603,67.703,28.748,60.408,27.56,67.312,31.843999999999998,27.8,0.2,0.07,0.27,3
226,0.38,1,1.09050807540801,24.0,26.628,67.501,30.073,58.146,27.856,67.033,31.951,27.8,0.16,0.1,0.16,3
227,0.38,1,1.29235604345844,30.0,26.579,67.187,29.396,56.886,27.98,65.313,31.846,27.7,0.16,0.1,0.16,3
228,0.38,1,1.45588096449581,33.0,26.579,66.473,28.822,56.372,27.955,62.928,32.089999999999996,27.7,0.18,0.08,0.22,3
229,0.38,1,1.15081247873917,36.0,27.609,71.904,29.346,67.383,29.521,70.96,29.186,27.7,0.18,0.08,0.22,3
230,0.38,1,1.11827244886493,39.0,27.831,70.125,29.271,64.055,29.421,66.899,30.688999999999997,27.8,0.12,0.05,0.19,3
231,0.38,1,1.43979152656361,42.0,27.265,62.263,28.549,56.727,28.847,59.797,32.348,28.9,0.15,0.1,0.18,3
232,0.38,1,1.47851329071337,0.0,26.456,62.429,30.805,46.79,29.897,53.634,33.134,27.9,0.39,0.15,0.12,2
233,0.38,1,1.18772970407605,9.0,26.212,60.451,30.3,45.452,29.621,51.566,32.925,31.8,0.15,0.15,0.2,3
234,0.38,1,1.19654067815573,12.0,26.163,60.462,29.998,45.9,29.471,51.515,32.69800000000001,32.3,0.15,0.16,0.15,3
235,0.38,1,1.20173372483236,15.0,26.042,57.615,29.596,44.807,29.171,50.187,32.773999999999994,32.0,0.11,0.11,0.16,2
236,0.38,1,1.20635018998643,18.0,25.993,57.971,29.371,45.489,28.972,50.199,32.715,31.5,0.23,0.09,0.18,3
237,0.38,1,1.211602551932,21.0,25.993,58.853,29.096,46.19,28.897,50.467,32.554,31.3,0.16,0.18,0.25,4
238,0.38,1,1.21305803921573,24.0,26.139,61.09,28.574,50.171,28.574,54.133,32.445,31.1,0.21,0.12,0.22,2
239,0.38,1,1.21253955749252,27.0,26.163,61.225,28.103,51.916,28.202,55.588,32.370000000000005,30.8,0.16,0.15,0.17,2
240,0.38,1,1.21228915157611,30.0,25.968,59.604,27.659,51.613,27.757,55.335,32.31699999999999,30.1,0.21,0.1,0.15,2
241,0.38,1,1.22546134739903,33.0,25.725,58.002,27.363,51.01,27.437,54.175,32.109,29.8,0.11,0.09,0.11,2
242,0.38,1,1.22808912775737,36.0,26.97,71.621,28.202,67.64,28.4,70.848,32.806,29.6,0.26,0.11,0.09,3
243,0.38,1,1.22483591094504,39.0,27.069,73.556,28.252,67.769,28.45,70.624,33.196000000000005,29.2,0.15,0.05,0.06,1
244,0.38,1,1.22617388268173,42.0,26.921,66.812,27.881,61.439,27.98,63.91,33.292,28.3,0.12,0.06,0.07,0
245,0.38,2,1.45241208087338,0.0,26.676,67.17,28.103,59.545,28.723,62.421,32.193,27.7,0.16,0.18,0.08,1
246,0.38,2,1.35157109044328,3.0,26.676,67.17,28.103,59.545,28.723,62.421,32.193,29.5,0.19,0.15,0.15,1
247,0.38,2,1.39733007573228,6.0,26.676,64.6,28.45,55.727,29.096,58.35,32.050000000000004,30.7,0.09,0.1,0.28,2
248,0.38,2,1.44957313133576,9.0,26.676,62.997,28.599,53.743,29.121,56.824,32.052,29.7,0.23,0.13,0.16,2
249,0.38,2,1.65205902314201,12.0,26.579,62.764,28.375,53.267,28.847,56.427,32.172999999999995,29.6,0.24,0.12,0.08,2
250,0.38,2,2.3637102237414,15.0,26.456,62.675,27.807,54.338,28.45,57.045,32.208999999999996,28.8,0.26,0.13,0.16,1
251,0.38,2,2.3637102237414,18.0,26.359,62.295,27.462,55.312,27.98,57.456,31.933999999999997,29.2,0.17,0.15,0.12,2
252,0.38,2,2.22563967109708,21.0,27.634,70.443,28.748,67.933,29.121,70.443,27.130000000000003,29.8,0.17,0.15,0.12,2
253,0.38,2,2.07028332023357,24.0,27.708,70.39,28.822,65.956,29.096,68.492,27.272000000000002,30.4,0.15,0.11,0.15,2
254,0.38,2,2.1234630190796,27.0,27.511,64.574,28.153,60.377,28.524,63.08,27.602,30.9,0.2,0.05,0.11,3
255,0.39,1,2.63688619466033,0.0,26.97,61.525,28.202,55.143,29.521,54.93,32.592,27.7,0.19,0.1,0.1,1
256,0.39,1,3.05665029161052,3.0,26.946,61.87,27.955,56.312,29.221,55.889,32.507999999999996,29.8,0.24,0.11,0.07,2
257,0.39,1,3.6014706312592,6.0,26.897,60.61,27.609,55.86,28.847,55.891,32.489000000000004,30.9,0.11,0.13,0.22,2
258,0.39,1,3.41642343152674,9.0,26.848,60.311,27.191,56.748,28.499,56.525,32.507000000000005,30.7,0.17,0.09,0.09,4
259,0.39,1,3.15482152604039,12.0,26.774,60.973,27.29,57.698,28.351,57.226,32.423,29.7,0.18,0.16,0.31,4
260,0.39,1,3.41849081961545,15.0,26.725,60.377,27.56,56.689,28.425,56.911,32.463,29.2,0.18,0.15,0.17,1
261,0.39,1,4.03291595022629,18.0,26.701,60.989,27.683,56.795,28.599,57.456,32.44,28.8,0.29,0.3,0.13,1
262,0.39,1,4.03291595022629,21.0,26.701,61.687,28.004,56.241,28.673,56.961,32.49699999999999,28.3,0.17,0.19,0.18,2
263,0.39,1,3.85935544102764,24.0,26.75,62.258,27.98,56.188,28.499,58.024,32.32599999999999,27.6,0.29,0.18,0.15,1
264,0.39,1,3.45390444657341,27.0,26.701,61.54,27.782,56.178,28.425,58.21,32.339999999999996,27.4,0.21,0.1,0.2,1
265,0.39,1,4.38369842382769,30.0,26.579,60.64,27.634,55.462,28.153,58.104,32.387,27.7,0.18,0.18,0.16,1
266,0.39,1,3.56217984965769,33.0,27.388,64.704,28.4,61.351,29.071,65.316,31.679,28.1,0.12,0.18,0.22,1
267,0.39,1,1.31351394777955,36.0,27.462,66.719,28.475,62.218,29.071,63.444,31.861,28.4,0.19,0.25,0.22,3
268,0.39,1,1.61918678961452,39.0,27.29,61.776,28.004,57.419,28.375,58.812,31.849000000000004,28.4,0.27,0.3,0.18,2
269,0.39,2,1.99074660015598,0.0,26.334,62.521,29.421,51.629,27.585,60.382,32.166000000000004,26.7,0.26,0.08,0.16,1
270,0.39,2,2.0633517606431,3.0,26.359,62.449,31.339,47.291,28.748,58.871,32.229,27.9,0.26,0.14,0.1,3
271,0.39,2,2.01112836923429,6.0,26.383,61.859,31.645,44.85,28.773,57.744,32.136,29.1,0.19,0.11,0.12,2
272,0.39,2,2.13965906901127,9.0,26.407,61.812,29.521,48.049,28.351,57.858,32.156,29.1,0.19,0.11,0.12,2
273,0.39,2,2.08784259152993,12.0,26.383,61.902,28.4,51.594,27.98,58.535,32.281,29.6,0.3,0.1,0.16,2
274,0.39,2,2.12867979566776,15.0,26.285,61.098,27.856,53.134,27.683,58.397,32.349000000000004,28.3,0.18,0.16,0.08,1
275,0.39,2,2.16921180400882,18.0,27.29,75.89,28.351,72.936,28.499,76.161,28.452999999999996,28.4,0.29,0.15,0.09,2
276,0.39,2,2.41190252255253,21.0,27.339,73.525,28.499,73.335,28.599,76.757,28.919999999999998,29.8,0.25,0.16,0.1,2
277,0.39,2,2.52408992765729,24.0,27.019,68.965,28.177,66.377,28.202,69.044,29.736000000000004,30.1,0.17,0.15,0.08,3
278,0.2,1,2.48150648591477,0.0,26.676,64.086,33.217,43.047,30.957,52.762,33.800000000000004,28.4,0.26,0.13,0.16,4
279,0.2,1,2.6476009368726,3.0,26.554,64.185,33.321,43.172,30.527,54.477,33.81,30.7,0.16,0.12,0.11,4
280,0.2,1,2.44040611624241,6.0,26.628,64.662,33.53,43.027,30.224,55.888,33.616,32.0,0.24,0.15,0.15,4
281,0.2,1,1.44032138084636,9.0,26.75,63.946,34.027,41.324,30.023,56.209,33.476,32.7,0.29,0.16,0.13,5
282,0.2,1,1.7178865155399,12.0,26.725,62.941,32.88,42.281,29.471,56.695,33.388999999999996,32.2,0.33,0.16,0.25,5
283,0.2,1,2.04837937179769,15.0,26.676,62.789,31.466,44.016,29.221,57.475,33.331,32.1,0.28,0.23,0.12,5
284,0.2,1,2.15838087389545,18.0,26.554,62.543,29.496,48.814,28.897,57.983,33.469,32.1,0.25,0.24,0.17,4
285,0.2,1,2.17169200538976,36.0,27.339,70.319,28.847,66.229,28.997,73.013,33.038,29.8,0.3,0.14,0.13,4
286,0.2,1,1.91636436884524,39.0,27.388,69.321,28.698,63.953,28.822,67.85,33.138000000000005,29.2,0.2,0.18,0.17,4
287,0.2,2,1.6290769966253,0.0,26.163,59.436,32.08,43.726,28.252,55.761,33.287,27.9,0.34,0.13,0.09,4
288,0.2,2,1.33176418956821,3.0,26.139,60.372,33.035,41.754,28.177,56.347,33.347,28.8,0.24,0.2,0.15,4
289,0.2,2,1.51306040268462,6.0,26.115,61.075,32.699,40.866,28.103,56.863,33.361999999999995,29.4,0.22,0.28,0.21,4
290,0.2,2,1.6073474804032,9.0,26.579,69.559,31.262,50.773,28.153,65.599,33.458,29.0,0.12,0.18,0.09,4
291,0.2,2,1.53676613174721,12.0,26.872,71.147,30.375,57.274,28.351,70.298,33.474000000000004,28.9,0.16,0.26,0.13,4
292,0.2,2,1.88659122836598,15.0,22.709,66.668,23.309,63.724,23.549,65.961,28.706000000000003,29.5,0.32,0.19,0.28,4
293,0.2,2,1.97214652233202,18.0,22.853,67.19,23.549,65.018,23.621,66.084,29.450999999999997,29.8,0.22,0.13,0.21,5
294,0.2,2,1.89948907322663,21.0,23.285,65.583,23.862,62.041,23.838,64.912,29.255999999999997,30.3,0.32,0.22,0.16,4
295,0.38,2,2.99476508282961,0.0,24.948,71.629,29.521,56.699,26.31,68.714,31.300999999999995,24.2,0.27,0.09,0.15,0
296,0.38,2,4.27869830116257,3.0,24.997,70.26,30.653,52.409,26.383,67.413,31.522000000000002,27.1,0.21,0.13,0.14,1
297,0.38,2,4.10907515985384,6.0,24.973,68.14,31.11,48.588,26.579,65.683,31.644000000000002,27.5,0.16,0.19,0.08,2
298,0.38,2,4.74647711188492,9.0,24.9,67.01,29.596,48.864,26.53,63.571,31.657999999999994,27.2,0.2,0.15,0.13,1
299,0.38,2,1.39374518797845,12.0,24.9,66.533,28.326,51.913,26.261,63.819,31.855999999999995,27.6,0.18,0.15,0.07,2
300,0.38,2,1.31091512656822,15.0,24.9,66.158,27.511,54.195,26.017,63.818,32.05499999999999,27.3,0.18,0.14,0.13,1
301,0.38,2,1.30610076630502,18.0,23.213,68.864,23.117,67.655,23.453,69.775,31.887999999999998,29.4,0.21,0.13,0.09,1
302,0.38,2,1.41190612382231,21.0,23.357,69.79,23.213,68.83,23.453,70.489,31.748000000000005,29.8,0.21,0.11,0.08,2
303,0.38,2,1.58308606511517,24.0,23.597,69.392,23.525,68.282,23.501,70.405,31.756000000000004,29.2,0.33,0.25,0.14,1
304,0.38,1,1.37776889763785,0.0,24.779,65.597,27.363,54.84,25.968,64.866,31.913999999999998,25.8,0.34,0.2,0.12,1
305,0.38,1,1.37793742960142,3.0,24.731,64.514,27.044,54.762,25.944,63.808,31.948,27.6,0.26,0.15,0.17,1
