sender,datetime,message
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/1 18:19,  401
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/1 18:19,images\[00189]2022-05-01 18-19-32
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 18:27,images\[00190]2022-05-01 18-27-39
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 18:28,  这上传的是402室
夕军(wxid_18xodpzfqk9n22) ,2022/5/1 18:33,images\[00191]2022-05-01 18-33-29
英姿(wxid_azz5pbps4v3b22) ,2022/5/1 18:40,images\[00192]2022-05-01 18-40-17
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 18:40,  [胜利]
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/1 18:42,images\[00193]2022-05-01 18-42-50
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 18:43,  [握手]
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/1 18:52,images\[00194]2022-05-01 18-52-20
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 18:52,  [抱拳]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 19:43,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 20:07,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 22:15,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/1 22:15,  咱们楼里猪肉有没有质量问题呀？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/1 22:16,  没有，谢谢啦[呲牙]
304(anyap22f) ,2022/5/1 22:17,  好像没有五花肉？感觉是两个腿肉和一个大排
雁雁_Kim(kimyan330) ,2022/5/1 22:17,  一个腿 一个五花肉 一个大排肉
203(wxid_5glc0nycq89h11) ,2022/5/1 22:17,  你看看标签@304?
203(wxid_5glc0nycq89h11) ,2022/5/1 22:17,  标签上面有写肉的品种的
夕军(wxid_18xodpzfqk9n22) ,2022/5/1 22:18,  没问题，辛苦谢谢??
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/1 22:19,  很好谢谢了
304(anyap22f) ,2022/5/1 22:19,  看了标签是三种 大概是五花的不明显[憨笑] 都是瘦肉
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 14:16,[点击播放语音]
友谊(wxid_46lwnapv592c22) ,2022/5/2 14:16,  来了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 14:53,"  1号楼的居民:
  今天继续做抗原哦。
  谢谢大家[抱拳]"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/2 14:54,  好的谢谢了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 14:55,  [玫瑰]
友谊(wxid_46lwnapv592c22) ,2022/5/2 14:57,  收到[抱拳]
周燕(wxid_6tseuu2cvcg622) ,2022/5/2 15:21,images\[00195]2022-05-02 15-21-46
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 15:51,  [抱拳]
我 ,2022/5/2 16:25,images\[00196]2022-05-02 16-25-29
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 16:26,  [玫瑰]
锦绣(wxid_9j67lzrx9f3522) ,2022/5/2 16:27,images\[00197]2022-05-02 16-27-30
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 16:28,images\[00198]2022-05-02 16-28-59
WEI DG(wxid_9ie0krbntfj422) ,2022/5/2 16:35,images\[00199]2022-05-02 16-35-07
友谊(wxid_46lwnapv592c22) ,2022/5/2 16:44,images\[00200]2022-05-02 16-44-26
慧慧(wxid_2nbmnae87y3y22) ,2022/5/2 16:47,images\[00201]2022-05-02 16-47-25
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 16:56,  [玫瑰]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/2 17:10,images\[00202]2022-05-02 17-10-29
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/2 17:13,images\[00203]2022-05-02 17-13-19
Xingying(wxid_mx7kedbaclw221) ,2022/5/2 17:18,images\[00204]2022-05-02 17-18-24
304(anyap22f) ,2022/5/2 17:19,images\[00205]2022-05-02 17-19-14
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/2 17:24,images\[00206]2022-05-02 17-24-20
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/2 17:27,images\[00207]2022-05-02 17-27-52
夕军(wxid_18xodpzfqk9n22) ,2022/5/2 17:32,images\[00208]2022-05-02 17-32-21
wxid_hz0g6i0fg9h511 ,2022/5/2 17:40,images\[00209]2022-05-02 17-40-12
Zedd在的(wxid_wg41ckltfjwv41) ,2022/5/2 17:47,images\[00210]2022-05-02 17-47-47
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 17:56,  [抱拳]
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/2 17:58,  @毛头?401 室是29号30号1号做的抗原检测[微笑]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 17:59,  我看一下
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 18:01,[点击播放语音]
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/2 18:19,images\[00211]2022-05-02 18-19-57
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/2 18:20,  401
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 18:21,  [玫瑰]
英姿(wxid_azz5pbps4v3b22) ,2022/5/2 19:15,images\[00212]2022-05-02 19-15-31
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 23:03,  通知：明天上午8:40分左右做核酸（具体视医生情况而定）请大家准备好核酸码或带上身份证，戴好口罩，间隔2米间距，耐心等待，谢谢！
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/2 23:03,  收到谢谢
英姿(wxid_azz5pbps4v3b22) ,2022/5/2 23:04,  收到，谢谢[微笑]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/2 23:05,"  1号楼的居民: 
   明天早上大家辛苦一下早点起床[抱拳]
  8点40分左右做核酸[抱拳]"
政通路305弄1号楼组群 ,2022/5/3 7:20,"  ""102阿姨"" 撤回了一条消息"
政通路305弄1号楼组群 ,2022/5/3 7:20,"  ""102阿姨"" 撤回了一条消息"
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/3 7:21,[点击播放语音]
友谊(wxid_46lwnapv592c22) ,2022/5/3 8:04,  收到，谢谢
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/3 9:57,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/3 10:01,[点击播放语音]
慧慧(wxid_2nbmnae87y3y22) ,2022/5/3 10:03,  好的
英姿(wxid_azz5pbps4v3b22) ,2022/5/3 13:27,  @404?你还给我们的十字螺丝刀不对啊，我们的不是红色的，也没那么新，关键对不上螺丝了，今天在拆油烟机才发现[捂脸]
Zedd在的(wxid_wg41ckltfjwv41) ,2022/5/3 13:29,  我家里一个螺丝刀都没有[捂脸]   只有借的你们的这一把
英姿(wxid_azz5pbps4v3b22) ,2022/5/3 13:32,  这么新吗，感觉是全新的[偷笑]
英姿(wxid_azz5pbps4v3b22) ,2022/5/3 13:33,  我问问我老公哦，可能是乌龙[捂脸]
雁雁_Kim(kimyan330) ,2022/5/3 13:36,  @203?阿姨 小鹿是不是在睡觉~
英姿(wxid_azz5pbps4v3b22) ,2022/5/3 13:37,  是呀[憨笑]
英姿(wxid_azz5pbps4v3b22) ,2022/5/3 13:38,  她起来了
雁雁_Kim(kimyan330) ,2022/5/3 13:38,  嗯嗯
英姿(wxid_azz5pbps4v3b22) ,2022/5/3 13:39,  破案了，原来家里有两把螺丝刀[捂脸]
203(wxid_5glc0nycq89h11) ,2022/5/3 13:56,  @302?蛋糕到啦
wxid_hz0g6i0fg9h511 ,2022/5/3 13:56,  来啦
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/3 15:54,[点击播放语音]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/3 15:55,  好的
wxid_hz0g6i0fg9h511 ,2022/5/3 16:00,  来了
Xingying(wxid_mx7kedbaclw221) ,2022/5/3 16:01,  来了
慧慧(wxid_2nbmnae87y3y22) ,2022/5/3 16:03,  来了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/3 19:56,images\[00213]2022-05-03 19-56-26
203(wxid_5glc0nycq89h11) ,2022/5/4 9:19,  山姆套餐到啦
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 9:24,[点击播放语音]
我 ,2022/5/4 11:21,images\[00214]2022-05-04 11-21-18
我 ,2022/5/4 11:21,  多了两份牛排有需要的吗
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 11:24,  跟我吧
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 14:43,[点击播放语音]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/4 15:10,  来了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 15:16,[点击播放语音]
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/4 15:27,images\[00215]2022-05-04 15-27-10
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/4 15:27,   401
雁雁_Kim(kimyan330) ,2022/5/4 15:39,images\[00216]2022-05-04 15-39-27
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 15:43,  [玫瑰]
wxid_hz0g6i0fg9h511 ,2022/5/4 15:44,images\[00217]2022-05-04 15-44-13
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 15:44,  [玫瑰]
英姿(wxid_azz5pbps4v3b22) ,2022/5/4 16:01,images\[00218]2022-05-04 16-01-19
我 ,2022/5/4 16:06,images\[00219]2022-05-04 16-06-32
夕军(wxid_18xodpzfqk9n22) ,2022/5/4 16:08,images\[00220]2022-05-04 16-08-34
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/4 16:10,images\[00221]2022-05-04 16-10-39
WEI DG(wxid_9ie0krbntfj422) ,2022/5/4 16:16,images\[00222]2022-05-04 16-16-26
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 16:17,  [抱拳]
友谊(wxid_46lwnapv592c22) ,2022/5/4 16:21,images\[00223]2022-05-04 16-21-37
Xingying(wxid_mx7kedbaclw221) ,2022/5/4 17:07,images\[00224]2022-05-04 17-07-45
304(anyap22f) ,2022/5/4 18:39,images\[00225]2022-05-04 18-39-33
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/4 18:40,  [抱拳]
锦绣(wxid_9j67lzrx9f3522) ,2022/5/4 20:50,images\[00226]2022-05-04 20-50-12
203(wxid_5glc0nycq89h11) ,2022/5/4 22:49,"  ??团购预告??

团购一：
团购内容：静安面包房套餐
团购金额：59元
团购时间：5月5日10:00-13:30
起送份数：60份
配送时间：预计5月7日

团购二：
团购内容：德添蘑菇套餐
团购金额：40元
团购时间：5月5日13:30-15:30
起送份数：50份
配送时间：预计5月8日

团购三：
团购内容：5-6斤蔬菜
团购金额：25元
团购时间：5月5日15:30-17:30
起送份数：200份
配送时间：预计5月8日"
政通路305弄1号楼组群 ,2022/5/4 22:52,"  ""沈玉华502"" 撤回了一条消息"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/4 22:54,  
203(wxid_5glc0nycq89h11) ,2022/5/5 6:57,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 10:08,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 11:26,[点击播放语音]
雁雁_Kim(kimyan330) ,2022/5/5 11:33,  大家 有没有要这个达利园小面包的呀，我们家 太多拉~ 免费送
英姿(wxid_azz5pbps4v3b22) ,2022/5/5 13:18,  看来大家现在都不缺物资了[呲牙]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 13:28,[点击播放语音]
华华(wxid_zbk3k0ujszlp22) ,2022/5/5 13:29,  @毛头?好的
203(wxid_5glc0nycq89h11) ,2022/5/5 13:38,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 13:40,  [转发的网页]
wxid_hz0g6i0fg9h511 ,2022/5/5 13:41,  [转发的网页]
夕军(wxid_18xodpzfqk9n22) ,2022/5/5 13:42,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/5 13:43,  [转发的网页]
英姿(wxid_azz5pbps4v3b22) ,2022/5/5 13:47,  [转发的网页]
政通路305弄1号楼组群 ,2022/5/5 14:13,"  ""203"" 撤回了一条消息"
203(wxid_5glc0nycq89h11) ,2022/5/5 14:14,  想问问大家，刚刚发了物资，还需要团购蔬菜吗？蔬菜是5/8送货的。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 14:15,  可以啊
203(wxid_5glc0nycq89h11) ,2022/5/5 14:16,  就问问大家意见，看看蔬菜团购要不要取消或者推迟哈哈
夕军(wxid_18xodpzfqk9n22) ,2022/5/5 14:17,  发的只有二种蔬菜，可以团吧
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/5 14:18,  发的菜到8号也差不多吃完了
203(wxid_5glc0nycq89h11) ,2022/5/5 14:18,  噢噢好滴～
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 14:18,  个人想法，还是按照原来计划团购[抱拳]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 14:19,  就一点青菜，别的不实惠[捂脸]
203(wxid_5glc0nycq89h11) ,2022/5/5 14:19,  好的??
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/5 15:17,images\[00227]2022-05-05 15-17-43
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/5 15:17,  401
203(wxid_5glc0nycq89h11) ,2022/5/5 15:18,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/5 15:30,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/5 15:35,  我们考虑团个馄饨皮，大家觉得需要吗？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 15:36,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 15:38,  可以的
友谊(wxid_46lwnapv592c22) ,2022/5/5 15:44,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/5 16:47,  各位邻居，今天团购的这一批蔬菜是5/8配送的噢，下一次蔬菜团购预计5/10开团，5/13配送的哈～大家预估预估一下需求噢[愉快]
wxid_hz0g6i0fg9h511 ,2022/5/5 16:54,  比较缺牛奶??  等下次开团买
203(wxid_5glc0nycq89h11) ,2022/5/5 16:56,  明天团牛奶、酸奶、橙汁、鸡蛋、鸡
203(wxid_5glc0nycq89h11) ,2022/5/5 16:56,  [呲牙]不要急哈
203(wxid_5glc0nycq89h11) ,2022/5/5 16:56,  今晚还会开一个馄饨皮
304(anyap22f) ,2022/5/5 16:58,  还会开调料团么？蚝油快要用完了～ 
wxid_hz0g6i0fg9h511 ,2022/5/5 16:58,  酸奶橙汁！
203(wxid_5glc0nycq89h11) ,2022/5/5 16:58,  调料可能暂时不会团诶，可以外卖软件上看看噢
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 16:58,  有馄饨皮没有肉米[流泪]
雁雁_Kim(kimyan330) ,2022/5/5 16:59,  @304?蚝油我可以支援你
雁雁_Kim(kimyan330) ,2022/5/5 17:00,  上次海天团购的
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 17:00,  没有肉米，就包素馄饨[偷笑]
304(anyap22f) ,2022/5/5 17:01,  [转发的网页]
雁雁_Kim(kimyan330) ,2022/5/5 17:01,images\[00228]2022-05-05 17-01-32
雁雁_Kim(kimyan330) ,2022/5/5 17:01,  还蛮大的这瓶
203(wxid_5glc0nycq89h11) ,2022/5/5 17:01,  有馄饨皮和馅的…
203(wxid_5glc0nycq89h11) ,2022/5/5 17:02,  肉糜可以自己拿上次买的肉剁一下呀哈哈哈
304(anyap22f) ,2022/5/5 17:02,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 17:04,  懒得剁肉米[捂脸]
雁雁_Kim(kimyan330) ,2022/5/5 17:04,images\[00229]2022-05-05 17-04-11
雁雁_Kim(kimyan330) ,2022/5/5 17:04,  现在就来好啦@304?
304(anyap22f) ,2022/5/5 17:05,  [微信转账，金额：9.50元]
雁雁_Kim(kimyan330) ,2022/5/5 17:06,  [微信转账，金额：9.50元]
304(anyap22f) ,2022/5/5 17:07,  
英姿(wxid_azz5pbps4v3b22) ,2022/5/5 17:46,  @毛头?我家有绞肉机，可以借你[呲牙]
203(wxid_5glc0nycq89h11) ,2022/5/5 17:47,  @毛头?大妈妈，静安面包房的面包今晚会到噢，当天下单当天做当天送~
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 17:47,  好的
203(wxid_5glc0nycq89h11) ,2022/5/5 18:15,"  ??团购预告??

团购一
团购内容：老盛兴大馄饨皮1kg
保质期：-18度以下冷冻保存15天
团购金额：16.2元

团购二
团购内容：老盛兴荠菜肉馅1kg
保质期：-18度以下冷冻保存90天
团购金额：76元

团购时间：5月5日18:30-20:30
配送日期：预计5月7日

??注意：

以上团购均为冷冻生食，需加工后食用，冷冻商品容易化冻，介意慎拍！

馄饨皮和馅为不定期团购，大家按需理性购买～"
203(wxid_5glc0nycq89h11) ,2022/5/5 18:15,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 18:32,  [转发的网页]
wxid_hz0g6i0fg9h511 ,2022/5/5 18:45,images\[00230]2022-05-05 18-45-34
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 18:51,  @所有人?今晚13号楼阳性病人转运，请大家告知楼里居民不要出来逛啦[叹气][叹气][叹气]
英姿(wxid_azz5pbps4v3b22) ,2022/5/5 18:55,  我们很乖的，除了倒垃圾平时不出门[捂脸]@毛头?
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/5 18:56,  是的
友谊(wxid_46lwnapv592c22) ,2022/5/5 18:57,  [转发的网页]
我 ,2022/5/5 20:04,images\[00231]2022-05-05 20-04-46
WEI DG(wxid_9ie0krbntfj422) ,2022/5/5 20:25,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/6 4:49,"  ??5月6日团购预告??

团购一
团购内容：鸡、鸡蛋组合套餐
团购金额：106.5元
团购时间：13:00-15:00
起送份数：50份
配送日期：预计5月9日

团购二
团购内容：虫草鸡蛋30个/板
团购金额：30.3元
团购时间：13:00-15:00
起送份数：120板
配送日期：预计5月9日

团购三
团购内容：光明渔业冰鲜鲫鱼、鳊鱼
团购金额：22.5元
团购时间：15:00-17:00
起团份数：150条
配送日期：预计5月8日

团购四
团购内容：严选牧场冷藏鲜牛奶900ml*2瓶
团购金额：40.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购五
团购内容：味全优酪乳100g*16杯
团购金额：28.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购六
团购内容：味全每日C橙汁1.6L*2瓶
团购金额：46.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购七
团购内容：德芙巧克力牛奶950ml*2瓶
团购金额：50.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购八
团购内容：冻干即溶咖啡20g*20颗
团购金额：106元
团购数量：共24组
团购时间：17:00-19:00
配送时间：预计5月9日"
203(wxid_5glc0nycq89h11) ,2022/5/6 4:49,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 9:31,  为了杜绝弄虚作假，请大家告知楼里居民，规范做抗原，拍照发群里哦
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 9:32,  各位，5月3日全员核酸检测是自4月1日以来第一次全阴性，这是是靠大家努力居民自觉取得的结果，我们要守住这来之不易的成果，不能让小部分出来散步聊天、遛狗、抽烟、以就医为幌子出去买东西的人拖累整个小区，所以还是恳请大家继续严格落实足不出户规定，谢谢。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 9:33,images\[00232]2022-05-06 09-33-30
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 9:33,  上图发的是规范样板，给大家做参考哦！谢谢
夕军(wxid_18xodpzfqk9n22) ,2022/5/6 9:37,  收到谢谢[抱拳]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 9:37,  [玫瑰]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 9:43,  知道了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 11:55,"  1号楼的居民:
  下午做抗原哦[抱拳]
  谢谢大家[合十]"
友谊(wxid_46lwnapv592c22) ,2022/5/6 11:56,  好的[抱拳]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 12:08,  好的谢谢
夕军(wxid_18xodpzfqk9n22) ,2022/5/6 12:14,  0k
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 12:18,  [抱拳]
英姿(wxid_azz5pbps4v3b22) ,2022/5/6 12:20,  好的[微笑]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:03,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 13:04,  [转发的网页]
友谊(wxid_46lwnapv592c22) ,2022/5/6 13:04,  [转发的网页]
夕军(wxid_18xodpzfqk9n22) ,2022/5/6 13:10,  [转发的网页]
wxid_hz0g6i0fg9h511 ,2022/5/6 13:15,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:33,images\[00233]2022-05-06 13-33-51
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:34,  每天下午通知做抗原，5点半点前出结果
wxid_hz0g6i0fg9h511 ,2022/5/6 13:35,  收到
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 13:37,  收到谢谢
周燕(wxid_6tseuu2cvcg622) ,2022/5/6 13:42,  收到谢谢楼组长关心，您幸苦了。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:46,  [抱拳]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:48,[点击播放语音]
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/6 13:51,images\[00234]2022-05-06 13-51-31
余小瘦(wxid_v0fmm9lqsxi122) ,2022/5/6 13:51,  401
政通路305弄1号楼组群 ,2022/5/6 13:51,  你撤回了一条消息
我 ,2022/5/6 13:51,images\[00235]2022-05-06 13-51-56
薛雯婷(wxid_omhlkiks6h1w21) ,2022/5/6 13:52,images\[00236]2022-05-06 13-52-10
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:52,  [合十]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:56,images\[00237]2022-05-06 13-56-48
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:57,images\[00238]2022-05-06 13-57-12
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 13:57,  这是402的
wxid_hz0g6i0fg9h511 ,2022/5/6 13:58,images\[00239]2022-05-06 13-58-41
夕军(wxid_18xodpzfqk9n22) ,2022/5/6 14:00,images\[00240]2022-05-06 14-00-45
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:00,  [玫瑰]
304(anyap22f) ,2022/5/6 14:02,images\[00241]2022-05-06 14-02-05
203(wxid_5glc0nycq89h11) ,2022/5/6 14:02,  团购的馄饨皮和馄饨馅马上到啦，过10分钟请大家下楼领取噢~
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:02,  
Xingying(wxid_mx7kedbaclw221) ,2022/5/6 14:04,images\[00242]2022-05-06 14-04-07
Xingying(wxid_mx7kedbaclw221) ,2022/5/6 14:04,  603
203(wxid_5glc0nycq89h11) ,2022/5/6 14:04,images\[00243]2022-05-06 14-04-15
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:04,  收到
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 14:05,images\[00244]2022-05-06 14-05-49
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:09,  [抱拳]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:12,[点击播放语音]
WEI DG(wxid_9ie0krbntfj422) ,2022/5/6 14:14,images\[00245]2022-05-06 14-14-00
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:21,[点击播放语音]
华华(wxid_zbk3k0ujszlp22) ,2022/5/6 14:22,images\[00246]2022-05-06 14-22-23
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:22,  [抱拳]
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/6 14:29,images\[00247]2022-05-06 14-29-21
友谊(wxid_46lwnapv592c22) ,2022/5/6 14:30,  来了
友谊(wxid_46lwnapv592c22) ,2022/5/6 14:46,images\[00248]2022-05-06 14-46-04
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 14:47,  [玫瑰]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/6 14:55,images\[00249]2022-05-06 14-55-12
周燕(wxid_6tseuu2cvcg622) ,2022/5/6 14:55,images\[00250]2022-05-06 14-55-55
203(wxid_5glc0nycq89h11) ,2022/5/6 14:58,  各位邻居，不好意思，刚刚团的鸡+鸡蛋由于没有到起送份数，稍后我会统一退款，如果需要鸡蛋的话，赶紧重新团购鸡蛋噢～
203(wxid_5glc0nycq89h11) ,2022/5/6 14:59,  我把鸡蛋团购的时间延长了半小时
夕军(wxid_18xodpzfqk9n22) ,2022/5/6 15:00,  哦，没事鸡蛋家里有的，麻烦谢谢了??
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/6 15:02,images\[00251]2022-05-06 15-02-16
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/5/6 15:02,  鸡蛋牛奶有没有要的，昨晚美团买菜抢的
203(wxid_5glc0nycq89h11) ,2022/5/6 15:07,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 15:08,  [转发的网页]
203(wxid_5glc0nycq89h11) ,2022/5/6 15:08,images\[00252]2022-05-06 15-08-23
友谊(wxid_46lwnapv592c22) ,2022/5/6 15:10,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 15:25,  [转发的网页]
锦绣(wxid_9j67lzrx9f3522) ,2022/5/6 16:50,images\[00253]2022-05-06 16-50-56
雁雁_Kim(kimyan330) ,2022/5/6 16:58,  [转发的网页]
雁雁_Kim(kimyan330) ,2022/5/6 16:58,  牛奶酸奶橙汁~
WEI DG(wxid_9ie0krbntfj422) ,2022/5/6 17:01,  [转发的网页]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/6 17:01,  [转发的网页]
友谊(wxid_46lwnapv592c22) ,2022/5/6 17:01,  [转发的网页]
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/5/6 17:04,  [转发的网页]
wxid_hz0g6i0fg9h511 ,2022/5/6 17:05,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/6 18:01,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/7 13:17,"  1号楼的居民:
  今天下午继续做抗原哦
  谢谢大家[抱拳]"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/5/7 13:17,  收到谢谢了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/7 13:23,  各位楼组长，抗原还是每天都做哦！谢谢！
我 ,2022/5/7 13:29,images\[00254]2022-05-07 13-29-33
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/7 13:29,  [玫瑰]
夕军(wxid_18xodpzfqk9n22) ,2022/5/7 13:38,  午休后做[抱拳]
英姿(wxid_azz5pbps4v3b22) ,2022/5/7 13:39,images\[00255]2022-05-07 13-39-15
102阿姨(wxid_68ejyv9j3i1g22) ,2022/5/7 13:39,  可以的
周燕(wxid_6tseuu2cvcg622) ,2022/5/7 13:41,images\[00256]2022-05-07 13-41-24
