"global_date","certain","uncertain","die","recure","certain_inc","uncertain_inc","die_inc","recure_inc","updatetime"
"2020.11.26","60900622","0","1425764","41863969","659861","0","12036","523047","2023-03-15 12:00:00"
"2020.11.27","61489320","0","1436504","42227947","588698","0","10740","363978","2023-03-15 12:00:00"
"2020.11.28","62130499","0","1447039","42643155","641179","0","10535","415208","2023-03-15 12:00:00"
"2020.11.29","62714070","0","1456245","43012720","583571","0","9206","369565","2023-03-15 12:00:00"
"2020.11.30","63210885","0","1463145","43375118","496815","0","6900","362398","2023-03-15 12:00:00"
"2020.12.01","63736512","0","1472633","43870374","525627","0","9488","497241","2023-03-15 12:00:00"
"2020.12.02","64393605","0","1485323","44356492","657093","0","12690","486118","2023-03-15 12:00:00"
"2020.12.03","65036006","0","1497675","44794041","639963","0","12352","484131","2023-03-15 12:00:00"
"2020.12.04","65763321","0","1511338","45309456","727315","0","13663","515415","2023-03-15 12:00:00"
"2020.12.05","66445399","0","1523718","45746499","682078","0","12380","437043","2023-03-15 12:00:00"
"2020.12.06","67037276","0","1532876","46165940","591877","0","9158","419441","2023-03-15 12:00:00"
"2020.12.07","67586370","0","1540309","46499707","549094","0","7433","333767","2023-03-15 12:00:00"
"2020.12.08","68065006","0","1548045","46909227","478636","0","7736","409520","2023-03-15 12:00:00"
"2020.12.09","68793188","0","1562524","47465994","728182","0","14558","556767","2023-03-15 12:00:00"
"2020.12.10","69474145","0","1575060","47927327","681354","0","12590","461530","2023-03-15 12:00:00"
"2020.12.11","70167588","0","1587946","48418314","693443","0","12886","490987","2023-03-15 12:00:00"
"2020.12.12","71664170","0","1600468","48923498","1496582","0","12522","505184","2023-03-15 12:00:00"
"2020.12.13","72323615","0","1610255","50443241","659445","0","9788","1519743","2023-03-15 12:00:00"
"2020.12.14","72841250","0","1617353","50849492","517635","0","7098","406251","2023-03-15 12:00:00"
"2020.12.15","73403140","0","1627151","51313553","561890","0","9798","464061","2023-03-15 12:00:00"
"2020.12.16","74045546","0","1641423","51811529","642406","0","14272","497976","2023-03-15 12:00:00"
"2020.12.17","74767299","0","1654492","52334048","721787","0","13069","522519","2023-03-15 12:00:00"
"2020.12.18","75533671","0","1667883","52828044","766372","0","13391","493996","2023-03-15 12:00:00"
"2020.12.19","76246978","0","1680547","53259584","713307","0","12664","431540","2023-03-15 12:00:00"
"2020.12.20","76842146","0","1690774","53752891","595168","0","10227","493307","2023-03-15 12:00:00"
"2020.12.21","77370053","0","1698164","54084268","527907","0","7390","331377","2023-03-15 12:00:00"
"2020.12.22","77924025","0","1708205","54638049","553972","0","10041","553781","2023-03-15 12:00:00"
"2020.12.23","78606016","0","1723589","55148923","681991","0","15384","510878","2023-03-15 12:00:00"
"2020.12.24","79309768","0","1737087","55632228","703752","0","13498","483305","2023-03-15 12:00:00"
"2020.12.25","79973388","0","1748271","56127254","663620","0","11184","495026","2023-03-15 12:00:00"
"2020.12.26","80403604","0","1755905","56437650","430968","0","7634","310396","2023-03-15 12:00:00"
"2020.12.27","80803908","0","1760967","56889899","400304","0","5062","452249","2023-03-15 12:00:00"
"2020.12.28","81227670","0","1768246","57262828","423762","0","7279","372929","2023-03-15 12:00:00"
"2020.12.29","81927384","0","1781564","57895588","699714","0","13329","632760","2023-03-15 12:00:00"
"2020.12.30","82573968","0","1796614","58399415","646584","0","15050","503827","2023-03-15 12:00:00"
"2020.12.31","83328546","0","1811761","58929378","754578","0","15147","529963","2023-03-15 12:00:00"
"2021.01.01","84038942","0","1824654","59357127","710396","0","12893","427749","2023-03-15 12:00:00"
"2021.01.02","84556298","0","1833545","59665007","517356","0","8891","307880","2023-03-15 12:00:00"
"2021.01.03","85038841","0","1839121","59989472","482543","0","5576","324465","2023-03-15 12:00:00"
"2021.01.04","85664309","0","1848519","60431438","625468","0","9398","445922","2023-03-15 12:00:00"
"2021.01.05","86367430","0","1860517","61080921","703121","0","11998","649483","2023-03-15 12:00:00"
"2021.01.06","87094908","0","1875451","61526766","727478","0","14934","445845","2023-03-15 12:00:00"
"2021.01.07","87928422","0","1890864","61998121","833514","0","15413","471355","2023-03-15 12:00:00"
"2021.01.08","88738532","0","1905492","62423262","810110","0","14628","425141","2023-03-15 12:00:00"
"2021.01.09","89599538","0","1921018","62859161","861006","0","15526","435899","2023-03-15 12:00:00"
"2021.01.10","90294530","0","1932840","63297916","694992","0","11822","438755","2023-03-15 12:00:00"
"2021.01.11","90885859","0","1940982","63645807","591329","0","8142","347891","2023-03-15 12:00:00"
"2021.01.12","91480770","0","1951099","64121871","594911","0","10117","476098","2023-03-15 12:00:00"
"2021.01.13","92249589","0","1969625","64652432","768819","0","18526","530561","2023-03-15 12:00:00"
"2021.01.14","92917213","0","1983782","65077291","667624","0","14157","424859","2023-03-15 12:00:00"
"2021.01.15","93693267","0","2000042","65608672","776054","0","16260","531381","2023-03-15 12:00:00"
"2021.01.16","94537068","0","2016741","66110861","843801","0","16699","502189","2023-03-15 12:00:00"
"2021.01.17","95041038","0","2026987","66423874","503970","0","10246","313013","2023-03-15 12:00:00"
"2021.01.18","95675355","0","2037792","66926950","634317","0","10805","503973","2023-03-15 12:00:00"
"2021.01.19","96196597","0","2048309","67397133","521242","0","10517","470183","2023-03-15 12:00:00"
"2021.01.20","96861221","0","2065838","68041352","664624","0","17529","644219","2023-03-15 12:00:00"
"2021.01.21","97531146","0","2082813","68550609","669925","0","16976","509257","2023-03-15 12:00:00"
"2021.01.22","98308120","0","2099513","69040221","776974","0","16700","489612","2023-03-15 12:00:00"
"2021.01.23","98943810","0","2115082","69548059","635690","0","15569","507838","2023-03-15 12:00:00"
"2021.01.24","99494958","0","2127892","69931342","551148","0","12810","383283","2023-03-15 12:00:00"
"2021.01.25","99968257","0","2136969","70320010","473299","0","9077","388858","2023-03-15 12:00:00"
"2021.01.26","100498669","0","2148698","70873657","530412","0","11729","553647","2023-03-15 12:00:00"
"2021.01.27","101067085","0","2166587","71382147","568416","0","17923","508490","2023-03-15 12:00:00"
"2021.01.28","101672133","0","2183490","71880844","605048","0","16903","498697","2023-03-15 12:00:00"
"2021.01.29","102247501","0","2199842","72319339","575368","0","16352","438495","2023-03-15 12:00:00"
"2021.01.30","102856077","0","2215486","72804037","608576","0","15644","484698","2023-03-15 12:00:00"
"2021.01.31","103348941","0","2228201","73284016","492865","0","12715","479979","2023-03-15 12:00:00"
"2021.02.01","103723148","0","2236172","73622934","374207","0","7971","338918","2023-03-15 12:00:00"
"2021.02.02","104162629","0","2248695","74174077","439481","0","12523","551143","2023-03-15 12:00:00"
"2021.02.03","104634411","0","2263686","74637533","471782","0","14991","463456","2023-03-15 12:00:00"
"2021.02.04","105152886","0","2279460","75119142","518475","0","15774","481609","2023-03-15 12:00:00"
"2021.02.05","105628387","0","2295302","75554673","475545","0","15861","436830","2023-03-15 12:00:00"
"2021.02.06","106108238","0","2309439","75938118","479851","0","14137","387118","2023-03-15 12:00:00"
"2021.02.07","106515865","0","2318206","76328896","415759","0","10190","410244","2023-03-15 12:00:00"
"2021.02.08","106851409","0","2325799","76688640","365469","0","7593","359770","2023-03-15 12:00:00"
"2021.02.09","107190303","0","2334693","77090116","338894","0","8894","412917","2023-03-15 12:00:00"
"2021.02.10","107626844","0","2350630","77569112","436541","0","15937","479057","2023-03-15 12:00:00"
"2021.02.11","108076131","0","2364381","78045349","449287","0","13751","476237","2023-03-15 12:00:00"
"2021.02.12","108523743","0","2377913","78417033","447612","0","13532","371684","2023-03-15 12:00:00"
"2021.02.13","108924709","0","2392499","78832148","400966","0","14586","415115","2023-03-15 12:00:00"
"2021.02.14","109269278","0","2402909","79163223","344569","0","10410","331075","2023-03-15 12:00:00"
"2021.02.15","109535773","0","2408882","79479630","266495","0","5973","316407","2023-03-15 12:00:00"
"2021.02.16","109882880","0","2417739","79872061","347107","0","8857","392470","2023-03-15 12:00:00"
"2021.02.17","110230324","0","2428584","80223832","347444","0","10845","351771","2023-03-15 12:00:00"
"2021.02.18","110660435","0","2440104","82855524","430111","0","11520","2631692","2023-03-15 12:00:00"
"2021.02.19","111057859","0","2451538","83236928","397424","0","11435","384664","2023-03-15 12:00:00"
"2021.02.20","111447289","0","2461908","83634467","389430","0","10370","397539","2023-03-15 12:00:00"
"2021.02.21","111815772","0","2470015","83962766","368483","0","8107","328299","2023-03-15 12:00:00"
"2021.02.22","112165602","0","2476259","84601219","349830","0","6244","638453","2023-03-15 12:00:00"
"2021.02.23","112484656","0","2484516","85014437","319054","0","8257","413218","2023-03-15 12:00:00"
"2021.02.24","112886393","0","2495841","85406764","401737","0","11325","392327","2023-03-15 12:00:00"
"2021.02.25","113320990","0","2507674","85771593","434597","0","11833","364829","2023-03-15 12:00:00"
"2021.02.26","113792562","0","2518272","86157854","471572","0","10598","386261","2023-03-15 12:00:00"
"2021.02.27","114191931","0","2527682","86505633","399369","0","9410","347779","2023-03-15 12:00:00"
"2021.02.28","114549162","0","2535312","86857119","357231","0","7630","351486","2023-03-15 12:00:00"
"2021.03.01","114884626","0","2541300","87082667","335464","0","5988","225548","2023-03-15 12:00:00"
"2021.03.02","115167322","0","2548505","87484327","282696","0","7205","402572","2023-03-15 12:00:00"
"2021.03.03","115628688","0","2559853","87874841","461366","0","11348","390514","2023-03-15 12:00:00"
"2021.03.04","116086119","0","2570745","88202085","457431","0","10892","327245","2023-03-15 12:00:00"
"2021.03.05","116469165","0","2580567","88564689","449736","0","9823","341649","2023-03-15 12:00:00"
"2021.03.06","116905971","0","2590502","88889014","436806","0","9935","2918613","2023-03-15 12:00:00"
"2021.03.07","117332994","0","2598093","89202487","427023","0","7591","313473","2023-03-15 12:00:00"
"2021.03.08","117645501","0","2603383","89543987","338818","0","5290","341500","2023-03-15 12:00:00"
"2021.03.09","117981858","0","2612598","89965053","336357","0","9215","460661","2023-03-15 12:00:00"
"2021.03.10","118377618","0","2620744","90316519","395760","0","9956","351466","2023-03-15 12:00:00"
"2021.03.11","118888056","0","2630793","90664241","510438","0","10049","347722","2023-03-15 12:00:00"
"2021.03.12","119367483","0","2640577","91126821","479427","0","9784","462580","2023-03-15 12:00:00"
"2021.03.13","119855788","0","2650297","92635954","488305","0","9720","1509133","2023-03-15 12:00:00"
"2021.03.14","120203479","0","2656624","92895867","347691","0","6328","259941","2023-03-15 12:00:00"
"2021.03.15","120652078","0","2663520","93287812","448599","0","6899","391945","2023-03-15 12:00:00"
"2021.03.16","121009391","0","2671059","93666415","357313","0","7539","378604","2023-03-15 12:00:00"
"2021.03.17","121521477","0","2681259","94054834","512086","0","10200","388419","2023-03-15 12:00:00"
"2021.03.18","122094069","0","2691366","94414277","572592","0","10107","359443","2023-03-15 12:00:00"
"2021.03.19","122646225","0","2702077","94854239","552156","0","10711","439962","2023-03-15 12:00:00"
"2021.03.20","123173064","0","2712155","95226205","526839","0","10078","371966","2023-03-15 12:00:00"
"2021.03.21","123663499","0","2720030","95578123","490435","0","7875","351918","2023-03-15 12:00:00"
"2021.03.22","124042128","0","2725484","95924329","378629","0","5454","346206","2023-03-15 12:00:00"
"2021.03.23","124538600","0","2734206","96400761","496472","0","8722","476432","2023-03-15 12:00:00"
"2021.03.24","125081764","0","2745303","96912210","543164","0","11097","511449","2023-03-15 12:00:00"
"2021.03.25","125680363","0","2755405","97337814","598599","0","10102","425604","2023-03-15 12:00:00"
"2021.03.26","126363783","0","2766127","97732303","683420","0","10722","394489","2023-03-15 12:00:00"
"2021.03.27","127003439","0","2778543","98182940","640501","0","12416","450638","2023-03-15 12:00:00"
"2021.03.28","127582916","0","2787893","98532301","579477","0","9350","405531","2023-03-15 12:00:00"
"2021.03.29","128019885","0","2794407","98978524","436969","0","6514","446223","2023-03-15 12:00:00"
"2021.03.30","128547554","0","2803306","99406045","527669","0","8900","427521","2023-03-15 12:00:00"
"2021.03.31","129114345","0","2815368","99814337","566791","0","12062","408292","2023-03-15 12:00:00"
"2021.04.01","129810579","0","2827242","100277248","696234","0","11874","462912","2023-03-15 12:00:00"
"2021.04.02","130473162","0","2838858","100700879","662583","0","11616","423631","2023-03-15 12:00:00"
"2021.04.03","131121219","0","2849400","101125396","648057","0","10542","424517","2023-03-15 12:00:00"
"2021.04.04","131649665","0","2857612","101595740","528446","0","8212","470344","2023-03-15 12:00:00"
"2021.04.05","132162189","0","2864036","101962502","512524","0","6424","366764","2023-03-15 12:00:00"
"2021.04.06","132671822","0","2872151","102396879","509633","0","8115","434377","2023-03-15 12:00:00"
"2021.04.07","133306382","0","2885536","102891035","634560","0","13385","494156","2023-03-15 12:00:00"
"2021.04.08","134040346","0","2900281","103465801","733964","0","14745","570173","2023-03-15 12:00:00"
"2021.04.09","134866498","0","2914600","103916660","826152","0","14319","446972","2023-03-15 12:00:00"
"2021.04.10","135462743","0","2925184","104360201","601103","0","10584","436565","2023-03-15 12:00:00"
"2021.04.11","136213120","0","2939107","104938812","750377","0","13923","578611","2023-03-15 12:00:00"
"2021.04.12","136903776","0","2947647","105472470","690656","0","8540","533658","2023-03-15 12:00:00"
"2021.04.13","137552935","0","2957971","105980870","649159","0","10325","493296","2023-03-15 12:00:00"
"2021.04.14","138305133","0","2971236","106559166","752198","0","13265","575269","2023-03-15 12:00:00"
"2021.04.15","139154558","0","2984885","107069138","849425","0","13649","505588","2023-03-15 12:00:00"
"2021.04.16","140010242","0","2998457","107669707","855684","0","13572","3568630","2023-03-15 12:00:00"
"2021.04.17","140827662","0","3011100","108221281","817420","0","12643","551574","2023-03-15 12:00:00"
"2021.04.18","141609882","0","3022392","108833996","782230","0","11293","612898","2023-03-15 12:00:00"
"2021.04.19","142294940","0","3031437","109418882","685058","0","9045","584886","2023-03-15 12:00:00"
"2021.04.20","142997023","0","3042268","110048829","702083","0","10831","629947","2023-03-15 12:00:00"
"2021.04.21","143853511","0","3056743","110710717","856488","0","14475","661888","2023-03-15 12:00:00"
"2021.04.22","144772763","0","3071134","111343131","919252","0","14391","632414","2023-03-15 12:00:00"
"2021.04.23","145619492","0","3084114","112113490","846729","0","12980","770359","2023-03-15 12:00:00"
"2021.04.24","146520546","0","3098334","112810890","901054","0","14220","697400","2023-03-15 12:00:00"
"2021.04.25","147350897","0","3111204","113419972","830351","0","12870","609082","2023-03-15 12:00:00"
"2021.04.26","148060932","0","3120787","113992585","710035","0","9596","572613","2023-03-15 12:00:00"
"2021.04.27","148758485","0","3132746","114774962","697553","0","11959","782377","2023-03-15 12:00:00"
"2021.04.28","149606218","0","3147831","115492846","847733","0","15085","717884","2023-03-15 12:00:00"
"2021.04.29","150520581","0","3162999","116205736","914363","0","15168","712890","2023-03-15 12:00:00"
"2021.04.30","151423054","0","3178056","116968938","902473","0","15057","763202","2023-03-15 12:00:00"
"2021.05.01","152231672","0","3191201","117670849","808618","0","13145","701911","2023-03-15 12:00:00"
"2021.05.02","153066263","0","3204075","119456002","834591","0","12874","1785205","2023-03-15 12:00:00"
"2021.05.03","153682238","0","3212806","119115151","615975","0","8731","662400","2023-03-15 12:00:00"
"2021.05.04","154432406","0","3224895","119913192","750168","0","12089","798041","2023-03-15 12:00:00"
"2021.05.05","155287522","0","3240914","120673893","855116","0","16019","760701","2023-03-15 12:00:00"
"2021.05.06","156118095","0","3254224","121425725","870215","0","14479","787547","2023-03-15 12:00:00"
"2021.05.07","156977014","0","3267952","122199817","858919","0","13728","774092","2023-03-15 12:00:00"
"2021.05.08","157803067","0","3282175","123146996","826053","0","14226","947179","2023-03-15 12:00:00"
"2021.05.09","158651213","0","3295026","123939776","848146","0","12851","792780","2023-03-15 12:00:00"
"2021.05.10","159301116","0","3304805","124618229","649903","0","9779","678453","2023-03-15 12:00:00"
"2021.05.11","159943461","0","3316328","125364980","642345","0","11523","746751","2023-03-15 12:00:00"
"2021.05.12","160656792","0","3329904","126141355","713347","0","13576","776375","2023-03-15 12:00:00"
"2021.05.13","161410910","0","3343617","127709239","754118","0","13713","1567884","2023-03-15 12:00:00"
"2021.05.14","162150679","0","3356991","128440825","739769","0","13374","731586","2023-03-15 12:00:00"
"2021.05.15","162968187","0","3371098","129289446","817508","0","14107","848621","2023-03-15 12:00:00"
"2021.05.16","163600334","0","3382853","130389887","632147","0","11755","1100441","2023-03-15 12:00:00"
"2021.05.17","164119649","0","3392433","131070813","519315","0","9580","680926","2023-03-15 12:00:00"
"2021.05.18","164561988","0","3402189","131724159","442339","0","9756","653346","2023-03-15 12:00:00"
"2021.05.19","165212405","0","3416982","132546518","652779","0","14797","822359","2023-03-15 12:00:00"
"2021.05.20","165865428","0","3429749","133281399","653023","0","12767","734881","2023-03-15 12:00:00"
"2021.05.21","166507759","0","3442434","133994836","642331","0","12685","713437","2023-03-15 12:00:00"
"2021.05.22","167149918","0","3455634","134687424","642159","0","13200","692588","2023-03-15 12:00:00"
"2021.05.23","167624916","0","3464983","135430684","474998","0","9449","743260","2023-03-15 12:00:00"
"2021.05.24","168114598","0","3475219","135837500","489682","0","10236","550196","2023-03-15 12:00:00"
"2021.05.25","168232214","0","3484446","136544425","430610","0","9227","706925","2023-03-15 12:00:00"
"2021.05.26","168811637","0","3497938","137212794","579423","0","13492","668369","2023-03-15 12:00:00"
"2021.05.27","169385506","0","3510391","137869675","573869","0","12453","656881","2023-03-15 12:00:00"
"2021.05.28","169923768","0","3523214","138560460","538262","0","12823","690785","2023-03-15 12:00:00"
"2021.05.29","170431672","0","3535774","139200504","507904","0","12560","640044","2023-03-15 12:00:00"
"2021.05.30","170899275","0","3545871","139781410","467603","0","10097","580906","2023-03-15 12:00:00"
"2021.05.31","171333921","0","3554527","140331223","434646","0","8656","549813","2023-03-15 12:00:00"
"2021.06.01","171738197","0","3673913","140847083","404276","0","119386","515860","2023-03-15 12:00:00"
"2021.06.02","172234519","0","3689760","141529271","496322","0","15847","682188","2023-03-15 12:00:00"
"2021.06.03","172718329","0","3704364","142071116","483835","0","14611","541596","2023-03-15 12:00:00"
"2021.06.04","173156463","0","3714055","142505056","438134","0","9695","434038","2023-03-15 12:00:00"
"2021.06.05","173595698","0","3725043","143100013","439235","0","10988","595637","2023-03-15 12:00:00"
"2021.06.06","173970480","0","3733187","143575907","374782","0","8181","475894","2023-03-15 12:00:00"
"2021.06.07","174301569","0","3740848","144085096","331089","0","7661","509189","2023-03-15 12:00:00"
"2021.06.08","174691043","0","3750349","144662136","389474","0","9502","577040","2023-03-15 12:00:00"
"2021.06.09","175007525","0","3759676","145046595","316482","0","9327","385199","2023-03-15 12:00:00"
"2021.06.10","175429461","0","3773710","144837083","421936","0","14034","776456","2023-03-15 12:00:00"
"2021.06.11","175884459","0","3785828","145979929","454998","0","12118","1423271","2023-03-15 12:00:00"
"2021.06.12","176304199","0","3797494","146427700","419740","0","11666","447771","2023-03-15 12:00:00"
"2021.06.13","176681183","0","3807339","146823817","377005","0","9845","396117","2023-03-15 12:00:00"
"2021.06.14","176974436","0","3816063","147249251","293278","0","8724","425434","2023-03-15 12:00:00"
"2021.06.15","177284466","0","3824348","147695444","310030","0","8287","446193","2023-03-15 12:00:00"
"2021.06.16","177688536","0","3835116","148257306","404070","0","10768","561862","2023-03-15 12:00:00"
"2021.06.17","178079376","0","3845919","149087288","390380","0","10789","829151","2023-03-15 12:00:00"
"2021.06.18","178496337","0","3855156","149059981","416961","0","9240","3719135","2023-03-15 12:00:00"
"2021.06.19","178869136","0","3863747","149406511","372799","0","8591","346530","2023-03-15 12:00:00"
"2021.06.20","179263148","0","3872684","149795318","394012","0","8937","388807","2023-03-15 12:00:00"
"2021.06.21","179539012","0","3878669","150032739","275964","0","5985","237421","2023-03-15 12:00:00"
"2021.06.22","179871670","0","3886177","150491372","332658","0","7508","458633","2023-03-15 12:00:00"
"2021.06.23","180204017","0","3894887","150930598","332347","0","8710","439226","2023-03-15 12:00:00"
"2021.06.24","180681620","0","3904834","151260377","457732","0","9388","316521","2023-03-15 12:00:00"
"2021.06.25","181074060","0","3913243","151579045","392440","0","8409","318668","2023-03-15 12:00:00"
"2021.06.26","181494092","0","3922578","151968486","420032","0","9339","389441","2023-03-15 12:00:00"
"2021.06.27","181766534","0","3928079","152168033","272442","0","5501","199547","2023-03-15 12:00:00"
"2021.06.28","182150531","0","3935724","152497761","383997","0","7645","329728","2023-03-15 12:00:00"
"2021.06.29","182485568","0","3942565","152879463","335037","0","6842","381702","2023-03-15 12:00:00"
"2021.06.30","182895723","0","3950886","153234471","410155","0","8321","355008","2023-03-15 12:00:00"
"2021.07.01","183293748","0","3960012","153545079","398353","0","9126","310943","2023-03-15 12:00:00"
"2021.07.02","183750526","0","3968800","153995285","456778","0","8789","450206","2023-03-15 12:00:00"
"2021.07.03","184158137","0","3976726","154307802","407611","0","7926","312517","2023-03-15 12:00:00"
"2021.07.04","184537087","0","3983899","154588769","378950","0","7173","280967","2023-03-15 12:00:00"
"2021.07.05","184879814","0","3990362","154893289","342727","0","6464","304520","2023-03-15 12:00:00"
"2021.07.06","185271050","0","3998269","155299830","391236","0","7907","406541","2023-03-15 12:00:00"
"2021.07.07","185731533","0","4006940","155670536","460483","0","8672","370708","2023-03-15 12:00:00"
"2021.07.08","186207058","0","4015369","155960566","475525","0","8429","290030","2023-03-15 12:00:00"
"2021.07.09","186721626","0","4024277","156320005","514568","0","8908","359439","2023-03-15 12:00:00"
"2021.07.10","187180184","0","4032534","156672014","458558","0","8268","352009","2023-03-15 12:00:00"
"2021.07.11","187578496","0","4039235","157086172","398312","0","6701","730884","2023-03-15 12:00:00"
"2021.07.12","187961593","0","4045264","157385957","383097","0","6029","3785316","2023-03-15 12:00:00"
"2021.07.13","188419106","0","4052746","157722192","457513","0","7482","336235","2023-03-15 12:00:00"
"2021.07.14","188950185","0","4062548","158045516","531079","0","9802","323352","2023-03-15 12:00:00"
"2021.07.15","189554085","0","4071913","158428734","603900","0","9367","383218","2023-03-15 12:00:00"
"2021.07.16","190125127","0","4080593","158729811","571042","0","8680","301077","2023-03-15 12:00:00"
"2021.07.17","190671839","0","4089260","159147166","546712","0","8667","417355","2023-03-15 12:00:00"
"2021.07.18","191155347","0","4096415","159429946","483508","0","7155","282784","2023-03-15 12:00:00"
"2021.07.19","191577193","0","4103397","159757384","421846","0","6982","328436","2023-03-15 12:00:00"
"2021.07.20","192080182","0","4110326","160134737","502989","0","6930","379233","2023-03-15 12:00:00"
"2021.07.21","192617200","0","4132642","160461333","537018","0","22316","326596","2023-03-15 12:00:00"
"2021.07.22","193196411","0","4141572","160795882","579211","0","8938","334549","2023-03-15 12:00:00"
"2021.07.23","193778233","0","4150162","161177581","581822","0","8591","381699","2023-03-15 12:00:00"
"2021.07.24","194183748","0","4154673","161317589","405515","0","4511","140008","2023-03-15 12:00:00"
"2021.07.25","194776496","0","4166717","161974611","691152","0","12044","657022","2023-03-15 12:00:00"
"2021.07.26","195178885","0","4173478","162277491","402389","0","6761","302880","2023-03-15 12:00:00"
"2021.07.27","195824534","0","4183426","162685682","645649","0","9948","408191","2023-03-15 12:00:00"
"2021.07.28","196407308","0","4192816","163075132","582774","0","9392","389450","2023-03-15 12:00:00"
"2021.07.29","197097407","0","4202791","163417778","690099","0","9975","344075","2023-03-15 12:00:00"
"2021.07.30","197764147","0","4213904","163787307","670266","0","11177","372639","2023-03-15 12:00:00"
"2021.07.31","198392994","0","4224213","164130451","628847","0","10309","343144","2023-03-15 12:00:00"
"2021.08.01","198968743","0","4232083","164422084","575749","0","7871","291633","2023-03-15 12:00:00"
"2021.08.02","199348844","0","4238474","164653626","380101","0","6392","231542","2023-03-15 12:00:00"
"2021.08.03","200004816","0","4251501","165082697","655972","0","13027","435215","2023-03-15 12:00:00"
"2021.08.04","200704527","0","4262339","165443114","699711","0","10838","360417","2023-03-15 12:00:00"
"2021.08.05","201412931","0","4272894","165813637","708404","0","10562","370523","2023-03-15 12:00:00"
"2021.08.06","202203920","0","4286509","167445239","790989","0","13619","1632456","2023-03-15 12:00:00"
"2021.08.07","202739127","0","4296333","169268280","664891","0","9842","1958981","2023-03-15 12:00:00"
"2021.08.08","203263832","0","4304242","169635646","615711","0","10699","448332","2023-03-15 12:00:00"
"2021.08.09","203618828","0","4310907","175510630","409361","0","6942","5880568","2023-03-15 12:00:00"
"2021.08.10","204293212","0","4319295","176076075","678135","0","8676","565445","2023-03-15 12:00:00"
"2021.08.11","204985529","0","4330863","176618508","692317","0","11568","542433","2023-03-15 12:00:00"
"2021.08.12","205702355","0","4340684","177171834","716826","0","9821","553326","2023-03-15 12:00:00"
"2021.08.13","206422772","0","4351521","177691301","720417","0","10837","519467","2023-03-15 12:00:00"
"2021.08.14","206936308","0","4357907","178006769","513536","0","6386","315468","2023-03-15 12:00:00"
"2021.08.15","207460990","0","4366293","178375866","524682","0","8386","369097","2023-03-15 12:00:00"
"2021.08.16","208060271","0","4376098","179960356","599281","0","9842","1585744","2023-03-15 12:00:00"
"2021.08.17","208850534","0","4386209","180561504","790263","0","10111","612682","2023-03-15 12:00:00"
"2021.08.18","209529128","0","4397221","181084827","678594","0","11012","523323","2023-03-15 12:00:00"
"2021.08.19","210249862","0","4408027","181582684","720734","0","10806","497857","2023-03-15 12:00:00"
"2021.08.20","210961179","0","4419322","182081274","711317","0","11295","498590","2023-03-15 12:00:00"
"2021.08.21","211647832","0","4429168","182599067","686653","0","9846","517793","2023-03-15 12:00:00"
"2021.08.22","212221390","0","4438136","182958273","573558","0","9007","401977","2023-03-15 12:00:00"
"2021.08.23","212628248","0","4444502","183341236","406858","0","6366","384231","2023-03-15 12:00:00"
"2021.08.24","213428775","0","4455583","183994571","800530","0","11081","653443","2023-03-15 12:00:00"
"2021.08.25","214052248","0","4466130","184505036","623473","0","10547","510465","2023-03-15 12:00:00"
"2021.08.26","214774091","0","4477299","185025007","721843","0","11169","519971","2023-03-15 12:00:00"
"2021.08.27","215626849","0","4491790","185553745","852758","0","14491","528738","2023-03-15 12:00:00"
"2021.08.28","216389917","0","4502560","186124956","763069","0","10770","571519","2023-03-15 12:00:00"
"2021.08.29","216975695","0","4511739","186583125","585778","0","9179","458169","2023-03-15 12:00:00"
"2021.08.30","217420544","0","4518296","186964737","444849","0","6557","381612","2023-03-15 12:00:00"
"2021.08.31","218137255","0","4527432","187615116","716711","0","9146","650383","2023-03-15 12:00:00"
"2021.09.01","218716856","0","4537498","188141747","579601","0","10066","526631","2023-03-15 12:00:00"
"2021.09.02","219535250","0","4549865","188799806","818394","0","12367","658059","2023-03-15 12:00:00"
"2021.09.03","220133199","0","4561012","189272399","597949","0","11147","472593","2023-03-15 12:00:00"
"2021.09.04","220832493","0","4571226","189774905","699294","0","10214","502506","2023-03-15 12:00:00"
"2021.09.05","221266868","0","4578878","190171065","434375","0","7654","396516","2023-03-15 12:00:00"
"2021.09.06","221724565","0","4585352","190596107","457697","0","6474","425042","2023-03-15 12:00:00"
"2021.09.07","222203449","0","4593687","191105719","478884","0","8335","509612","2023-03-15 12:00:00"
"2021.09.08","222954849","0","4604336","191740239","751400","0","10649","634520","2023-03-15 12:00:00"
"2021.09.09","223627976","0","4613929","192357891","673127","0","9593","617652","2023-03-15 12:00:00"
"2021.09.10","224182542","0","4624208","193000947","554566","0","10279","643159","2023-03-15 12:00:00"
"2021.09.11","224722544","0","4633103","193499931","540002","0","8895","498984","2023-03-15 12:00:00"
"2021.09.12","225249757","0","4641476","193933895","527213","0","8373","433964","2023-03-15 12:00:00"
"2021.09.13","225638331","0","4647146","194351840","388574","0","5670","417945","2023-03-15 12:00:00"
"2021.09.14","226265276","0","4656489","194975430","626945","0","9343","623590","2023-03-15 12:00:00"
"2021.09.15","226836230","0","4666911","195620274","570954","0","10422","645017","2023-03-15 12:00:00"
"2021.09.16","227431141","0","4677268","196107782","594911","0","10357","487561","2023-03-15 12:00:00"
"2021.09.17","227994415","0","4687503","196605276","563274","0","10235","497494","2023-03-15 12:00:00"
