,博主名称,博主主页,关注数,粉丝数,博文链接,发布内容,Unnamed: 6,图片数量,是否存在图片,是否存在视频,发布时间,转发数,评论数,点赞数,confidence,score,sentiment
90,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N11mtx3KQ?uid=2014034660&rl=0#cmtfrm,【上海暂停笑果文化在沪全部演出，责令其深刻反省整改！】经北京市文化市场行政管理部门查实，上海笑笙文化传媒有限公司脱口秀演员李昊石在演出中肆意篡改演出申报内容，出现严重侮辱人民军队的情节，造成恶劣社会影响。 上海市文娱领域综合整治领导小组办公室、上海市文化和旅游局第一时间同步约谈、严厉训诫涉事公司“笑果文化”负责人，责令其从即日起暂停在沪全部演出，立即开展内部管理整顿，配合做好立案后续处理。 上海市文化和旅游局要求“笑果文化”必须诚恳接受观众批评和媒体舆论监督，必须深刻反思此次事件教训，必须举一反三立即整改，从内容审核、节目把关、演员管理和艺风艺德建设，以及提高脱口秀演员自身的政治修养、文化素养、价值涵养等多个角度，采取切实措施，坚决杜绝此类问题再次发生。 上海是我们党的诞生地、初心始发地、伟大建党精神孕育地，是英雄的人民军队在党的领导下，经过浴血奋战解放了上海，让这座东方明珠获得了新生。人民军队为党和人民建立了不朽功勋，是保卫红色江山、维护民族尊严的坚强柱石，也是维护地区和世界和平的强大力量。上海这座伟大的城市和生活在这里的2500万市民，对人民军队有着真挚而深厚的感情，我们不允许任何公司、任何人以任何方式诋毁人民军队的荣誉与尊严！#上海暂停笑果文化在沪全部演出#,信息类,,有,,05月17日 17:20,3.0,8.0,16.0,0.994278,0.00257506,0
91,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N113oECm3?uid=2014034660&rl=0#cmtfrm,#804岁嘉定孔庙即将闭馆修缮#为期7个月左右。5月22日起，嘉定孔庙将闭馆，开展为期7个月左右的整体性修缮。嘉定孔庙始建于南宋嘉定十二年（1219年），素有“吴中第一”之称。此次整体性修缮，是嘉定近年来规模最大、保护等级最高的古建筑修缮工程，将从地上建筑和地下排水工程两方面展开，为嘉定孔庙的活化利用创造更好条件。近日，不少游客也趁此机会前来参观打卡，昨天上午短短的1个多小时的时间里，前来孔庙参观的市民就有200余人次。@上海嘉定 021视频的微博视频,信息类,,,有,05月17日 16:33,,1.0,2.0,0.996612,0.998475,2
92,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N10pxFTVA?uid=2014034660&rl=0#cmtfrm,西岸凤巢《三体·引力之外》沉浸式科幻体验正在正在展出。以刘慈欣原著《三体Ⅲ：死神永生》为蓝本打造的《三体·引力之外》，不管是空间场景、科幻剧情，还是互动演绎，都是妥妥的超强豪华配置。置身其间，你将化身舰员，登上“万有引力”号飞船，亲历“水滴”袭击至暗时刻，见证星舰文明在黑暗森林中起锚远航。同时，还有单场16名演员倾情演绎与2小时互动演艺，观众可以跟随不同演员体验分线式玩法。,信息类,4.0,有,,05月17日 14:54,,1.0,1.0,0.999853,0.999934,2
93,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0ZEU2crr?uid=2014034660&rl=0#cmtfrm,5月18日至8月18日上海汽车博物馆展出骑点——了不起的自行车主题展。这将是国内难得一见的自行车历史和生活方式展，将自行车文化与其他机动车，特别是汽车文化内容相结合，向观众展示从自行车作为工具诞生起，近三百年角色的转变浮沉。#上海看展#,信息类,,有,,05月17日 13:00,,3.0,3.0,0.998741,0.999433,2
94,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0Zpq065u?uid=2014034660&rl=0#cmtfrm,初夏，苏州河岸成为市民游客常去的亲水消暑的好去处，这里除了有百年老建筑，还有能看展的创意园区，先收藏，等天气好了一起去这些宝藏好去处打卡吧~初夏去苏州河畔这些宝藏好去处打卡,参与类,9.0,有,,05月17日 12:21,3.0,3.0,6.0,0.99881,0.999465,2
95,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0YSco1mw?uid=2014034660&rl=0#cmtfrm,长宁这里有一条养眼的“月季花道”。4月底开始，上海街头成了月季的海洋，花墙花街、隧道高架，到处都有月季盛放。在北翟路（剑河路一协和路），一片月季花正在盛开，五彩缤纷，形成了一个美丽的“月季花海”，一条养眼的“月季花道”。@上海长宁 上海长宁的微博视频,信息类,,,有,05月17日 11:00,1.0,,2.0,0.996051,0.998223,2
96,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0YGumBUm?uid=2014034660&rl=0#cmtfrm,即日至5月21日每天中午12点至1点，今潮8弄将开展传递温暖，益”起来!残健融合体验活动。在白领午间休息的60分钟”中推广“爱的手势”手语教学，利用短短的几分钟时间进行手语教学，让更多人有兴趣加入挑战一下“有爱传递无碍”。后期更会有参加活动的残障群体在社工的带领下，走进参观今潮8弄的爱心商户参观。这是为期一周的彩虹文化节活动之一。本次彩虹文化节还包括在嘉兴路街道社区文化活动中心举办文艺汇演，展出了“巧手励志，艺展风采”手工作品比赛优秀作品等。来自全区八个街道共计435件作品参与选拔，最后共有50件作品脱颖而出。优秀作品涵盖书法类、编织类、非遗类、文创类。,信息类,6.0,有,,05月17日 10:31,1.0,,2.0,0.992613,0.996676,2
97,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0YhF8vFk?uid=2014034660&rl=0#cmtfrm,#美育日课# 竹石雉鸡：小写意花鸟画中不可多得的佳作👇,参与类,,有,,05月17日 09:30,,,0.0,0.997891,0.999051,2
98,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0XNdyl8G?uid=2014034660&rl=0#cmtfrm,#早安#人生短暂，如梦似幻，要把时间放到美好的事物上。早安~,信息类,,有,,05月17日 08:15,1.0,6.0,1.0,0.999943,0.999974,2
99,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0TEhBWut?uid=2014034660&rl=0#cmtfrm,#晚间分享##你好山河# 飞萤流光！广州华南植物园夏日萤火虫飞舞。（视频来源：蔡帝沁） 人民日报文创的微博视频,信息类,,,有,05月16日 21:42,,,3.0,0.998625,0.999381,2
100,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0T70dYeQ?uid=2014034660&rl=0#cmtfrm,麻雀虽小，五脏俱全！#上海13平的微型博物馆正式开放#5月12日起，地处上海闵行古美双拥公园内的江南建筑微型博物馆正式开放，这座面积仅13㎡的博物馆内，以“江南建筑”为主题，主打各类亭台楼阁、古风家具的微缩模型，此外还有可供儿童动手的互动书、榫卯玩具等。目前，该馆每周五免费开放，观众无需预约，可直接前往参观。@021视频 021视频的微博视频,信息类,,,有,05月16日 20:20,1.0,,0.0,0.999534,0.99979,2
101,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0SAx2Owe?uid=2014034660&rl=0#cmtfrm,#上影节官方海报公布#本届#上海国际电影节#海报以“海纳百川 与光同行”为主题，画面中是一片浩瀚大海，一架放映机宛如一座灯塔，在奔涌的浪花中，引导沙船前行，寓意聚合、包容的电影文化。上影节邀你相约六月，与电影同行。,参与类,,有,,05月16日 19:00,,,1.0,0.995894,0.998152,2
102,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0SigkZn2?uid=2014034660&rl=0#cmtfrm,#美食推荐# 天热的日子来吃一份咸香爽口的糟钵头吧~（朱厘米） 朱厘米的微博视频,参与类,,,有,05月16日 18:15,3.0,2.0,5.0,0.981656,0.991745,2
103,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0RVWePpX?uid=2014034660&rl=0#cmtfrm,5月20日捷豹上海交响音乐厅将举办”耄耋童心何占豪九十华诞敦煌国乐庆贺音乐会“。上海，是何占豪教授音乐人生的“故乡”，是诞生和培育这位乐坛常青树的“母亲”。本场#音乐会# ，将通过何教授的经典民乐作品，多维度展现中国音乐文化之大美。大师亲自执棒演绎民乐版《梁祝》，合作优秀演奏家，发出国乐之新声。,信息类,,有,,05月16日 17:20,,1.0,0.0,0.999771,0.999897,2
104,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0RwM32dD?uid=2014034660&rl=0#cmtfrm,本周五-周日，思南公馆将迎来思南橙熟#咖啡艺术节#，本次活动以“咖啡+”为概念，联合瑞金二路街道金咖联盟，邀约国内外优质咖啡品牌及艺术家，20+咖啡展商、80+艺术家，结合文化、戏剧、运动、艺术、展览等，创造许多咖啡融合文化活动，为大家带来意式咖啡、手冲、创意咖啡插画、潮玩手作、先锋艺术装置等。,信息类,,有,,05月16日 16:18,,,0.0,0.990797,0.995859,2
105,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0R176TMd?uid=2014034660&rl=0#cmtfrm,小别一段时间，错过春日和风，即将在夏日迎来重逢！徐汇土山湾博物馆将于5月18日（周四）起恢复开放。开放时间为每日900—1630（1600停止入场），周一闭馆（国定假日除外）。,信息类,,有,,05月16日 15:00,,,0.0,0.970183,0.986582,2
106,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0QIQxRub?uid=2014034660&rl=0#cmtfrm,5.18余德耀美术馆新展开幕，去蟠龙的理由又多了一个！在上海余德耀美术馆步入第九年之际，位于上海蟠龙天地的新馆将于5月18日，伴随开幕展《洄游》与公众见面。此次展览将呈现余德耀基金会收藏中40余件中外艺术家的代表作品，以绘画、雕塑、装置、摄影、影像等多种创作形式，引领观众展开一段穿梭于时空长河的洄游之旅。#上海看展#,信息类,6.0,有,,05月16日 14:15,,,1.0,0.999536,0.999791,2
107,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0QmwrIOV?uid=2014034660&rl=0#cmtfrm,上海迪士尼漫威英雄总部向你发出任务邀请！看演出、吃美食、见英雄……这些限定体验你都打卡了没~#迪士尼漫威粉丝节#高燃进行中，即日起至5月31日，等你开启英雄之旅！ 上海迪士尼度假区的微博视频,信息类,,,有,05月16日 13:20,,,0.0,0.999378,0.99972,2
108,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0PYaqxbl?uid=2014034660&rl=0#cmtfrm,#上海非遗美食#走进吕巷白龙糕。吕巷白龙糕是江南稻作物文化的杰出代表之一，很好地保持了原生态无污染的制作技艺，是研究江南稻作文化的真实活体，反映了江南地区饮食文化的人文特质。吕巷白龙糕外观呈正方形，有25小方形、12小方形加1大方形等组合，可随意分开。在保留传统的基础上融入创新口味，口感则精益求精。色泽洁白，质地细腻，甜度适中，糯而不粘，在10℃以下的天气下，放置1月也不会开裂。,信息类,2.0,有,,05月16日 12:20,,,1.0,0.999547,0.999796,2
109,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0Px3a7jm?uid=2014034660&rl=0#cmtfrm,这个季节的上海怎么玩？#坐苏州河游船看城市变迁#上海最近的天气是越来越好了，近日，@周到上海 记者特意来到了苏州河畔。其实，从去年年底，苏州河就开通了水上航线，一共有5个码头，分别是外滩源、昌化路、四行仓库、中山公园、长风公园，其中外滩源是最热门的码头。 晚上在外滩附近还能收获非常美的夜景~船上有语音沿途介绍经过的历史建筑，坐在船上沿途游览感觉，就像是这艘船在带着我们经历这座城市的历史，感受城市的变化。 周到上海的微博视频,信息类,,,有,05月16日 11:13,,,1.0,0.999805,0.999912,2
110,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0P3lgpAp?uid=2014034660&rl=0#cmtfrm,上海漕河泾印象城“IN元2次方”两周年庆暨“INTO&INTO”新青年文化节今天开幕。商场独家IP太空兔“INTO”焕新后，保留标志性的科技眼罩及心脏元素，但在整体设计上更加简洁、聚焦，也更具年轻化。“INTO&INTO”新青年文化节活动展厅坐落于商场1楼中庭，“SHOW TIME”舞台、“A Wish”定制青年文化墙、“人生暂停”小憩椅、“失恋纪念物”投稿展示角、“凌晨4点纪实-麻辣往事”拍立得照片墙、“保卫睡眠”白噪音睡眠体验等多个文化互动场景令人眼前一亮。消费者不仅可以在此互动打卡，共创青年文化内容，还能参与舞台即兴戏剧表演、威尔仕健身明星舞蹈公开课，以及体验手绘水晶伞、非洲鼓DIY等多种主题创意手作活动，感受妙趣横生的新潮社交乐趣。 围绕“咖啡+汽车”为特色主题打造的“INTO DRIVE 城市漫驱计划”活动也在商场户外北广场同期进行，现场集结人气咖啡品牌，引入咖啡表演、咖啡试饮、抽奖赢咖啡等系列活动；大众、零跑等新能源汽车品牌的新车主题体验空间也在现场呈现，还有全球限量F1赛车限时亮相；5月27日，更有上海人民广播电台5.27电波巴土惊喜空降，上海人民广播电台流行音乐广播动感101《音乐早餐》主持人小鹿和《音乐万花筒》节目主持人乔克将亲临现场进行探访直播，与消费者进行零距离互动。 此外，特别邀请人气漫画博主“蛋黄国外交大使Yolk”在5月20日暖心呈现《啊呜一口，吃掉烦恼》治愈绘本签售会活动，活动现场将限量放送商场IP“INTO”与蛋黄王国的联名明信片，为上海的年轻人带来独特的“解压+玩乐+社交”新体验。,信息类,9.0,有,,05月16日 10:00,1.0,,1.0,0.998631,0.999384,2
111,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0OT0l3fj?uid=2014034660&rl=0#cmtfrm,#美育日课#扬剧中的扬州清曲：《天涯歌女》这首流行歌曲，原来出自扬剧👇,参与类,,有,,05月16日 09:34,,,0.0,0.977561,0.989902,2
112,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0OnWopbE?uid=2014034660&rl=0#cmtfrm,#早安上海#心有花香，人生就会春意盎然~#早安#,信息类,,有,,05月16日 08:18,2.0,9.0,7.0,0.999932,0.999969,2
113,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0JWKkItP?uid=2014034660&rl=0#cmtfrm,#晚间分享#治愈瞬间！#仙人球开花宛如仙子翩翩起舞#近日，辽宁阜新，摄影师用延时摄影记录下仙人球开花的惊艳瞬间。镜头下，艳丽的花瓣层层叠叠，逐渐舒展，金黄的花蕊轻摇，仿佛一个个仙子起舞，动人又治愈。#仙人球开花开出了大片既视感# 荔枝风景线的微博视频,信息类,,,有,05月15日 21:00,,2.0,4.0,0.999915,0.999962,2
114,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0JDFdZCq?uid=2014034660&rl=0#cmtfrm,长兴岛郊野公园夕阳下的鸢尾花，是不是很好看[惊喜]花期很短，趁着花期去看“彩虹女神”吧~@乐游上海长兴岛 乐游上海长兴岛的微博视频,参与类,,,有,05月15日 20:13,1.0,3.0,1.0,0.957605,0.980922,2
115,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0JeUbm8B?uid=2014034660&rl=0#cmtfrm,#上海非遗#上海的松江布历史悠久、质地优良，被誉为“松江美布”。“松江布”泛指上海松江及其附近地区出产的棉布，在明清之际广受欢迎，反映了古代松江繁荣昌盛的社会经济文化。（上海市松江区融媒体中心） 新华县融的微博视频,信息类,,,有,05月15日 19:12,,,1.0,0.993882,0.997247,2
116,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0IRLsRvr?uid=2014034660&rl=0#cmtfrm,莴笋叶+蛋炒饭=？吃起来别有一番风味！#滋味#五月的田间地头里有什么时令蔬菜呢？那一定是清香扑鼻的莴笋。说到莴笋，可谓浑身都是宝，莴笋叶、莴笋梗做法多样，吃起来也清爽可口，一起来试试这道莴笋叶蛋炒饭吧~@上海崇明 上海发布的微博视频,参与类,,,有,05月15日 18:15,2.0,4.0,1.0,0.990025,0.995511,2
117,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0IxSt5by?uid=2014034660&rl=0#cmtfrm,辰山植物园的“天使花墙”迎来最佳观赏期！近日，辰山的安吉拉迎来盛放，1500米的天使花墙开满了安吉拉，绵延数里，一眼望不到尽头~#魔都美好打卡地# #月季花开#,信息类,4.0,有,,05月15日 17:26,,,2.0,0.985687,0.993559,2
118,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0I97ofNm?uid=2014034660&rl=0#cmtfrm,"【上海市“5·18国际博物馆日” 125家博物馆减免费开放】上海市""518国际博物馆日""如约而至，本次主题为""博物馆赋能美好生活""。为感恩广大市民游客，本次减免费开放活动共汇集沪上125家博物馆。其中，上海中国航海博物馆、上海汽车博物馆、上海玻璃博物馆、上海孙中山故居纪念馆、上海宋庆龄故居纪念馆、上海琉璃艺术博物馆、上海工艺美术博物馆等 都将免费开放。上海自然博物馆（上海科技馆分馆）、上海电影博物馆、上海观复博物馆将半价优惠开放。 SMGNEWS的微博视频",信息类,,,有,05月15日 16:25,,,0.0,0.992926,0.996817,2
119,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0HEGi0i2?uid=2014034660&rl=0#cmtfrm,上海湾区花开海上音乐节将于5月20号、21号在金山区花开海上生态园举行。音乐节期间，除了能欣赏到雅乐美景，游客朋友们还可以参与园区内丰富多彩的文创、非遗市集。可小逛、可休憩、可漫步、可拍照。让游客沉浸花海、感受音乐，体验金山好物。待夜幕降临，还可以在星空草坪参加音乐篝火派对，派对上不仅有流行乐团的小剧场演出，还可以品尝美味的户外烧烤，更能体验到各种精心准备的草坪小游戏……,信息类,3.0,有,,05月15日 15:10,,,1.0,0.999727,0.999877,2
120,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0HknuamH?uid=2014034660&rl=0#cmtfrm,造型各异！#上海空中漫步可直达商圈的连廊建成开放#空中连廊系统是复合立体的慢行系统中的一类，市民可以通过空中连廊便捷地穿梭于各商场、地铁站之间。近年来，上海有以下这些空中连廊纷纷建成并开放，可以空中漫步的同时直达商圈，浦东陆家嘴二层步行连廊、莲花路连廊、徐家汇天桥连廊（一期）、新江湾城三门路空中连廊、上海北外滩空中连廊一期。 @021视频 021视频的微博视频,信息类,,,有,05月15日 14:20,,,2.0,0.995124,0.997806,2
121,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0H05j2eg?uid=2014034660&rl=0#cmtfrm,五月正是月季花的盛花期，位于世纪公园2号门音乐喷泉的外围，种满了各类品种的月季，形成一个大型“月季园”，有大花月季、丰花月季、藤本月季，红色、粉色、黄色，随处可见，各具特色，为春日的沁绿，增添了几抹色彩，在五月的阳光下褶褶发光。#月季花开# 魔都美好打卡地#,信息类,9.0,有,,05月15日 13:30,,,4.0,0.995752,0.998088,2
122,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0GDm71xP?uid=2014034660&rl=0#cmtfrm,#上海非遗美食#走进徐行蒸糕。徐行蒸糕呈圆形，是“合家团圆”最生动的比喻和象征。徐行蒸糕的制作方法充满江南水乡食文化的特征，经浸米、淘米、磨米、筛粉、拌糖水、搅粉、蒸糕等七大步骤而成蒸糕在嘉定已有数百年的悠久历史。每逢重要节日，民间都要蒸糕庆祝。春节蒸糕，寓意阖家团圆年年高，表示喜庆；重阳蒸糕，又称“撑腰糕”，是后辈呈献给长辈，祝愿长辈身强力壮，以示孝顺。是中国传统饮食文化中的“礼”、“孝”、“和”的美好体现。,信息类,2.0,有,,05月15日 12:34,,,4.0,0.998235,0.999206,2
123,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0Gblvyra?uid=2014034660&rl=0#cmtfrm,社交党、文艺青年和潮玩一族们请注意！上海虹桥南丰城 “摊”开玩#NANFUNG_AIR#开放式创意街区已经开启！即日起至5月28日，可以去这里解锁手作、DIY和新奇玩物，接收潮流新势力吧！@上海热门资讯 上海热门资讯的微博视频,参与类,,,有,05月15日 11:25,,3.0,0.0,0.955468,0.979961,2
124,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0FCQqsZ0?uid=2014034660&rl=0#cmtfrm,“一键智慧游上海”平台在高德地图上线！为助力上海建设成为国际文化大都市和世界著名旅游城市的目标，通过多种形式推广上海都市文化旅游形象，同时也为方便国内外游客、文化旅游从业者和商务人士等快速获得上海文旅资源的相关信息，上海市文化和旅游局在高德地图上线了“一键智慧游上海”平台，专门为用户提供上海市全链路和多维度的旅行服务。即日起，用户在高德地图首页搜索“上海”时，就可以看到该平台的功能入口。微信、支付宝、高德App扫描下方二维码即可查看“一键智慧游上海”👇,信息类,6.0,有,,05月15日 10:00,1.0,,1.0,0.998782,0.999452,2
125,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0FmC10Kv?uid=2014034660&rl=0#cmtfrm,#美育日课#鲁侯尊：通体光素，独一无二，承载了千年的家国礼义👇,信息类,,有,,05月15日 09:20,1.0,,1.0,0.99837,0.999266,2
126,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0F0hFdpq?uid=2014034660&rl=0#cmtfrm,#早安上海#不需要建议，不需要认同，你喜欢就值得～#早安#,信息类,,有,,05月15日 08:25,3.0,6.0,4.0,0.999925,0.999966,2
127,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0AGoji0C?uid=2014034660&rl=0#cmtfrm,#原来我记得这首歌是写给母亲的#带着比身体重的行李（胎盘），游入尼罗河底（羊水），经过几道闪电，看到一堆光圈（手术灯）……藏在歌曲《我记得》里的秘密，你听懂了吗？#我记得歌词解析版##母亲节# 人民日报的微博视频,信息类,,,有,05月14日 21:25,,1.0,1.0,0.997968,0.999086,2
128,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0zNB5igu?uid=2014034660&rl=0#cmtfrm,合庆郊野公园全新打造出一座“蕨类花园”，不同于缤纷绚烂的鲜花，来看看被称作“植物界的活化石”——蕨类，来看看它们又有着怎样的魅力！@浦东发布 上海发布的微博视频,信息类,,,有,05月14日 19:10,,4.0,2.0,0.994838,0.997677,2
129,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0z0T6f53?uid=2014034660&rl=0#cmtfrm,“欢迎来到上海”“欢迎来到江苏”……这座#可脚跨两地的元荡慢行桥#，你想去走走吗？@上海发布http//t.cn/A6N1Uu7o,参与类,,,,05月14日 17:10,,,0.0,0.248249,0.462412,1
130,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0yMGdmv7?uid=2014034660&rl=0#cmtfrm,【感恩母亲节，最美月季献母亲】#母亲节# 母亲，就像五月的月季充满着浓浓的爱。这个母亲节让我们用行动代替语言，带最美的母亲去滨江森林公园看月季吧~#母亲节你会回家陪妈妈吃饭吗#,信息类,6.0,有,,05月14日 16:35,,1.0,1.0,0.999697,0.999864,2
131,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0ysl9knt?uid=2014034660&rl=0#cmtfrm,#建筑可阅读#探秘千米岳阳路，来一场夏日建筑之旅。岳阳路很安静，沿街那些历经岁月的梧桐树下是为人们津津乐道的漂亮洋房和幽静的弄堂，粉墙红瓦影影绰绰中透露出了历史在此留下的文化积淀。岳阳路一直都为路经这里的人们留足了宽宽的步道，两边人行道上整齐排列着高大的法国梧桐，浓密的梧桐树叶，雨天挡雨、夏日遮阳，为树下的行人提供了一份难得的惬意：探秘千米岳阳路，来一场夏日建筑之旅｜建筑可阅读,信息类,6.0,有,,05月14日 15:44,2.0,1.0,3.0,0.999854,0.999934,2
132,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0yrojXtt?uid=2014034660&rl=0#cmtfrm,【上海市“5•18国际博物馆日”125家博物馆减免费开放】上海市“5•18国际博物馆日”如约而至，本次主题为“博物馆赋能美好生活”。为感恩广大市民游客，本次减免费开放活动共汇集沪上125家博物馆。其中，上海中国航海博物馆、上海汽车博物馆、上海玻璃博物馆、上海孙中山故居纪念馆、上海宋庆龄故居纪念馆、上海琉璃艺术博物馆、上海工艺美术博物馆等都将免费开放。上海自然博物馆（上海科技馆分馆）、上海电影博物、上海观复博物馆将半价优惠开放。👇上海市“5•18国际博物馆日”125家博物馆减免费开放,信息类,,有,,05月14日 15:42,1.0,,0.0,0.991158,0.996021,2
133,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0xzbl1OG?uid=2014034660&rl=0#cmtfrm,#上海一马路通车后直达整面蔷薇花墙#最近@魔都新鲜事-新闻晨报 发现，桂江路通车后，与北面的桂果路、南边的沪闵路相连接，大家终于不用再绕路啦。恰逢桂江路上的蔷薇花和月季开得正盛，正是打卡的好时候呢！不少阿姨忍不住拗起了造型拍拍拍，也成了这月季园中的一道风景线 魔都新鲜事-新闻晨报的微博视频,信息类,,,有,05月14日 13:29,,,2.0,0.991545,0.996195,2
134,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0x7b6SXb?uid=2014034660&rl=0#cmtfrm,#上海非遗美食#崇明民间习俗之一就是在过年（春节）时家家户户蒸糕，春节期间合家老小享用，亲友来往时，除酒菜招待外，必有崇明糕。崇明糕主要由精选的糯米和粳米按一定比例配和，并加糖以及枣子、蜜饯、核桃仁、松子、瓜子、红绿果脯丝、桂花、赤豆、猪油等辅料蒸煮而成。整个制作过程全凭蒸糕人的熟练技艺。时代更迭，崇明糕早已不是过年期间才能吃到的美味。在2006年长三角乡土小吃展示中，崇明糕被评为“特色风味小吃”。随着旅游事业的发展，崇明糕又成为一种游客喜爱的特色风味食品。,信息类,2.0,有,,05月14日 12:20,,,0.0,0.997811,0.999015,2
135,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0wIP7Urx?uid=2014034660&rl=0#cmtfrm,水族馆的小朋友们没有“手”，它们怎么挖“泥巴”呢~小鱼儿，小螃蟹，小海螺...生活在上海海洋水族馆中的水族小朋友们也喜欢“挖呀挖呀挖”~没有小“手手”的它们要怎么挖“泥巴”呢？一起来看看吧~（上海海洋水族馆） 上海海洋水族馆的微博视频,参与类,,,有,05月14日 11:20,,1.0,1.0,0.663688,0.15134,0
136,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0wcmb45I?uid=2014034660&rl=0#cmtfrm,世间万千的角色中，“母亲”是最有力量的名字，5月14日#母亲节# ，专属于妈妈们的节日，以下活动，请各位妈妈们收好👇这个周末，可以和妈妈一起去→,信息类,6.0,有,,05月14日 10:00,,3.0,3.0,0.999835,0.999926,2
137,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0vZn2ALt?uid=2014034660&rl=0#cmtfrm,#美育日课#插花小史：对花的真爱：品味关于花的安排的艺术👇,信息类,,有,,05月14日 09:28,,,1.0,0.987783,0.994502,2
138,乐游上海,https://weibo.cn/shanghaitourism?gid=10001,420,404万,https://weibo.cn/comment/N0vHUltR0?uid=2014034660&rl=0#cmtfrm,#早安上海#愿你体验过生活的甘甜苦楚，却能依然毫无保留的挥洒热爱。周末愉快！,信息类,,有,,05月14日 08:45,,3.0,0.0,0.999955,0.99998,2
