861574,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾底盘异响 防冻液变质暖风不热,"冷却系统故障,底盘异响,空调问题",2022-12-29,处理反馈
150145,昌河铃木,北斗星X5,2015款 1.4L 领航型 国V,昌河铃木北斗星X5发动机水温高 空调异响,"冷却系统故障,空调问题",2016-07-23,处理反馈
148949,长城汽车,长城C50,2012款 1.5T 精英型,长城C50空调漏水导致方向盘喇叭处掉漆,空调问题,2016-07-14,用户评分
148775,海马汽车,海马M6,2016款 1.6L 手动 运动智能型,郑州海马M6转向右偏 空调不向外排水,"跑偏,空调问题,车门把手故障",2016-07-13,处理反馈
148124,一汽-大众,宝来,2015款 1.6L 手动 时尚型 质惠版,一汽大众宝来开空调副驾驶地板上有水,"空调问题,人员技术",2016-07-09,厂家受理
146745,长安福特,福克斯,2015款 1.6L 自动 舒适型 三厢,长安福特福克斯雨刮器不出水 离合器抖动,"抖动,空调问题,门窗异响,雨刮器故障",2016-06-30,用户评分
146515,DS汽车,DS5,2013款 1.6T 雅致版THP200,长安标致雪铁龙DS5发动机又出水温高,"故障灯亮,冷却系统故障,空调问题",2016-06-28,信息审核
145074,上汽大众斯柯达,Yeti,2014款 1.8TSI DSG 野驱版,斯柯达Yeti车身副驾驶位漏水鼓风机不工作,"空调问题,车身漏水",2016-06-19,处理反馈
144289,东风日产,奇骏,2015款 2.0L CVT 舒适MAX版 2WD,东风日产奇骏空调显示屏幕有水印痕迹,"空调问题,服务态度",2016-06-13,处理反馈
140484,广汽乘用车,传祺GA6,2015款 1.8T 自动 豪华导航版,广汽传祺GA6发动机不易启动 尾箱漏水,"无法启动,空调问题,车身漏水,车身不平整",2016-05-16,处理反馈
138435,东风标致,标致3008,2013款 1.6T 自动 THP潮流版,东风标致3008发动机节温器故障水温不稳,"冷却系统故障,空调问题",2016-04-29,处理反馈
137760,长安马自达,阿特兹,2015款 2.5L 蓝天尊崇版,一汽马自达阿特兹空调冷却水箱泄露,"空调问题,车内异味",2016-04-25,信息审核
136442,上汽通用别克,君威,2015款 1.6T 领先技术型,别克君威开空调后车内副驾驶室漏水,空调问题,2016-04-16,厂家受理
135999,东风日产,奇骏,2012款 2.5L CVT XV 旗舰版,东风日产奇骏空调冷凝水驾驶座脚底积水,空调问题,2016-04-12,信息审核
134640,上汽大众,凌渡,2015款 280TSI 手动 舒适版,上汽大众凌渡空调异响水箱漏水曲轴油封漏油,"漏油,冷却系统故障,空调问题",2016-04-02,处理反馈
134488,上汽通用别克,君越,2013款 2.4L SIDI 自动 领先舒适型,别克君越车顶漏水 空调压缩机不制冷,"起皮,空调问题,车身漏水",2016-04-01,处理反馈
134239,奇瑞汽车,瑞虎3,2015款 1.6L 手动 智尚周年运动版,奇瑞瑞虎3车窗不切水 开空调时有异响,"空调问题,密封条损坏,门窗异响",2016-03-30,处理反馈
130987,海马汽车,海马S5,2015款 1.5T CVT 智尊型 5座,郑州海马S5发动机异响 后备箱积水,"异响,无法提速,空调问题,车身漏水,车内异响,天窗漏水",2016-03-10,用户评分
129469,上汽通用别克,君威,2015款 1.6T 领先技术型,别克君威空调出风口漏水导致副驾驶积水,空调问题,2016-03-02,厂家受理
128637,一汽奔腾,奔腾X80,2013款 2.0L 自动 豪华型,一汽奔腾x80车载电脑故障天窗漏水,"空调问题,仪表故障,雨刮器故障,天窗漏水",2016-02-26,处理反馈
127669,一汽丰田,卡罗拉,2014款 1.6L CVT GL,一汽丰田卡罗拉空调漏水车内有积水,空调问题,2016-02-20,处理反馈
126138,众泰汽车,众泰Z300,2013款 1.6L 自动 尊贵型,众泰Z300空调异响 右后大灯进水,"空调问题,车灯进水,服务态度,承诺不兑现",2016-02-02,处理反馈
115106,一汽通用,自由风,2010款 自由风II 利业版,一汽通用自由风客车噪音大空调漏水,"噪音大,空调问题",2015-11-03,信息审核
110949,东风日产,逍客,2015款 2.0L CVT 酷火 5座,东风日产逍客空调出风口漏风 两前大灯进水,"空调问题,车灯进水",2015-09-29,厂家受理
110126,长安福特,福睿斯,2015款 1.5L 自动 舒适型,长安福特福睿斯驾驶室内空调漏水,空调问题,2015-09-22,处理反馈
109306,北京现代,北京现代ix35,2012款 2.0L 自动 两驱 新锐版 GL,北京现代IX35后备箱漏水 空调不制冷,"空调问题,车身漏水,服务态度,人员技术",2015-09-15,处理反馈
109234,北京现代,瑞纳,2010款 1.4L 手动 舒适型GS 三厢,北京现代瑞纳空调漏水非常严重,空调问题,2015-09-14,用户评分
107768,奔驰（进口）,奔驰B级,2009款 2.0L CVT 200 时尚型,进口奔驰B200空调不制冷 驾驶室漏水,"空调问题,车身漏水",2015-09-01,处理反馈
107651,北京汽车,E系列,2013款 1.3L 手动 特惠版 三厢,北京汽车E系开空调正副驾驶位置漏水,空调问题,2015-08-30,处理反馈
107556,上汽大众斯柯达,速派,2013款 1.8TSI 自动 雅仕版,斯柯达速派空调管安装错误向车内排水,空调问题,2015-08-29,处理反馈
106861,东风雪铁龙,世嘉,2013款 1.6L 手动 品尚型 三厢,东风雪铁龙世嘉空调压缩机故障 雾灯进水,"空调问题,车灯进水",2015-08-23,用户评分
106067,长安马自达,阿特兹,2015款 2.0L 蓝天豪华版,一汽马自达阿特兹开空调副驾驶漏水,空调问题,2015-08-16,信息审核
105948,东风雪铁龙,世嘉,2013款 1.6L 自动 品享型 三厢,东风雪铁龙世嘉前挡风玻璃外侧有水珠凝结,空调问题,2015-08-14,处理反馈
105314,北京汽车,E系列,2013款 1.5L 自动 乐天版 三厢,北京汽车E系列空调蒸发箱漏水,空调问题,2015-08-08,处理反馈
105301,奇瑞汽车,瑞虎3,2014款 1.6L 手动 智尚版 5座,奇瑞瑞虎3空调异响玻璃切水条不切水,"空调问题,密封条损坏",2015-08-08,处理反馈
104805,奇瑞汽车,瑞虎3,2014款 1.6L CVT 智尚版 5座,奇瑞瑞虎3空调声音大切水条不切水,"空调问题,密封条损坏",2015-08-04,处理反馈
103712,上汽集团,荣威350,2013款 1.5L 自动 迅悦版 350C,上汽荣威350空调蒸发箱漏水,空调问题,2015-07-25,用户评分
102883,北汽银翔,幻速S3,2014款 1.5L 手动 舒适型,北汽幻速S3发动机进水空调无暖风,"空调问题,服务态度",2015-07-18,处理反馈
101237,广汽乘用车,传祺GA5,2011款 2.0 自动 精英版,广汽传祺GA5雨水倒灌使鼓风机损坏,空调问题,2015-07-03,处理反馈
101112,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城M4发动机舱漏水和空调压缩机异响,"空调问题,车身漏水",2015-07-02,处理反馈
101061,上汽大众,朗逸,2011款 1.6 手动 品雅版,上海大众朗逸车内进水空调不制冷,"空调问题,车身漏水",2015-07-01,处理反馈
100942,力帆汽车,力帆630,2014款 1.5L 手动 舒适A型,力帆630水箱漏水空调结冰维修多次未解决,"漏防冻液,空调问题",2015-06-30,信息审核
100233,一汽奔腾,奔腾B70,2014款 2.0L 自动 豪华型,一汽奔腾B70空调冷凝水倒流到车内,空调问题,2015-06-24,处理反馈
98495,路虎进口,揽胜运动版,2015款 3.0 V6 SC 锋尚创世版,路虎揽胜运动版空调失灵水箱漏水,"漏防冻液,空调问题,天窗异响,人员技术",2015-06-08,处理反馈
96010,奇瑞汽车,瑞虎3,2014款 1.6L 手动 智尚版 5座,奇瑞瑞虎3空调异响切水条不切水,"空调问题,密封条损坏",2015-05-17,处理反馈
95464,长安福特,蒙迪欧,2013款 1.5T 自动 GTDi180时尚型,长安福特蒙迪欧发动机舱进水空调制冷差,"空调问题,车身漏水",2015-05-12,处理反馈
88735,上汽通用雪佛兰,科鲁兹,2015款 1.5 SL 手动 经典版,雪佛兰科鲁兹空调直接排水致车辆底盘,"空调问题,排气管锈蚀",2015-03-25,信息审核
85388,长安福特,蒙迪欧,2013款 2.0T 自动 GTDi200时尚型,长安福特蒙迪欧发动机舱漏水空调噪音大,"空调问题,车身漏水,服务态度",2015-03-06,处理反馈
82620,上汽大众斯柯达,昊锐,2012款 1.8TSI 自动 贵雅版,斯柯达昊锐空调异味水泵漏冷却液,"漏防冻液,空调问题",2015-02-06,处理反馈
79102,一汽-大众,宝来,2014款 1.6L 手动 舒适型,一汽大众宝来车载空调漏水,空调问题,2015-01-10,信息审核
76402,东风日产,骐达TIIDA,2014款 1.6L CVT 舒适型,东风日产骐达水温上不来暖风不热,空调问题,2014-12-16,用户评分
73915,上汽大众,朗逸,2013款 1.6L  自动 舒适版,上海大众朗逸空调漏水流到副驾驶,"空调问题,车身漏水",2014-11-22,处理反馈
71664,上汽集团,荣威350,2013款 1.5L 手动 迅驰版  350S,上汽荣威350刹车抖动蒸发箱漏水,"抖动,空调问题,配件争议",2014-10-29,处理反馈
67927,一汽奔腾,奔腾B50,2013款 1.6L 手动 豪华型,一汽奔腾B50空调异响大灯进水,"空调问题,车灯不亮",2014-09-21,处理反馈
66689,上汽大众斯柯达,昊锐,2009款 1.8TSI 自动 智雅版,斯柯达昊锐正时链条隐患水泵漏水,"正时链条及齿轮故障,空调问题",2014-09-08,处理反馈
66158,东风日产,奇骏,2014款 2.5L XL CVT 四驱 豪华版,东风日产奇骏变速箱漏油空调冷凝器漏水,"漏油,空调问题",2014-09-01,处理反馈
64467,长安汽车,逸动,2012款 1.6 自动 豪华型,长安逸动空调漏水和车门横梁腐蚀,"空调问题,车身生锈",2014-08-18,用户评分
64352,上汽通用别克,英朗,2010款 1.8 自动 时尚型 GT,别克英朗GT水泵及压缩机质量问题,"空调问题,水泵故障",2014-08-17,厂家受理
64115,一汽-大众,速腾,2014款 1.6L 自动 舒适型,一汽大众速腾驾驶室漏水空调漏氟,"空调问题,车身漏水",2014-08-14,处理反馈
62288,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲享型,东风雪铁龙C4L发动机舱异响漏水空调问题,"异响,空调问题,车身漏水,服务态度,人员技术",2014-07-28,用户评分
62210,广汽乘用车,传祺GA5,2013款 1.8T 自动 五周年纪念版,广汽传祺GA5下雨漏水雨刮不工作等问题,"空调问题,车身漏水,雨刮器故障,销售欺诈",2014-07-28,处理反馈
61807,一汽-大众,捷达,2013款 1.6L 自动 舒适型,一汽大众捷达发动机舱漏水空调异响,"空调问题,车身漏水",2014-07-23,信息审核
61613,一汽奔腾,奔腾B50,2013款 1.6L 手动 豪华型,一汽奔腾B50空调异响大灯进水导航延迟,"空调问题,导航问题,车灯进水,人员技术,承诺不兑现",2014-07-21,用户评分
61322,上汽通用五菱,五菱荣光,2014款 1.2L S 标准型,上汽通用五菱荣光空调异响玻璃漏水,"空调问题,车身漏水",2014-07-17,用户评分
60997,长城汽车,长城M4,2014款 1.5L 手动 两驱豪华型 5座,长城M4空调异响切水条不切水,"空调问题,密封条损坏",2014-07-14,处理反馈
60636,东风雪铁龙,雪铁龙C4L,2013款 1.8L 自动 劲享版,东风雪铁龙C4L开空调异响电瓶上方有水,"空调问题,车身漏水",2014-07-09,用户评分
60621,长安马自达,阿特兹,2014款 2.0L 蓝天豪华版,一汽马自达6阿特兹压缩机损坏天窗渗水,"空调问题,天窗漏水",2014-07-09,处理反馈
59800,东风雪铁龙,雪铁龙C4L,2013款 1.8L 自动 劲智版,东风雪铁龙C4L发动机异响震动漏水空调噪音,"异响,空调问题,车身漏水",2014-06-30,用户评分
59750,一汽-大众,捷达,2013款 1.6L 自动 舒适型,一汽大众捷达发动机舱漏水空调声音大,"空调问题,车身漏水",2014-06-29,信息审核
59562,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城M4压缩机有电锯声发动机舱漏水,"空调问题,车身漏水",2014-06-27,处理反馈
58870,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城M4轮胎漏气空调不制冷切水条不切水,"胎压偏低,空调问题,密封条损坏",2014-06-20,处理反馈
57914,一汽-大众,捷达,2013款 1.6L 自动 舒适型,一汽大众捷达发动机舱漏水空调声音大,"空调问题,车身漏水",2014-06-11,用户评分
57662,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响怠速抖动雨刮不切水,"抖动,空调问题,雨刮器故障",2014-06-09,用户评分
56078,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4压缩机频繁启停车窗切水条不切水,"空调问题,密封条损坏",2014-05-21,用户评分
49091,长城汽车,长城C30,2012款 1.5 CVT 精英型,长城C30空调不制冷和发动机水温亮红灯,"冷却系统故障,空调问题",2014-02-19,处理反馈
44475,奇瑞汽车,瑞虎,2010款 1.6S 手动 舒适型,奇瑞瑞虎风扇异响水温表异常不出热风离合器硬,"沉重,空调问题",2013-12-17,处理反馈
39965,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4不切水空调异响频繁启停,"密封条损坏,空调问题",2013-10-18,处理反馈
39067,上汽大众斯柯达,昕锐,2013款 1.6L 手动 智选型,斯柯达昕锐雨刷漏水及空调不制冷,"空调问题,雨刮器故障",2013-10-04,处理反馈
37196,长城汽车,长城C30,2013款 1.5L 手动 豪华型,长城C30空调异响切水条不切水玻璃密封条开胶,"空调问题,服务态度,人员技术",2013-08-27,处理反馈
37112,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4切水条不切水,空调问题,2013-08-26,处理反馈
36940,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城M4压缩机异响及切水条不好用,空调问题,2013-08-23,处理反馈
36373,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响以及4玻璃密封条不切水,"密封条损坏,空调问题",2013-08-13,处理反馈
36219,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4切水条不切水空调异响频繁启停,"无发动机防盗,空调问题",2013-08-11,用户评分
35723,长城汽车,长城C30,2012款 1.5 CVT 舒适型,长城C30电子扇声音及车窗切水条问题,"密封条损坏,空调问题",2013-08-02,处理反馈
34804,长安福特,福克斯,2012款 1.8 手动 经典基本型 两厢,长安福特福克斯压缩机皮带和水泵皮带断裂,空调问题,2013-07-15,处理反馈
34727,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4切水条空调噪音大,"密封条损坏,空调问题",2013-07-13,用户评分
34614,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调压缩机电锯声切水条不起作用,"密封条损坏,空调问题",2013-07-11,处理反馈
34602,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4切水条和压缩机问题,"密封条损坏,空调问题",2013-07-11,用户评分
34277,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调和切水条问题,"密封条损坏,空调问题",2013-07-05,处理反馈
34182,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调及切水条问题,空调问题,2013-07-03,信息审核
34057,东风雪铁龙,世嘉,2013款 1.6L 自动 品尚型 三厢,东风雪铁龙世嘉天窗滴水问题后续,空调问题,2013-07-01,信息审核
33968,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调异响切水条不切水,"密封条损坏,空调问题",2013-06-30,处理反馈
33796,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响切水条不挂水,"异响,密封条损坏,空调问题",2013-06-26,处理反馈
33791,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调压缩机异响切水条不切水,"密封条损坏,空调问题",2013-06-26,处理反馈
33768,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调压缩机异响切水条不切水,"密封条损坏,空调问题",2013-06-25,处理反馈
33748,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调压缩机异响切水条,"密封条损坏,空调问题",2013-06-25,用户评分
33698,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调压缩机故障切水条不切水,"密封条损坏,空调问题",2013-06-24,用户评分
33659,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调及转向以及切水条问题,"密封条损坏,空调问题",2013-06-24,用户评分
33647,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调压缩机异响四门切水条不切水,"密封条损坏,空调问题",2013-06-23,用户评分
33644,长城汽车,长城M4,2013款 1.5 手动 春节限量版,长城哈弗M4空调异响车门异响切水条不切水,"密封条损坏,空调问题",2013-06-23,处理反馈
33535,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4车窗切水条不切水压缩机故障,"密封条损坏,空调问题",2013-06-21,处理反馈
33520,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4切水条不切水压缩机异响,"异响,密封条损坏,空调问题",2013-06-21,处理反馈
33460,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4切水条不切水,"密封条损坏,空调问题,销售欺诈",2013-06-20,处理反馈
33458,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4切水条不切水雨天影响驾驶安全,"密封条损坏,空调问题,服务态度",2013-06-20,用户评分
33456,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调和切水条问题,"密封条损坏,空调问题",2013-06-20,用户评分
33449,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响刮水条不刮水,"密封条损坏,空调问题",2013-06-20,处理反馈
33396,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调异响动力下降厉害切水条不切水,"密封条损坏,空调问题",2013-06-19,处理反馈
33371,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调以及切水条问题,空调问题,2013-06-19,处理反馈
33341,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响及切水条等问题,空调问题,2013-06-18,用户评分
33313,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响不切水冷车刹车异响,"密封条损坏,空调问题",2013-06-18,处理反馈
33269,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调异响切水条不切水,"密封条损坏,空调问题",2013-06-17,用户评分
33140,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4空调问题及车窗切水条不切水,"空调问题,密封条损坏",2013-06-16,处理反馈
33076,长城汽车,长城M4,2012款 1.5 手动 两驱 豪华型,长城哈弗M4开空调动力起不来切水条问题,"密封条损坏,空调问题",2013-06-14,处理反馈
33033,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调异响致动力大副下降切水条不切水,"密封条损坏,空调问题",2013-06-14,处理反馈
33002,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4空调异响车窗切水条空隙大,"密封条损坏,空调问题",2013-06-13,处理反馈
32873,长城汽车,长城M4,2012款 1.5 手动 两驱 舒适型,长城哈弗M4开空调异响切水条不切水,"密封条损坏,空调问题",2013-06-11,用户评分
32075,东风标致,标致308,2012款 2.0 手动 风尚型,东风标致308减震差天窗漏水空调无用,"减震器过硬,空调问题",2013-05-28,处理反馈
31353,东风雪铁龙,世嘉,2010款 1.6 手动 尚乐版 三厢,东风雪铁龙世嘉空调制冷差前档开胶下沉进水,空调问题,2013-05-17,用户评分
19465,吉利汽车,海景,2010款 1.8L 手动 标准型,英伦SC7行驶中发动机水温过高,空调问题,2012-11-05,处理反馈
18091,东风雪铁龙,世嘉,2011款 1.6 手动 时尚型 三厢,东风雪铁龙世嘉空调不制冷发动机舱漏水,"空调问题,车身漏水",2012-09-13,信息审核
17206,奇瑞汽车,瑞虎,2010款 1.6S 手动 豪华型,奇瑞瑞虎空调和循环水系统噪音问题,空调问题,2012-08-13,厂家受理
17195,东风雪铁龙,世嘉,2011款 1.6 自动 时尚型 三厢,东风雪铁龙世嘉发动机舱进水异响空调制冷差,空调问题,2012-08-13,厂家受理
16975,东风雪铁龙,世嘉,2009款 2.0 自动 时尚型 三厢,东风雪铁龙世嘉空调制冷效果差发动机仓漏水,空调问题,2012-08-08,厂家受理
16896,东风雪铁龙,世嘉,2011款 2.0 自动 锐尚型 三厢,东风雪铁龙世嘉空调质量差前挡开胶发动机舱进水,"空调问题,密封条损坏",2012-08-06,厂家受理
16756,东风雪铁龙,世嘉,2010款 1.6 自动 尚乐版,东风雪铁龙世嘉空调制冷差发动机舱进水严重,"空调问题,车身漏水",2012-08-04,厂家受理
16649,东风雪铁龙,世嘉,2011款 1.6 手动 时尚型 三厢,东风雪铁龙世嘉车门进水空调制冷效果差,"空调问题,车身漏水",2012-08-03,厂家受理
16454,东风雪铁龙,世嘉,2010款 1.6 手动 尚乐版 三厢,东风雪铁龙世嘉发动机舱进水空调制冷效果差,"空调问题,车身漏水",2012-08-01,厂家受理
15476,上汽通用雪佛兰,科鲁兹,2011款 1.6 SE 自动,雪佛兰科鲁兹空调出风口缺陷导致前挡外起雾水,空调问题,2012-07-04,厂家受理
14587,上汽集团,名爵3,2011款 1.5 手动 精英版,上汽MG3空调出水口设计缺陷问题,空调问题,2012-06-14,厂家受理
14288,别克（进口）,昂科雷,2010款 3.6 精英版,别克昂科雷车顶严重漏水导致空调音响失灵,空调问题,2012-06-05,厂家受理
6472,东南汽车,大捷龙,2007款 3.3L 限量版,克莱斯勒大捷龙空调排水管漏水,空调问题,2011-09-01,信息审核
5991,东南汽车,大捷龙,2007款 3.3L 限量版,克莱斯勒大捷龙空调漏水,空调问题,2011-08-03,信息审核
5483,悦达起亚,福瑞迪,2009款 1.6 自动 Premium 福瑞迪Forte,东风悦达起亚福瑞迪水箱漏水,空调问题,2011-07-08,信息审核
4733,东风标致,标致408,2010款 2.0 自动 舒适版,标致408水泵异响空调制冷差,"空调问题,水泵故障",2011-06-16,信息审核
4514,东风标致,标致408,2010款 1.6 手动 舒适版,标致408空调差水泵和车门异响,"异响,空调问题",2011-06-11,信息审核
3721,长安福特,嘉年华,2005款 1.6 手动 舒适型,长安福特嘉年华暖水阀有缺陷,空调问题,2011-05-10,信息审核
3190,长城汽车,长城C30,2010款 1.5 手动 舒适型,长城腾翼C30水温高空调制冷效果差,"冷却系统故障,空调问题",2011-03-30,信息审核
1364,上汽大众斯柯达,明锐,2007款 1.8TSI 自动 逸仕版,斯柯达明锐水泵、空调压缩机质量差,空调问题,2010-09-30,信息审核
947025,广汽丰田,凯美瑞,2008款 200E 2.0 自动 精英真皮版,广汽丰田凯美瑞蒸发器漏雪种无法制冷,空调问题,2023-06-29,用户评分
940451,广汽丰田,凯美瑞,2008款 200E 2.0 自动 精英真皮版,广汽丰田凯美瑞蒸发器漏雪种无法制冷,空调问题,2023-06-19,用户评分
939140,上汽通用雪佛兰,科沃兹,2019款 325T 双离合 欣悦版,雪佛兰科沃兹空调制冷效果差存在质量问题,空调问题,2023-06-16,处理反馈
926128,上汽通用雪佛兰,科鲁泽,2020款 轻混 Redline 320T 双离合 欢快版,雪佛兰科鲁泽空调不制冷希望解决,空调问题,2023-05-24,处理反馈
914202,上汽通用雪佛兰,迈锐宝XL,2021款 535T 自动 锐联版,雪佛兰迈锐宝XL空调不制冷要求厂家解决,空调问题,2023-05-03,处理反馈
911509,东风雪铁龙,世嘉,2009款 2.0 手动 豪华型 天窗版,东风雪铁龙世嘉空调左右出风口温度不一样,空调问题,2023-04-26,处理反馈
906932,上汽通用雪佛兰,科鲁兹,2013款 1.6L SE 手动,雪佛兰科鲁兹空调压缩机抱死产生大量浓烟,空调问题,2023-04-18,用户评分
896890,上汽通用雪佛兰,探界者,2022款 535T 驰界版,雪佛兰探界者车辆开启空调口异响,空调问题,2023-03-28,用户评分
894263,上汽通用雪佛兰,科鲁兹,2011款 1.8 SE 自动,雪佛兰科鲁兹空调面板失灵存在安全隐患,空调问题,2023-03-22,处理反馈
873512,东风日产,奇骏,2017款 2.0L CVT 舒适版 5座 2WD,东风日产奇骏蒸发器漏雪种无法制冷,空调问题,2023-02-04,处理反馈
858981,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,东风雪铁龙C4L发动机抖动 方向盘晃动,"抖动,抖动,空调问题",2022-12-21,用户评分
855673,东风雪铁龙,雪铁龙C5,2011款 2.0 自动 舒适型,东风雪铁龙C5车内顶棚脱落 空调故障,"空调问题,车身装饰脱落",2022-12-12,处理反馈
855245,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,东风雪铁龙C4L发动机抖动空调故障方向盘晃动,"抖动,故障灯亮,方向盘自由间隙过大,空调问题",2022-12-12,用户评分
850604,上汽通用雪佛兰,迈锐宝XL,2017款 1.5T 自动 锐驰版,雪佛兰迈锐宝XL温度传感器故障不出热风,空调问题,2022-12-02,处理反馈
836674,上汽通用雪佛兰,科沃兹,2018款 320 自动 欣享天窗版,雪佛兰科沃兹空调压缩机异响严重,空调问题,2022-10-30,用户评分
833514,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 智驱版 劲智型,东风雪铁龙C4L烧机油严重 空调蒸发箱漏冷媒,"烧机油,空调问题",2022-10-24,用户评分
824798,东风日产,轩逸,2016款 1.6XL CVT 尊享版,东风日产轩逸空调蒸发箱漏雪种,空调问题,2022-10-06,处理反馈
812895,上汽通用雪佛兰,科鲁泽,2022款 320 自动 悦享天窗版,雪佛兰科鲁泽开启空调时有摩擦异响,空调问题,2022-09-13,处理反馈
806064,上汽通用雪佛兰,创酷,2018款 330T 自动 两驱 精英型,雪佛兰创酷冷凝器破损空调制冷效果不佳,空调问题,2022-09-02,处理反馈
804100,东风雪铁龙,雪铁龙C4L,2014款 1.8L 自动 智驱版 劲享型,东风雪铁龙C4L发动机故障灯亮 空调不制冷,"故障灯亮,空调问题",2022-08-30,用户评分
798912,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,东风雪铁龙C4L烧机油 高压油泵与节温器故障,"烧机油,冷却系统故障,空调问题,汽油泵故障",2022-08-23,用户评分
793079,上汽通用雪佛兰,科鲁兹,2015款 1.5L 自动 时尚版,雪佛兰科鲁兹空调按键失效 制冷效果差,空调问题,2022-08-15,处理反馈
779255,上汽通用雪佛兰,科鲁兹,2015款 1.5 SE 自动 经典版,雪佛兰科鲁兹压缩机故障导致空调不制冷,空调问题,2022-07-26,处理反馈
765438,上汽通用雪佛兰,创酷,2019款 Redline 335T CVT 潮版 国VI,雪佛兰创酷油底壳漏油 空调不制冷 半轴渗油,"漏油,半轴渗油,空调问题",2022-07-01,用户评分
764338,东风雪铁龙,凯旋,2006款 2.0L 手动 尊贵型,东风雪铁龙凯旋空调温度不一致 召回未通知,"空调问题,活动不通知",2022-06-29,处理反馈
757398,东风雪铁龙,雪铁龙C5,2017款 350THP 豪华型,东风雪铁龙C5节温器故障空调制冷效果差,"冷却系统故障,空调问题",2022-06-15,处理反馈
757000,上汽通用雪佛兰,探界者,2022款 535T 驰界版,雪佛兰探界者打开空调存在异响的情况,空调问题,2022-06-15,处理反馈
756800,上汽通用雪佛兰,科鲁兹,2015款 1.5 SE 自动 经典版,雪佛兰科鲁兹压缩机故障导致空调不制冷,"车身生锈,空调问题",2022-06-14,用户评分
755238,上汽通用雪佛兰,科鲁泽,2022款 320 自动 悦享天窗版,雪佛兰科鲁泽座椅和开空调异响明显,"空调问题,座椅故障",2022-06-11,用户评分
753197,北京现代,昂希诺纯电动,2020款 GLS智捷版,现代昂希诺纯电动蒸发器漏雪种空调不制冷,空调问题,2022-06-08,处理反馈
741478,上汽通用雪佛兰,沃兰多,2019款 Redline 530T 自动 纵享版（5+2款） 国VI,雪佛兰沃兰多空调异响4S店不解决问题,空调问题,2022-05-16,用户评分
