id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4816958970665538,M77bb2N8u,3309826382,健康成都官微,#疫情防控#【方便！成都核酸检测点位已增至4300余个使用“高德地图”即可获悉地址、检测时间段并导航前往】为了满足全市范围内开展常态化核酸检测后市民的检测需求，高德地图目前完成了与成都市疫情防控平台的数据对接，疫情期间将动态实时更新增设的核酸检测点位。市民朋友通过高德地图“核酸检测查询服务”，可以便捷查询、导航全市4300余个核酸检测点位。请市民朋友主动按要求进行常态化核酸检测，共同维护我市疫情防控成果！,,,,疫情防控,3,19,32,2022-09-23 20:26,HUAWEI P30,"['https://wx1.sinaimg.cn/large/c547f14egy1h6gt7gdv5fj20dw08pwek.jpg', 'https://wx3.sinaimg.cn/large/c547f14egy1h6gt7iee62j20mlcn314s.jpg']",,
4816965492807472,M77lHbMlO,6133905875,DR小姐姐Yuqi,国庆节快到了，大街小巷都挂上了五星红旗🇨🇳，和白色的核酸亭子还挺配的。#上海##上海疫情#,,,,"上海,上海疫情",14,7,166,2022-09-23 20:52,iPhone 13 Pro,['https://wx4.sinaimg.cn/large/006H7f7Jly1h6gtxu6mtqj313u0okdos.jpg'],,
4816979582780040,M77IqbFdm,2023461197,周少说,同事女儿2019年从清华大学毕业以后，去了美国的一所大学读研，20年因为疫情原因不能前往美国继续深造。无奈之下，在老家一所民办高中签了一年合约，年薪40万，但因为孩子个性使然，兼职了9个月，被迫辞职，学校只发了10万薪水。孩子丢失工作很沮丧，在工作与考研之间摇摆不定，最终还是考上了一所211大学的研究生。同事觉得特别没面子，每次有不知底细的问情况，简直太为难他了。看完之后，不得不说这确实非常尴尬，清华大学毕业，有着无数的光环，竟然沦落到这个地步，确实让人没想到。但从孩子的种种事迹来看，内心虽然志存高远，但还是因为个性使然让自己吃了不少社会的苦，长远来看，对于孩子来说是好事情，让其放下清华大学的光环，回归现实，以后的路还得一步一步踏踏实实的走。作为父母，也要接受孩子的平凡，事已至此，也无需给孩子太大的压力，让孩子研究生期间好好学习，将来不管是读博还是找工作，都有所收获。,,,,,15,77,618,2022-09-23 21:48,iPhone XR,['https://wx2.sinaimg.cn/large/789b914dgy1h6gvkocq1uj20n010s7j3.jpg'],,
4816970934129174,M77uthkbA,2708476577,港真DE,行政长官李家超强调，放宽入境检疫与国家的防疫目标一致：精准抗疫。与世界接轨及与内地通关并无抵触，均在积极争取，两者对香港整体均甚为重要，相信达成”逆隔离“的可能性存在。#隔离日记##疫情防控#,,,,"隔离日记,疫情防控",8,119,457,2022-09-23 21:13,中国超话,['https://wx2.sinaimg.cn/large/a17012a1gy1h6gukf4orfj20hj0g8gmn.jpg'],,
4816632067130552,M6YFUtUYU,6059492811,拆台CT,#云南镇雄县集中隔离场所开始实行收费管理#今天晚上，云南镇雄跟重庆长寿纷纷宣布，集中隔离收费。镇雄这边没看到有减免，长寿这边规定了六类减免对象，分别是有本地户籍、在本地缴纳社保、已购房或有居住证、医生与学生等等。不知道该评价什么。只能说地方财政可能也坚持不下去了。希望疫情早点结束。#重庆长寿区集中隔离场所实行收费管理#,,,,"云南镇雄县集中隔离场所开始实行收费管理,重庆长寿区集中隔离场所实行收费管理",35,137,2077,2022-09-22 22:47,拆台送的HarmonyOS设备,"['https://wx3.sinaimg.cn/large/006C50T1gy1h6frkmlw54j30u00x977c.jpg', 'https://wx1.sinaimg.cn/large/006C50T1gy1h6frkn3llzj30u029lafj.jpg']",,
4816624933407986,M6Yupeizw,5872395436,楽色桶,找我这边以前的朋友吃饭，全是疫情三年都没回过国的那种，每次问想吃啥，他们都纷纷：海底捞？我真的怒火攻心：请你尊重一下我的来历,,,,,1,56,780,2022-09-22 22:18,iPhone 12 Pro,,,
4816600048077198,M6XQgxTfo,1743951792,美国驻华大使馆,发布了头条文章：《艺术疗法帮助改善疫情期间心理健康》在新冠疫情期间，很多人因为生活和工作的改变，心理健康受到很大的影响，出现了抑郁和焦虑，心理健康专业人士可能会采用艺术疗法（ArtTherapy）作为一种治疗方案。什么是艺术疗法？根据美国艺术疗法师协会的定义是：“一种以艺术媒体为主要表达和交流方式的心理治疗形式，通过艺术创作和应用心理学理论，达到丰富个人生活体验，改善与家庭和环境的心理健康关系”。O网页链接O艺术疗法帮助改善疫情期间心理健康,http://t.cn/A6SeNcPv,,,,40,260,961,2022-09-22 20:40,微博 weibo.com,,,
4816625141810077,M6YuK7ASN,2877250764,軒王氣宇,⚡️日本首相岸田文雄正式宣布，从10月11日起全面放松边境管控，恢复至接近疫情前的水平。日本将开放接收自由行游客，允许个人游客免签证短期停留，并取消每日的入境人数上限。,,,,,26,29,912,2022-09-22 22:19,,,,
4816603193279997,M6XVldLhb,1891366595,宋清辉,#云南镇雄县集中隔离场所开始实行收费管理#每人每天100-150元！拒不支付费用等情况，将交由公安追责。据微镇雄微信公众号，收费标准方面，阳光留观点、县二院留观点、五德养老院留观点、赤水源集中隔离点，按每人每天100元的标准，收取隔离期间生活服务费用；斯威特宾馆、安曼宾馆等城区集中隔离场所，按每人每天150元的标准，收取隔离期间生活服务费用；其余各乡镇集中隔离场所，按每人每天不超过150元的标准，收取隔离期间生活服务费用。#宋清辉看肺炎疫情#,,,,"云南镇雄县集中隔离场所开始实行收费管理,宋清辉看肺炎疫情",11,25,237,2022-09-22 20:52,清辉夜读超话,['https://wx2.sinaimg.cn/large/70bbf6c3gy1h6focimx89j20yi0py768.jpg'],,
4816606436000664,M6Y0zpb2U,2288486705,奏耐天津,【调降相关风险区，东丽最新通告】今天，东丽区融媒体中心发布东丽区关于调整部分风险区管控措施的通告：　　根据疫情防控形势，依据相关法律法规和疫情防控有关规定，经专家组综合研判，现将调整部分风险区管控措施相关事宜通告如下：　　一、自9月22日20时起，将万新街舒畅园小区2号楼调降为中风险区，将万新街舒畅园小区1、3、8、9号楼调降为低风险区。　　二、自9月23日10时起，将华明街惠泽嘉园16号楼调降为中风险区，将华明街惠泽嘉园17号楼调降为低风险区。　　三、中风险区内，实行“足不出区、错峰取物”等管控措施。居民原则上居家，在严格落实个人防护的前提下，每天每户可安排1人，按照“分时有序、分区限流”方式，至指定区域无接触式领取网购物品。居民按照统一安排，有序下楼到指定地点进行核酸检测。　　四、低风险区内，实行“个人防护、避免聚集”等防范措施。强化社会面管控，区域内各类人员按照要求开展核酸检测，期间尽量减少外出、不聚集、不扎堆，必要外出时做好个人防护。低风险区内人员非必要不离开低风险区，确需跨区流动需持48小时核酸阴性证明。　　五、请广大居民继续绷紧疫情防控之弦，树牢风险防范意识，履行个人防疫责任，强化个人防护措施，保持良好卫生习惯和健康生活方式，坚持戴口罩、勤洗手、常通风、少聚集。　　六、广大居民要严格遵照《中华人民共和国传染病防治法》，履行公民法定义务，服从社区工作人员统一安排，全力配合做好风险人员协查管控工作，依法接受有关传染病的调查、样本采集、检测、隔离治疗等预防控制措施，如实提供有关情况，如出现发热、咳嗽、味（嗅）觉减退等症状第一时间向社区报告，按照疫情防控有关规定到指定医院发热门诊就诊，严禁瞒报、漏报、迟报，对拒不执行疫情防控相关措施的，将依法从严追究法律责任。　　七、请广大居民密切关注官方权威发布信息，不恐慌、不信谣、不传谣、不造谣，一切以官方通报为准。　　感谢您对东丽区疫情防控工作的理解支持和大力配合！东丽区疫情防控指挥部2022年9月22日,,,,,2,120,245,2022-09-22 21:05,,['https://wx1.sinaimg.cn/large/88678931ly1h6fopw9wx7j208g06b0sq.jpg'],,
4816632779907080,M6YH3FzhC,1415358895,今纶,批评过度防疫的石家庄市长马宇骏在网络上收获了一万个赞，这是事实，是民声，是民意，是来自老百姓、网民的褒奖。在疫情中，关照老百姓的生活，严格按防疫要求办，对于敢于过度防疫，不顾老百姓生活的工作人员予以批评的马宇骏就是正能量的代表。一方面做好精确防控，一方面搞好经济建设的“超马组合”就是正能量的代表。反映客观真实的情况才是正能量。L今纶的微博视频,,,,,59,7,163,2022-09-22 22:50,微博视频号,,"http://f.video.weibocdn.com/u0/d567SpYYgx07Zq6hxAZ2010412025PrA0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241294&ssig=WTtsWkVJ5P&KID=unistore,video",
4816597044434460,M6XLqiBBy,1988438334,重庆发布,#你关切我回应#【#7天1检弹窗规则有重要调整#】近日，重庆市新型冠状病毒肺炎疫情防控工作领导小组关于开展中心城区常态化核酸检测的通告发布后，很多网友给小布留言，到底在第七天结束后立即弹窗合理，还是在第七天之后过一定时间再弹窗更合理？这个一定时间到底好长才合适？以便让大家有时间去做第二次核酸检测，但也不能拖太久。相关方面了解到这个建议，在进行认真研判后，对常态化核酸检测的弹窗规则作出了最新调整！现在，小布讲给大家听↓↓↓,,,,"你关切我回应,7天1检弹窗规则有重要调整",29,304,1133,2022-09-22 20:28,微博 weibo.com,"['https://wx2.sinaimg.cn/large/002azhE2ly1h6fnezyjtij60k01fd79e02.jpg', 'https://wx1.sinaimg.cn/large/002azhE2ly1h6fnezvxj7j60u00iwgmf02.jpg']",,
4816601558031131,M6XSHxHgn,1876138275,北京人应该知道的北京事,#云南镇雄县集中隔离场所开始实行收费管理#微镇雄客户端9月22日消息，云南镇雄县新冠肺炎疫情防控指挥部消息，从2022年9月21日零时起，镇雄决定对所有新入住集中隔离场所人员实行收费管理。收费标准方面，阳光留观点、县二院留观点、五德养老院留观点、赤水源集中隔离点，按每人每天100元的标准，收取隔离期间生活服务费用；斯威特宾馆、安曼宾馆等城区集中隔离场所，按每人每天150元的标准，收取隔离期间生活服务费用；其余各乡镇集中隔离场所，按每人每天不超过150元的标准，收取隔离期间生活服务费用。,,,,云南镇雄县集中隔离场所开始实行收费管理,11,31,232,2022-09-22 20:46,,['https://wx1.sinaimg.cn/large/6fd39923ly1h6fo5rl0g2j20u019jwif.jpg'],,
4816242252185676,M6Oxb9aAQ,5654881915,毛毛ammo,#武汉疫情防控#原来我们武汉的大学生已经被判为境外势力了家人们，这就是我们不配过国庆节的原因吧，希望国家能正面回答@央视新闻,,,央视新闻,武汉疫情防控,1,25,189,2022-09-21 20:58,iPhone客户端,['https://wx1.sinaimg.cn/large/006aHj6Pgy1h6eiv0bdc5j30iq0g2aaw.jpg'],,
4816272866938996,M6Pkyt79i,1413320982,catherine蹦蹦,#武汉疫情#武汉阳逻沦陷接上级指挥部通知，武汉工程职业技术学院发现两例新冠阳性病例，从电厂到武生院沿线（青松村、桥头村、界埠村、山河村等）相关区域实行封闭管理，阳逻初中小学幼儿园将实行网上教学，形势异常严峻,,,,武汉疫情,1,94,224,2022-09-21 22:59,HUAWEI Mate 20 Pro,['https://wx2.sinaimg.cn/large/543d9116gy1h6emebnzruj21b10vy4ac.jpg'],,
4816264847689715,M6P7CwgrF,5856827303,小珈Sun,#武汉疫情防控#说真的别来武汉上大学了真的别来我今年到现在上学期间完全没有出去过我同学们天天晚上翻出去玩学校里面的居民区的人可以天天出去就我们学生不能出去真的好想家中秋节国庆节完全没有假星期六星期日也正常上课别来武汉上学,,,,武汉疫情防控,2,12,154,2022-09-21 22:28,,,,
4816260741467407,M6P1069JR,3639934714,那你说什么是真的,#大庆疫情防控#让我看看大庆解封和收复台湾哪个更快嗷,,,,大庆疫情防控,0,4,83,2022-09-21 22:11,什么是真的iPhone 11,,,
4816254894081798,M6ORzh7Rs,3148699507,是那个nainai,之前不是说会邀请几位姐妹吗，但是很多地方疫情不稳定，所以我想着就算了，我直接到时候送伴手礼和喜糖好啦，我多送点我已经准备了一些了，嘿嘿，我觉得很好看了！等我结婚那天会送，送给喜欢我的女孩子非常荣幸与大家一起冲浪的，我也一直是那个我，开心你们一直都在。,,,,,4,966,849,2022-09-21 21:48,iPhone 13,"['https://wx4.sinaimg.cn/large/bbad5773gy1h6ek908rcdj22c0340npf.jpg', 'https://wx1.sinaimg.cn/large/bbad5773gy1h6ek92hx3gj22c0340x6r.jpg', 'https://wx2.sinaimg.cn/large/bbad5773gy1h6ek8x56m6j22c0340qv7.jpg']",,
4816271454243710,M6PihhNYW,6748462125,特特理财,美股维持红盘震荡在等凌晨2点的加息结果，若是75个点，嗖嗖就大涨拉起来，若是100个，咔嚓就断头掉下来探底。今年太难，恰逢美帝加息年，又逢一个疯子发动战争，还有一直说再见，却一直再见的疫情。这三样，想要说声爱你，真的好难。#俄乌局势##a股#,,,,俄乌局势,3,63,187,2022-09-21 22:54,Note 9 Pro 一亿像素,['https://wx1.sinaimg.cn/large/007mHRhjly1h6em47gwtwj30u018s0w3.jpg'],,
4816238540753700,M6Orc3a4s,1246151574,康斯坦丁,#母猫被封公司独自产崽啃方便面求生#疫情下对流浪猫来说，或许活着已经是最大的幸运#粉丝新鲜事##鸿儒计划#L康斯坦丁的微博视频,,,,"母猫被封公司独自产崽啃方便面求生,粉丝新鲜事,鸿儒计划",262,293,898,2022-09-21 20:43,微博视频号,,"http://f.video.weibocdn.com/o0/XjIEd0Qglx07ZomGDoow01041200kJ9p0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241308&ssig=QayxtZG6ev&KID=unistore,video",
4816271054995979,M6PhDkXGj,1880006287,针线李叨叨,我非常怀恋疫情前的时候，能够自由的穿梭在不同的国度。比如2018年和同门师兄弟姐妹们一起去京都，刚刚结束了一天的讲课，就遇上京都台风大作，岚山的竹林被砍断了大半，京都古迹的屋檐也被刮飞了好多，外面电闪雷鸣，屋内阵阵作响。我们躲在百年宅子的榻榻米上，一边欣赏雨落庭内，添水哒哒响个不停，一边祈祷八级台风不要掀翻了我们的屋顶，电脑里有珍贵资料。好在台风过境我们依旧平安，还在东大寺收获了绝美的夕阳。来过「皮可力」的朋友都喝到过这瓶白桃水，我当时觉得好好喝，就记下了，这是我对京都美好的念想。李叨叨,,,,,10,42,112,2022-09-21 22:52,李叨叨超话,"['https://wx4.sinaimg.cn/large/700e9e8fgy1h6em6ilb4vj20u013y763.jpg', 'https://wx1.sinaimg.cn/large/700e9e8fgy1h6em6j59bbj20u01407af.jpg', 'https://wx1.sinaimg.cn/large/700e9e8fgy1h6em6hw8iej21400u0dns.jpg', 'https://wx1.sinaimg.cn/large/700e9e8fgy1h6em6jsuqlj20go0m8t9m.jpg', 'https://wx2.sinaimg.cn/large/700e9e8fgy1h6em6n3n42j20zo2561ky.jpg', 'https://wx2.sinaimg.cn/large/700e9e8fgy1h6em6ntkg5j21hc0u0k2z.jpg', 'https://wx3.sinaimg.cn/large/700e9e8fgy1h6em6oeh5qj20u0140tdd.jpg', 'https://wx2.sinaimg.cn/large/700e9e8fgy1h6em6p6kh8j20u0140dnj.jpg', 'https://wx2.sinaimg.cn/large/700e9e8fgy1h6em6zw67vj21ww2swjv3.jpg']",,
4815898664502138,M6FB0iTd8,1298124720,近卫步兵师,#日本正深陷第七波疫情泥沼之中#日本不满20岁新冠死者增加七成在发病一星期内去世。共存派呢？出来走两步？我就是看不惯共蠢的派头。据日本《每日新闻》9月14日消息，向日本政府提供意见建议的专家组织当天公布报告称，不满20岁的新冠死亡病例自七月中旬起增加，近半数死者没有基础疾病，七成多死者自发病到死亡的天数不到一星期。,,,,日本正深陷第七波疫情泥沼之中,15,48,80,2022-09-20 22:12,新版微博 weibo.com,['https://wx3.sinaimg.cn/large/4d5fcfb0gy1h6dffky8scj20wr0phaba.jpg'],,
4815866309381304,M6EKODmvm,6617159985,红枫姜茶,#济宁疫情防控#开学文件呢？又想偷摸开学？疫情你控制住了？密接你查到了？多长时间了？这马上一个月了！哥们，这都2022年了，上点心吧！都干什么吃的？如果再有疫情，然后就把我们学生封学校里面正好赶上国庆节补课，既安全还能赶教学进度，防止学生假期乱跑笑死，这就是济宁政府吗？😄😄😄👍👍自己没处理好的烂摊子让学生牺牲假期来弥补？真行啊，还得是济宁政府啊，不愧是你济宁政府永远不会让你失望,,,,济宁疫情防控,2,56,341,2022-09-20 20:04,K30S 至尊纪念版,,,
4815909790948219,M6FSX3YFR,3244555592,遂宁发布,"【遂宁发布最新通告进一步加强全市全域社会面疫情防控】实施时间：2022年9月21日0时至9月23日24时，后续根据疫情进展和防控需要作动态调整。实施范围：船山区、安居区、射洪市、蓬溪县、大英县、遂宁经开区、市河东新区、遂宁高新区全域。#防控进行时,遂宁在行动#更多详情请戳O网页链接",,,,"防控进行时,遂宁在行动",26,115,196,2022-09-20 22:57,HUAWEI Mate 40 Pro,['https://wx2.sinaimg.cn/large/c163fd48ly1h6dgpllxsrj20p00an74f.jpg'],,
4815888614424790,M6FkNiz5A,2198935377,别梦依稀笑逝川,#拜登宣布美国疫情已结束#下次就不好意思“战略复阳”了，发烧就好好感冒，别自我隔离，白宫也别再做检测九安医疗明天可别跌停,,,,拜登宣布美国疫情已结束,8,12,144,2022-09-20 21:33,HarmonyOS设备,,,
4815893253329481,M6FshdY9j,6254863448,菲姐春风吹又生,李孔岳教授：警惕经济大萧条的来临，个人一生财富可能归零我咋觉得早就来了呢？不过还没到最艰难的时刻…#财经##经济##疫情##经济危机#L菲姐春风吹又生的微博视频,,,,"财经,经济,疫情,经济危机",44,16,91,2022-09-20 21:51,微博视频号,,"http://f.video.weibocdn.com/o0/uyivJi1alx07ZmQr25xm01041200gBnk0E010.mp4?label=mp4_720p&template=720x1560.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241322&ssig=a0Y7xqoyH9&KID=unistore,video",
4815897023750853,M6FymfJLD,1774987535,李苦舟,问『这次“清零”了下次再有疫情怎么办』的网民怎么不问问自己——你这次感染了，下次就不会再感染了吗？一年感染三次的病例又不是没有。,,,,,2,5,33,2022-09-20 22:06,Android,,,
4815898886017843,M6FBmpfvZ,1511671854,西原秋微博,#贵阳疫情防控#根据截图，核酸检测阴性，被拉到遵义市务川县隔离，时隔一天后，居委会发现一整栋楼都消失不见，报案后才发现拉错了人？这是贵阳云岩区的中天甜蜜小镇吗？如果情况属实，简直荒唐得不忍直视！（注明：编辑补充一下，如果造谣，请严惩！实在受不了现在真伪难辨的信息。又补充两张图，对照一下，其中发现有些差别，一个说是物业报警，一个说是居委会报警。再补充一张评论图，说求证过，子虚乌有的事儿！）看完只是觉得有点尴尬，信息传达这个东西虽然很快捷，但有时候还是没有白纸黑字那么可靠。,,,,贵阳疫情防控,282,486,3369,2022-09-20 22:13,iPhone 13,"['https://wx3.sinaimg.cn/large/5a1a482ely1h6dfdk9gkgj20qo1lr40d.jpg', 'https://wx4.sinaimg.cn/large/5a1a482ely1h6dvd1al9xj20tk1ryjzu.jpg', 'https://wx4.sinaimg.cn/large/5a1a482ely1h6dvd07sd3j20hs12gmyg.jpg', 'https://wx2.sinaimg.cn/large/5a1a482ely1h6dwhzb6igj20u01sxn00.jpg']",,
4815899654095576,M6FCBhbrG,3271604690,新疆检察,【石榴直播丨乌鲁木齐市疫情防控新闻发布】9月20日，乌鲁木齐市人民政府新闻办公室召开疫情防控工作新闻发布会介绍有关情况。L天山网的微博视频,,,,,5,136,553,2022-09-20 22:16,360安全浏览器,,"http://live.video.weibocdn.com/1aaf817c-36e6-4c7d-ad46-d9fcf6803e70_index.m3u8?ori=0&ps=1BVp4ysnknHVZu&Expires=1670241322&ssig=ZvRYrbjWJt&KID=unistore,video",
4815885396611162,M6FfBrJRE,6612188303,木森满天星,#廊坊卫生职业学院#网友投稿:周边学校都开学了，廊坊卫生职业学院就是不开学，坚持线上教学，还有线上军训！#教育部要求高校切忌一刀切封闭管理##教育部要求秋季学期全面恢复教学秩序##木森观察#图5是廊坊疫情情况图4这样的行为，多少让人感到悲哀@廊坊发布@微言教育,,,"廊坊发布,微言教育","廊坊卫生职业学院,教育部要求高校切忌一刀切封闭管理,教育部要求秋季学期全面恢复教学秩序,木森观察",7,16,200,2022-09-20 21:20,nova 9 精彩由我摄定,"['https://wx4.sinaimg.cn/large/007du4erly1h6ddsfvhjhj30q53almzb.jpg', 'https://wx3.sinaimg.cn/large/007du4erly1h6ddsgs45aj30n55si4qp.jpg', 'https://wx2.sinaimg.cn/large/007du4erly1h6ddsia8qmj30o82tj42m.jpg', 'https://wx2.sinaimg.cn/large/007du4erly1h6ddsh9iknj30zj0lwjt0.jpg', 'https://wx4.sinaimg.cn/large/007du4erly1h6ddshp9ncj30u00lk768.jpg', 'https://wx1.sinaimg.cn/large/007du4erly1h6ddsfhvltj30gg0zk0uw.jpg']",,
4815535960756231,M6wa03aJh,2400966427,冬亚,"#无意引起争执,纯属个人好奇#大庆今天疫情防控听说有反复？？",,,,"无意引起争执,纯属个人好奇",1,77,147,2022-09-19 22:11,,,,
4815505724279160,M6vnehXcI,5449687795,根正苗红的贫农,#情绪被这些BGM操控了#只听音乐我就能知道疫情到哪一步了！L根正苗红的贫农的微博视频,,,,情绪被这些BGM操控了,39,34,245,2022-09-19 20:11,微博视频号,,"http://f.video.weibocdn.com/o0/IqoQIWnMlx07Zl8z1KKk010412004QsG0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670241335&ssig=XMPv6SfO%2BB&KID=unistore,video",
4815506344777846,M6voek2W2,1649469284,新浪四川,#达州官方回应隔离群众滞留转运车#【达川区解除部分区域封控管理，回应“隔离群众滞留转运车”】#四川疫情最新通报#达州市达川区应对新型冠状病毒肺炎疫情应急指挥部发布通告。9月18晚，达州市达川区应对新型冠状病毒肺炎疫情应急指挥部发布《致歉信》。(达川观察)#达州疫情防控#,,,,"达州官方回应隔离群众滞留转运车,四川疫情最新通报,达州疫情防控",14,70,550,2022-09-19 20:14,微博 weibo.com,"['https://wx2.sinaimg.cn/large/001ND0jily1h6c6cc6ae9j60u01chwhz02.jpg', 'https://wx2.sinaimg.cn/large/001ND0jily1h6c6c8f6xjj60u01wjalb02.jpg', 'https://wx4.sinaimg.cn/large/001ND0jily1h6c6cff3iwj60j60j63yz02.jpg']",,
4815513089216415,M6vz6CFBR,2303058657,八爪章鱼游游游,我认真看了看母亲因转运车出事故去世的那位女孩的微博。一，她从来没讨论过防疫措施，连疫情几乎都没讨论过，更无所谓支持还是反对防疫政策。二，微博里体现了朴素简单的爱国情感，对美国表达了厌恶之情。三，对国内的一些公共事件，公共话题发表过意见，虽然阐述的内容略显浅显幼稚，但立场并不在“铁拳一方”。四，在俄乌战争中比较偏向于俄罗斯。就这样一个简单的人，能被某些人如此恶毒的诅咒，这他妈都是些什么物种啊？,,,,,50,44,144,2022-09-19 20:40,iPhone 11 Pro,"['https://wx4.sinaimg.cn/large/8945e2e1ly1h6c75dbsrqj20u01din5z.jpg', 'https://wx2.sinaimg.cn/large/8945e2e1ly1h6c6xifxcej20u010zdl6.jpg', 'https://wx3.sinaimg.cn/large/8945e2e1ly1h6c72eywnwj20v90f3t9g.jpg', 'https://wx3.sinaimg.cn/large/8945e2e1ly1h6c75e8mg7j20u00zqach.jpg', 'https://wx1.sinaimg.cn/large/8945e2e1ly1h6c75ekkisj20v90i8gmg.jpg', 'https://wx2.sinaimg.cn/large/8945e2e1ly1h6c6za8777j20v909mjs5.jpg', 'https://wx2.sinaimg.cn/large/8945e2e1ly1h6c75eydxaj20u00ykjuz.jpg', 'https://wx1.sinaimg.cn/large/8945e2e1ly1h6c75famuij20u010nmz0.jpg', 'https://wx4.sinaimg.cn/large/8945e2e1ly1h6c75fkq9aj20v90gnwfw.jpg']",,
4815505225941511,M6vmqoVEP,5714719345,Oneline科技,看了几百条评论，我来简单总结下。现在网友们有两种态度。一者是觉得贵州这三名干部就是替罪羊，面儿上停职问责，风头一过再返聘回来继续逞威风，处罚力度太轻，没有找到最终责任人。二者，剩余内容请查看下方图片。#贵阳市三名干部被停职检查##贵阳连续3天社会面感染者为零##贵州疫情防控#,,,,"贵阳市三名干部被停职检查,贵阳连续3天社会面感染者为零,贵州疫情防控",69,445,648,2022-09-19 20:09,iPhone 13,['https://wx3.sinaimg.cn/large/006eKnyFly1h6c68x0ln9j30oo1v8q9k.jpg'],,
4815524896973039,M6vS9tg0n,5203062525,白斌的公法梦,最近咳嗽的厉害，时间很长了，觉得该去医院拍个胸片。不想在网上一点击挂号，就有个弹窗，说为了新冠肺炎疫情防控，你必须如实填写7日有没有干咳。于是内心就开始斗争，如果选不咳嗽吧，明显说谎，对不起自己的良心，而且下面还提醒你要承担法律责任。如果选有咳嗽症状吧，人家就根本不给你挂号，你连医生都见不到。所以想了想，还是不去医院了，继续咳吧，咳死了算逑，也算为疫情防控做点贡献！如果挂了，花圈就免了，主要是污染环境，大家直接现金吧，老婆孩子以后用钱的地方多,,,,,17,238,304,2022-09-19 21:27,HUAWEI Mate30 Pro 5G,,,
4815510883009507,M6vvycCUr,7312024690,疾风中青勁草,袁院士自己也確診过新冠，並且康复了！但這次報導只提出死亡率和傳播风险降底，並没有提出感染的後遗症，這是咋回事呢？？而且所有醫學專家，政商界人士皆支持放宽防疫政策香港專家和内地專家对开放防疫政策可是南轅北轍的，现在看完双方的一些文章…我是真的很困惑！#香港##疫情防控#,,,,"香港,疫情防控",23,220,560,2022-09-19 20:32,青勁草的Android,"['https://wx4.sinaimg.cn/large/007YQvE6gy1h6c6vvcd9sj30qo0tatcx.jpg', 'https://wx1.sinaimg.cn/large/007YQvE6gy1h6c8l3govij30u01isqb6.jpg', 'https://wx2.sinaimg.cn/large/007YQvE6gy1h6c8l40ezej30a00cbmxr.jpg', 'https://wx4.sinaimg.cn/large/007YQvE6gy1h6c8l5oy0dj30a00bjt9e.jpg']",,
4815530328594778,M6w0UA3Ts,2354950807,艺术家居,从疫情开始到现在你做过多少次核酸了？#原来疫情已经这么久了#你做过多少次核酸了？,,,,原来疫情已经这么久了,6,32,3730,2022-09-19 21:49,妹妹用剩的iPhone 11,,,
4815509834439407,M6vtRiCTl,1214199295,黄胜友,#贵阳市三名干部被停职检查#都是一些小喽啰而已，他们该处理也必须处理。但是，想想当年疫情的武汉，应该一视同仁。转移防疫人员造成27人不幸遇难，一个省会城市出这么大的事，一把手难辞其咎吧？人民至上，生命至上。🙏🙏🙏,,,,贵阳市三名干部被停职检查,45,163,2695,2022-09-19 20:27,,,,
4815510820881903,M6vvs3Hqf,2983904317,腾腾爸,疫情三年来的超额死亡率和经济整体增长数据，最能说明问题。这事儿不能情绪化，保持理性！,,,,,12,14,73,2022-09-19 20:31,HUAWEI Mate 40 Pro,"['https://wx1.sinaimg.cn/large/b1dac43dly1h6c6t76lz0j20u01avjx0.jpg', 'https://wx4.sinaimg.cn/large/b1dac43dly1h6c6t7owcqj20m61dp433.jpg', 'https://wx2.sinaimg.cn/large/b1dac43dly1h6c6t893ntj20u017pad4.jpg']",,
4842733393679384,MhVGPfraU,7010131150,帝吧官微,这个话题感觉就是在带节奏，#广州疫情发布会上发言人集体摘口罩#就算是感冒，也要戴口罩防止传染他人，怎么疫情期间宣传起不戴口罩了，更何况广州疫情发布会一直都没有戴口罩。该注意的防护还是要做的。,,,,广州疫情发布会上发言人集体摘口罩,94,325,3103,2022-12-03 23:24,帝吧超话,"['https://wx3.sinaimg.cn/large/007EpNlsgy1h8r1c2v448j30u01df7de.jpg', 'https://wx3.sinaimg.cn/large/007EpNlsgy1h8r1c35ms4j30u010fn0v.jpg', 'https://wx1.sinaimg.cn/large/007EpNlsgy1h8r1c3hj3uj30u00gkjtu.jpg']",,
