,Annual Mean Annual MRT (C),,,,,Annual Mean Solar Gains ,,,,,Volumne Flow Rate ,,,,,Total Ventilation Heat Gain [W],,,,,Total Ventilation Heat Loss [W],,,,,Daylight - Glare percentage ,,,,,Cooing Energy Uses,,,,,Lighting Energy Uses,,,,,Total Energy Uses,,,,
24.0,28.648,28.56876,29.57515,26.19783,24.00211,536.3014339,593.325011,530.6386021,436.3949358,380.0078021,4.395789848,4.671639585,5.542071299,8.893726873,6.069153516,11.05526061,10.35918408,15.54312408,20.15723233,4.839151757,380.2215175,424.7685523,393.5844351,360.6423789,326.2344698,0.215262461,0.198385726,0.241394056,0.322939381,0.260672704,160171.8678,136309.1004,215740.191,186179.3657,63280.12815,253.3700863,237.7787584,261.0051048,319.1421483,402.5221593,160425.2379,136546.8792,216001.1961,186498.5078,63682.65031
24.5,28.51899,28.38213,29.45395,26.10624,23.93856,397.4808674,433.7043352,398.6482173,325.4783812,287.4130212,4.395703376,4.671414577,5.541933927,8.893649107,6.069095979,15.64458751,16.43315357,23.74531797,24.61278321,5.576162165,344.7300866,376.8754635,365.908347,340.1786487,308.2944626,0.09086899,0.10768904,0.067564678,0.040122111,0.042259595,159985.4242,136032.8533,215722.9142,186139.4974,63238.08101,627.8587691,593.6350083,648.242775,682.2019737,705.2161438,160613.283,136626.4884,216371.1569,186821.6994,63943.29716
25.0,28.846635,28.845725,29.832795,26.386405,24.169895,684.9750073,788.15353,709.562499,569.6200662,508.17334919999996,4.3959737975,4.6719366335,5.54229958,8.893910047,6.0693277335,10.912465825,10.5169395455,13.622204213,16.711587930500002,4.9719723295,457.2686126,528.1165066,484.82490959999996,428.01358354999996,390.7549708,0.069805911,0.0714740865,0.0566602525,0.052115132999999994,0.0527166885,161228.8667,137511.59185000003,216653.57035,186750.85975,63679.347355000005,385.7695341,367.17559425,400.5301972,412.6909994,441.96467555,161614.6362,137878.7674,217054.1005,187163.5508,64121.312034999995
25.5,28.704945000000002,28.646075,29.636655,26.242745,24.03988,579.0489241,645.8771698999999,574.6759334999999,470.78092200000003,410.55158435,4.3958377859999995,4.671728181,5.5421358545,8.893765072499999,6.069191191,9.945124382500001,8.644617505500001,13.12178575,18.580217925,4.6468827075,398.3189612,447.9357426,411.1444632,373.83512,338.8533197,0.195522717,0.180543755,0.218623049,0.30396860000000003,0.247736093,160396.1338,136565.33104999998,215901.63445,186290.13335000002,63362.87878499999,242.89614815,228.67323355000002,250.70628520000002,298.75951595000004,385.86911865,160639.02995,136794.0043,216152.3407,186588.89285,63748.747905
26.0,28.51142,28.37837,29.45267,26.10498,23.93715,394.2625027,432.593364,399.0874522,325.5496798,287.2873497,4.39569508,4.671409589,5.541929984,8.893645373,6.069095345,15.75984708,16.3791997,23.62902583,24.60146215,5.577033351,342.1516233,375.2133475,364.8510469,339.2961577,307.4901984,0.104984561,0.119583687,0.091511653,0.042956825,0.047003019,159937.8048,135999.1391,215701.8425,186127.0397,63228.4251,609.3825622,575.0439656,629.8623534,668.1633878,693.0122572,160547.1874,136574.183,216331.7048,186795.2031,63921.43736
26.5,29.31115,29.4937,30.37155,26.79108,24.51161,1094.132385,1291.854345,1155.964425,918.793682,826.8722941,4.396367902,4.672635327,5.542829527,8.894310792,6.069681657,5.876480638,4.389547005,2.985417438,7.763659322,4.497340086,625.1148756,751.5079119,665.9080094,563.4529525,518.5118686,0.045875607,0.033772302,0.039341458,0.057784562,0.06058646,163147.2813,139754.9653,218139.1714,187716.8314,64385.71291,142.2780771,140.0122876,152.5023721,142.766594,177.0095271,163289.5594,139894.9775,218291.6738,187859.598,64562.72244
27.0,28.52608,28.39998,29.453,26.09996,23.92938,437.7889568,474.8030693,433.4745811,353.2950952,310.1074046,4.395693821,4.671417291,5.541929627,8.893639494,6.069085432,14.93336117,15.76122594,22.55769908,24.22011507,5.426420553,345.2574361,379.3971357,362.5103436,335.4182507,303.8040598,0.275915307,0.255947324,0.300833868,0.225032708,0.154808107,159816.478,135902.3292,215556.6463,186029.868,63156.13228,377.8591477,359.7974496,403.9911121,478.8747596,532.6508134,160194.3372,136262.1266,215960.6374,186508.7428,63688.78309
27.5,28.73482,28.6874,29.66804,26.26179,24.05188,605.9816605,677.544846,601.0232274,491.7590221,428.8454044,4.395863813,4.671770627,5.54216238,8.893776881,6.069205115,9.371776284,7.684750034,11.87898078,17.8707127,4.586011465,408.1374784,460.334027,420.0208423,379.2012582,342.8208882,0.110057345,0.102378929,0.10818901,0.190580026,0.178094006,160486.0916,136671.1492,215955.4196,186314.7984,63366.4243,194.080142,187.1359558,206.9981539,220.5134302,304.0512657,160680.1718,136858.2852,216162.4178,186535.3119,63670.47557
28.0,28.90262,28.92706,29.900305,26.43779,24.21506,748.2640719999999,864.5791710999999,779.3419756999999,623.8689087,558.2179619999999,4.396020978999999,4.6720094995,5.5423660955,8.893963426,6.069378095499999,10.7671605805,10.3475090745,13.297381879,16.254069755,5.0053582115,480.1099647,559.3300998,510.5740048,447.2654462,409.20425750000004,0.12715041900000001,0.1191588785,0.12208680749999999,0.082097689,0.077943079,161453.2538,137788.85735,216840.81475,186870.82425,63769.001260000005,304.785762,289.85097335,321.47810315,349.42537500000003,386.91102945,161758.03955,138078.7083,217162.29285,187220.24959999998,64155.912295
28.5,29.07606,29.17118,30.0854,26.57007,24.31509,885.8851749,1033.025172,917.9245704,734.7911647,654.3140733,4.396150269,4.67231348,5.542544286,8.894072312,6.069469808,6.409289206,4.712124047,4.142675779,10.00418413,4.271527904,530.838165,626.658686,557.0289649,480.593137,439.059371,0.053153948,0.042693288,0.053453068,0.069995639,0.069426477,161994.2803,138433.1018,217169.4154,187102.2776,63926.99595,146.1533724,143.2461322,157.2270633,147.1592,187.8778653,162140.4337,138576.348,217326.6425,187249.4368,64114.87382
29.0,28.532295,28.40508,29.462265,26.108705,23.93811,437.46384255,474.3297727,434.54822515,354.11027025,311.5023695,4.395696597000001,4.6714301335,5.541936982999999,8.8936415745,6.069092765,14.832812525000001,15.60391437,22.22815164,23.88196031,5.372349006,347.52889159999995,381.4628086,365.4697221,338.4416436,306.8511524,0.236656374,0.223768054,0.24738079950000003,0.1647405145,0.1254851225,159884.88865,135962.81985,215620.32275,186075.48565,63190.208015,421.5227465,397.66297455,445.75172935,516.14667245,563.4748953000001,160306.41145,136360.48285,216066.0745,186591.6323,63753.68291
29.5,28.5957,28.484975,29.5176,26.15458,23.969185,493.46032064999997,535.81345465,485.1938156,398.4496165,347.20242900000005,4.395739765,4.6715282355,5.5419959945,8.893681328500001,6.069120186,13.028951105,13.53384982,18.873089219999997,21.852102860000002,5.0729480615,365.9655049,403.5720017,379.41800395,349.56729795,316.20130825,0.2570577855,0.23460068,0.276673081,0.270388138,0.20698576950000003,160044.60635000002,136143.7137,215679.32325000002,186130.8331,63233.157725,320.9924886,304.63383799999997,338.2200765,406.03053239999997,475.0915718,160365.59885,136448.34755,216017.54330000002,186536.86365,63708.249299999996
30.0,29.13417,29.25,30.15414,26.62309,24.36121,935.7596482,1094.849039,973.6183985,777.9422773,694.2960531,4.39620575,4.672395524,5.542604365,8.894128061,6.069516235,6.211857924,4.596129316,3.738665778,9.329791925,4.311913169,553.3765975,656.3391584,582.2768463,499.8269126,457.2566969,0.051610057,0.041206457,0.046824888,0.068033144,0.065114273,162270.349,138747.7397,217393.7971,187248.392,64034.22885,144.5927316,141.9787392,155.2403932,145.5582136,183.471196,162414.9417,138889.7184,217549.0375,187393.9502,64217.70005
30.5,29.11877,29.22859,30.134685,26.608249999999998,24.347625,922.5248918,1078.1326945,958.0684572,765.9954314,682.97052355,4.3961883645,4.672372623999999,5.5425910875,8.894116400000001,6.069502899,6.261070322,4.629587779,3.8649177995,9.5424501935,4.304421899499999,547.40115545,648.3067758,575.1867276,494.4696537,451.96644395,0.051830613,0.0388700085,0.045755826,0.067051897,0.06468305299999999,162197.10285,138662.4222,217329.97145,187209.2981,64004.309095000004,144.1204125,141.56998245,154.67646235,144.95493334999998,182.10542665,162341.2233,138803.99219999998,217484.64795,187354.25305,64186.414525
31.0,28.55105,28.42632,29.47577,26.11634,23.94409,455.4216767,492.47786,448.9799427,364.9714926,320.7870721,4.395708267,4.671449812,5.541941009,8.893646068,6.069095866,14.34513673,15.14605619,21.37773008,23.4401047,5.287587225,353.0633336,387.5416148,368.7880791,340.2167632,308.6014444,0.265990296,0.239592184,0.2822322,0.210859137,0.148986632,159928.0381,136016.9348,215637.3853,186084.5391,63199.7124,381.7339623,362.0432256,407.60031,481.3997077,534.2028934,160309.7721,136378.978,216044.9856,186565.9388,63733.9153
31.5,28.56353,28.44084,29.48687,26.1262,23.95118,464.4229314,502.0613234,457.0589757,371.8139204,326.1512418,4.395716518,4.671465923,5.541950854,8.893651261,6.069101639,14.02024916,14.80669276,20.77334695,23.00992177,5.225502833,356.7628326,391.7474455,371.7985707,342.8392529,310.8341523,0.262681959,0.238530161,0.276031644,0.210423027,0.148555412,159976.3878,136067.9471,215667.8291,186110.189,63216.08048,380.1710342,361.5770395,405.4583042,480.5271641,533.7965952,160356.5589,136429.5241,216073.2874,186590.7162,63749.87708
32.0,28.62957,28.529,29.54911,26.17824,23.98548,523.4178496,569.7424648,513.2200443,422.3769578,366.9890902,4.395763827,4.671570557,5.542024259,8.893706318,6.069136857,12.22618658,12.51064901,17.27988721,20.89378757,4.939314361,376.2414257,416.3280912,387.7155288,355.5170193,321.1797027,0.23687693,0.212829227,0.252726106,0.317924117,0.259810263,160131.6015,136243.4426,215706.5754,186146.1852,63250.95888,264.6473665,249.3534686,270.1333282,329.8982054,413.4229224,160396.2489,136492.7961,215976.7087,186476.0835,63664.3818
32.5,29.060555,29.136735,30.05769,26.55719,24.307364999999997,880.5739233500001,1020.16067815,908.93329645,729.57433185,649.2940599,4.3961458145000005,4.6722462065000006,5.542530943499999,8.8940774545,6.069467982000001,7.396612380500001,5.8862598235,7.0810404535,12.395552155,4.532911883,530.65178845,623.1254091000001,556.8604271500001,482.36118845,440.69228645,0.0798412,0.0708368735,0.0748342955,0.13039686,0.1249460975,161991.26760000002,138402.5801,217174.96145,187107.939,63943.957385,170.2171555,165.3934628,181.67667584999998,184.91326975,244.4210526,162161.48475,138567.97360000003,217356.63809999998,187292.85225,64188.378435
33.0,28.62146,28.51752,29.54038,26.16998,23.97936,517.619032,562.2312382,507.0237622,416.6611106,362.3450286,4.395758329,4.671554125,5.5420173,8.893701297,6.069131042,12.460549,12.81750756,17.68281099,21.16306347,4.974873471,373.845164,413.1318831,385.3157829,353.1943554,319.1717293,0.23842082,0.212829227,0.257643789,0.319014392,0.260241483,160101.8332,136210.0078,215686.0923,186125.8625,63236.19326,264.9439752,249.6882345,270.5945057,330.441142,413.5168415,160366.7772,136459.6961,215956.6868,186456.3036,63649.7101
33.5,28.850655,28.846535,29.81919,26.373125,24.15419,701.03255145,798.9267030999999,714.33473895,574.06157735,508.9772832,4.3959599285,4.671930172,5.542278935000001,8.89389049,6.0693066935,10.015417359499999,9.598712015,12.093192,16.135790174500002,4.746646675,455.21064939999997,524.0063250000001,476.12061265,420.52237909999997,383.07564385,0.1548301725,0.1415675445,0.1672011975,0.1484954205,0.1140577835,161121.9034,137405.12615,216517.83955,186673.79385000002,63621.562130000006,256.0212929,245.52914905,272.5162189,305.67561675,352.58389995000005,161377.92475,137650.65529999998,216790.3558,186979.46945,63974.14603
34.0,28.791,28.75413,29.72064,26.3047,24.08628,647.1892653,724.1690051,638.9295022,522.6128909,454.9427113,4.395904988,4.671827323,5.542208401,8.893823314,6.069236378,8.71856809,7.115327783,10.74673717,16.82880818,4.489845362,426.9402444,482.6194467,436.7790887,392.825789,354.9494924,0.116453463,0.108326253,0.109899508,0.202354993,0.189952566,160725.3886,136927.7054,216116.6793,186440.5585,63458.42489,198.1284741,190.7269017,210.8209488,226.3307132,311.6846216,160923.5171,137118.4323,216327.5002,186666.8892,63770.10951
34.5,28.56429,28.44635,29.48542,26.11571,23.94026,476.2910172,514.8599437,467.2584786,379.5086586,332.8008525,4.395706097,4.671462191,5.54194611,8.893640417,6.069093875,13.89430337,14.5883473,20.33870737,23.16396177,5.23441301,356.6823699,392.6262388,370.033374,338.4638648,306.4989079,0.242611381,0.218351742,0.258926662,0.322067161,0.259379043,159882.4912,135980.9765,215543.9812,185989.4822,63145.78073,267.0833383,251.1449431,271.0885626,332.2482232,414.0517153,160149.5745,136232.1215,215815.0698,186321.7304,63559.83244
35.0,28.64509,28.5534,29.566845,26.183255000000003,23.990335,537.5615998000001,588.2625052000001,527.3664168,431.0927176,376.0976665,4.3957741705,4.671590309,5.5420402095,8.8937067155,6.0691428085000005,11.964160126500001,12.006118605000001,16.901902695,20.83218103,4.967240283,381.48068665,423.8273974,392.99202235,357.47612465,322.9523709,0.180414645,0.165569244,0.18323711799999998,0.2627562145,0.2259594655,160173.7874,136305.7417,215735.78865,186147.24285,63251.744475,233.21200894999998,221.29839475,241.50512005,281.97907335,363.45715735,160406.9994,136527.04009999998,215977.29379999998,186429.2219,63615.201629999996
35.5,29.21394,29.35826,30.24711,26.6953,24.42388,1004.932848,1180.758643,1050.260359,837.3537643,749.1031358,4.396272433,4.67250568,5.542705303,8.894205879,6.06958317,5.984419508,4.47589869,3.329632474,8.606378935,4.37695114,584.7738314,697.8946582,617.3145389,526.6771149,482.4573121,0.048522276,0.036745964,0.043403891,0.06476232,0.063820612,162654.3389,139184.8948,217702.2901,187451.0166,64184.37383,143.298544,140.8408862,153.7757554,143.909975,179.8624145,162797.6374,139325.7357,217856.0659,187594.9265,64364.23624
36.0,28.57388,28.45758,29.49408,26.12195,23.94557,482.8061065,522.0692746,472.8631341,383.6973129,336.4800408,4.395712052,4.671470093,5.541953099,8.893644246,6.069098681,13.69529543,14.33473334,19.90402813,22.89088095,5.194223701,359.6439367,396.0017666,372.3497161,340.1635193,308.1699511,0.242390825,0.218988955,0.258926662,0.320540776,0.258300992,159922.6475,136025.97,215570.7405,186009.113,63161.11576,267.0837456,251.0386759,270.9730279,331.956289,413.8532872,160189.7313,136277.0087,215841.7135,186341.0693,63574.96905
36.5,28.85704,28.84986,29.79722,26.35892,24.12852,700.4509515,792.6044257,696.2977167,566.6504383,494.5760953,4.395968208,4.671956094,5.542273799,8.893866033,6.069280147,7.865118433,6.030113764,8.473246821,15.24535653,4.368837583,449.4950673,513.6460969,460.0311762,409.7165608,369.7381345,0.105425673,0.071792693,0.062646996,0.11011775,0.13389392,160993.3747,137241.9473,216309.4572,186572.9589,63541.92022,171.7370582,165.2068032,183.7115138,179.4141673,251.4369393,161165.1118,137407.1541,216493.1687,186752.3731,63793.35716
37.0,28.948455,28.981175,29.935000000000002,26.4591,24.229125,791.7430974,909.9502587500001,815.3129038,652.36415785,581.6313619,4.396045015,4.672056675,5.542391293,8.8939793845,6.0693908245,9.608534998,9.184607871,11.136051024,15.12982383,4.8065117345,493.84086709999997,575.06209275,519.2058141,452.11445519999995,413.1764529,0.1439126595,0.1244689885,0.1469959375,0.1893807235,0.159551531,161553.8619,137906.54495,216856.4451,186871.533,63777.64941,204.47181035,195.08666645,211.5209794,237.1207976,295.32091855,161758.33365,138101.63165,217067.96610000002,187108.65385,64072.970325
37.5,28.66725,28.57409,29.58424,26.20428,24.00492,552.6627575,602.031783,539.5526025,443.6359436,384.9155292,4.395790765,4.67160796,5.542052728,8.893728918,6.069155501,11.5699949,11.78306021,15.92840258,19.97459386,4.838234794,388.3646415,430.5259092,397.9671201,362.9339967,327.5735386,0.191442435,0.18075616,0.203976908,0.294592237,0.247736093,160273.7268,136399.3708,215794.8364,186204.9524,63293.13008,242.885009,228.9676228,249.1201195,295.950602,382.0804909,160516.6118,136628.3385,216043.9565,186500.903,63675.21057
38.0,29.176090000000002,29.303085,30.19608,26.6578,24.390430000000002,972.976726,1139.3084763,1011.4217305500001,807.8990289999999,720.8330625,4.396247239,4.672442076,5.542656152,8.8941722865,6.069550559,6.210389318500001,4.609019661,3.904421961,9.4716346255,4.3668638235,570.8536297,678.4398992,600.2181915000001,514.1413278499999,470.09406285,0.046426996,0.040781648000000004,0.0497113535,0.06628870449999999,0.0724450195,162480.954,138979.2083,217550.34795,187358.8052,64116.83002,146.5314517,143.8730421,157.65471580000002,148.0081462,189.09066035,162627.48545,139123.08135,217708.00265,187506.8133,64305.920675
38.5,29.40862,29.62563,30.48577,26.88051,24.59064,1182.788724,1401.188444,1255.30296,995.8252284,898.4890428,4.396469891,4.672786333,5.542958515,8.894411171,6.069770223,5.789429655,4.33967775,2.807746892,7.297577135,4.616171039,665.8013804,804.7236887,712.0228321,598.7945305,551.8582474,0.045655051,0.033347494,0.036989523,0.053641518,0.060155239,163641.2298,140315.5367,218543.6917,187979.3174,64581.54468,141.6819629,139.4938837,151.889342,142.0536346,175.2881924,163782.9117,140455.0306,218695.581,188121.371,64756.83287
39.0,29.210485,29.352494999999998,30.239725,26.6901,24.418275,1001.1639381499999,1175.9554585,1044.2680317,832.8792463,744.2707137,4.396268993,4.672498732499999,5.5426970225,8.894204574500002,6.0695803465000004,5.9969980515,4.4795584975,3.397955019,8.7229386765,4.3703984655,583.3059628,695.7620299,614.6990541499999,524.8119641,480.29436615,0.048522276,0.037276975000000004,0.044045327999999995,0.0642171825,0.063605002,162634.69645,139160.37475000002,217676.435,187439.64225,64174.760095,143.46783440000002,141.01201774999998,153.93602685000002,144.1742655,180.3698962,162778.16425,139301.38675,217830.37105000002,187583.81655,64355.12999
39.5,29.37201,29.57514,30.44014,26.84515,24.55851,1148.459399,1358.768556,1215.312584,964.9316673,869.1749547,4.396433715,4.672728858,5.542900395,8.894372128,6.069734782,5.807317674,4.34569124,2.870818188,7.474392449,4.562673202,650.123744,784.1543119,693.4368408,584.6668945,538.2105934,0.043670049,0.033772302,0.038272397,0.058438727,0.060155239,163450.4758,140095.975,218378.6439,187876.7058,64504.18823,142.2445896,140.009552,152.5017466,142.7419313,176.9810737,163592.7204,140235.9846,218531.1456,188019.4478,64681.1693
40.0,28.68344,28.59566,29.60035,26.21319,24.00811,568.8000962,620.0853097,554.357722,455.7239407,395.0955296,4.395799452,4.671623221,5.542069639,8.89373706,6.069159376,11.30092757,11.45740542,15.30123124,19.61687254,4.823063179,393.8362208,437.3021856,402.5151695,365.2533224,328.5577344,0.11557124,0.10960068,0.106692324,0.19559529,0.186502803,160311.3733,136447.9039,215811.7316,186207.346,63280.38227,198.2528584,191.105433,210.5193451,229.6096578,309.549147,160509.6262,136639.0093,216022.2509,186436.9557,63589.93142
40.5,28.82732,28.796955,29.754405,26.33104,24.103365,677.1604805,757.37580275,666.1436756,545.0456516500001,473.66364285,4.3959339075,4.6718697885000005,5.5422342575,8.893836871,6.069252842,8.4991449215,7.154679720000001,10.2602509545,16.270732295000002,4.4823228245,439.932209,498.09743089999995,448.07424679999997,401.46830869999997,361.30869665,0.105205117,0.084855565,0.07911054049999999,0.1423898825,0.1471539455,160875.4213,137088.04505,216208.68755,186514.95425,63498.59777,177.89513535,171.52032285,190.6487214,192.7376422,268.5311701,161053.31650000002,137259.56535,216399.3363,186707.6919,63767.12894
41.0,29.07526,29.16137,30.06571,26.55823,24.29957,881.1879785,1024.068312,902.0698715,723.9847396,640.5449314,4.396153646,4.672296532,5.542526874,8.894069001,6.069451719,6.377498438,4.726572372,4.403946048,10.53833117,4.250805876,529.5959801,623.1548359,550.3157014,476.5861175,433.2305339,0.047860609,0.046516568,0.058584563,0.073266463,0.078913325,161975.6164,138393.1475,217103.8998,187087.5567,63912.39179,148.8355685,145.7112263,160.5214625,150.4286681,195.7887392,162124.4519,138538.8587,217264.4213,187237.9854,64108.18053
41.5,29.23673,29.38841,30.27071,26.7141,24.43925,1023.956326,1204.466082,1069.777589,852.6088394,762.526875,4.396295118,4.672529304,5.54272774,8.894230577,6.06960445,5.928885968,4.442334124,3.261933521,8.477838559,4.391062248,593.6935551,709.5557448,626.3679115,533.7425598,488.7156673,0.04830172,0.036958369,0.043403891,0.0638901,0.063820612,162761.0839,139305.1259,217779.0879,187506.43,64224.64381,143.2908993,140.8394888,153.7753693,143.9010157,179.8585077,162904.3748,139445.9653,217932.8633,187650.331,64404.50231
42.0,28.92653,28.94435,29.893414999999997,26.43005,24.195,766.40579455,874.40246645,777.0274023,626.1943364,552.9238722,4.396016495,4.6720310304999995,5.542353374499999,8.8939467805,6.0693493965,8.8173662135,8.17571023,9.6503311315,14.521140672000001,4.5887051995,480.66769935,555.7392906,498.94302845,437.42068565,397.26391645,0.0942876045,0.0851741715,0.085631815,0.142171827,0.134648555,161378.9483,137696.89375,216663.40395,186770.12894999998,63689.93172,175.9004328,171.11777519999998,187.38283380000001,194.38680075000002,254.43708429999998,161554.84875,137868.01155,216850.7868,186964.51575000002,63944.368805
42.5,28.921590000000002,28.935965,29.884665,26.424195,24.18876,761.0118208,866.8790733999999,769.3060373000001,620.7499486500001,547.1777866,4.396011123,4.672018785000001,5.5423477055,8.8939418215,6.069341746999999,8.7231499695,8.0664364645,9.520591294,14.496513661000002,4.562677336,478.18350480000004,552.01066095,495.27416635,434.88483915,394.55146385,0.09572121750000001,0.0857051825,0.0857387215,0.142171827,0.134648555,161349.52850000001,137659.62265,216631.41475,186755.23830000003,63677.811579999994,175.9803925,171.19752685,187.537414,194.4975923,254.7531451,161525.50884999998,137830.82020000002,216818.95215,186949.7359,63932.564725000004
43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.5,29.04026,29.10361,30.017146666666665,26.52591666666667,24.27211,854.7337504000001,986.0797280666667,869.3939547,700.2526521,618.1329422333333,4.3961204296666665,4.672218174666667,5.542482700000001,8.894033937000001,6.069428886333333,6.9195426756666665,5.355978035,6.088967073666667,12.067160571333334,4.364236125666667,518.5366942666666,605.9534606333333,537.1809023999999,467.7914446666667,424.57842150000005,0.06940155866666667,0.05699518533333333,0.060580144,0.09209187366666667,0.10097743266666666,161839.68376666665,138218.6011,216992.64080000002,187020.15503333334,63865.85965333334,158.1446253,154.0187979,169.86076483333332,164.0779653333333,218.65071453333334,161997.82836666665,138372.61990000002,217162.50156666667,187184.23303333332,64084.51036666668
44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5,29.17815,29.294945,30.189175,26.658045,24.390725,981.1128399500001,1143.1416563,1016.404512,813.6796656500001,725.5636791,4.396257089000001,4.672429849,5.542660981,8.894175858499999,6.0695552415,6.6856239770000006,5.1104694035,5.4194767575,10.9215383615,4.5268299115,575.54166105,681.4856843,604.44736675,518.73165655,473.63282575,0.06682840749999999,0.049490229499999996,0.05152875800000001,0.06607065,0.0873221215,162534.679,139017.30935,217590.00199999998,187392.50994999998,64142.61585,151.1284416,147.7666321,162.5147148,153.63876165,200.87804325,162685.80745,139165.07595,217752.51669999998,187546.1487,64343.493895
45.0,28.73147,28.65318,29.64638,26.25145,24.03903,603.4718472,659.4358486,586.7716075,482.4271786,417.5713465,4.395838049,4.671689883,5.542116326,8.893765716,6.069189628,10.54464432,10.61980231,13.92213487,18.47663152,4.698022882,409.5692023,455.8958391,416.5916516,376.9641363,339.1726903,0.131010146,0.121282923,0.11289288,0.207806367,0.201164295,160515.6273,136671.6298,215953.0192,186319.9316,63363.67528,204.4489588,197.9448711,217.4852655,238.5506701,320.4176111,160720.0762,136869.5747,216170.5045,186558.4822,63684.09289
45.5,28.82115,28.77846,29.74106,26.32442,24.09532,672.5977843,746.621573,657.3460906,539.7702542,467.5374412,4.395915005,4.671827692,5.542213742,8.893828731,6.069246278,8.852779157,8.0571686,11.12992226,16.60845163,4.538864884,438.5079304,494.0246948,444.9949006,399.660469,358.768824,0.107631231,0.087298216,0.086380158,0.143480157,0.147261751,160857.6261,137056.417,216186.2322,186508.6015,63490.10966,178.4244668,172.0943445,191.4024697,194.9101537,268.8663741,161036.0506,137228.5113,216377.6347,186703.5116,63758.97603
46.0,29.120065,29.208045,30.122915,26.610185,24.350975,936.1035302,1083.53933135,967.8189150999999,776.4727114,691.7996266,4.396200294,4.672316748,5.5425952815,8.8941323955,6.0695162575,7.683716497500001,6.8453376165,7.500847536,12.2342781455,4.6507620815,556.3505859,654.95090255,584.5805056,503.6708665,459.72647365,0.075540362,0.0623406965,0.060829592,0.09823375499999999,0.1045709355,162300.3886,138744.56900000002,217418.80745,187270.43274999998,64056.347945,160.2492629,156.0393811,171.8051294,168.84159245,222.3676528,162460.63785,138900.60835,217590.61255000002,187439.27435000002,64278.715599999996
46.5,29.28603,29.45637,30.32969,26.75998,24.4797,1067.789641,1259.469543,1119.518074,891.0718544,798.3148438,4.39633448,4.672602111,5.542779549,8.89427793,6.069649421,5.859764854,4.386886976,3.083406388,8.092158774,4.441417829,613.7075855,736.2749468,649.2412809,551.2232903,505.28895,0.046537274,0.035259133,0.041907205,0.061055386,0.062095731,163004.2982,139584.1419,217979.5642,187636.2771,64321.18794,142.6636857,140.3528286,153.0329174,143.2822895,178.1484136,163146.9619,139724.4947,218132.5971,187779.5594,64499.33635
47.0,29.364040000000003,29.56408,30.42813,26.836084999999997,24.549395,1140.6294830000002,1349.454049,1205.052852,957.07725125,861.2119303,4.3964217775000005,4.672716961,5.542890474,8.894362706999999,6.0697261860000005,5.807122007,4.353982244499999,2.911054933,7.599279528,4.549614388,646.7635242,779.80582215,688.8362894500001,581.24912925,534.54643075,0.046096162499999996,0.033772302500000004,0.0387000215,0.056476232,0.061125485,163407.97775000002,140048.1522,218334.49365,187853.4676,64485.70816,142.07628805,139.85107375,152.3606468,142.5343734,176.49419934999997,163550.054,140188.00329999998,218486.8543,187996.002,64662.202359999996
47.5,28.88134,28.86563,29.80674,26.37317,24.13676,717.4567168,805.8122541,704.4376211,576.0363903,499.8923583,4.395968477,4.67194769,5.542277126,8.893877865,6.069281943,7.937432249,6.443535123,9.217909341,15.41057757,4.40666171,458.317949,521.1809215,465.029387,415.1741693,373.2918037,0.1102779,0.085386576,0.083172974,0.141299608,0.147692971,161103.9584,137341.4885,216362.4873,186636.5987,63585.74332,178.2931779,171.7642149,190.9667525,191.9181705,268.392696,161282.2516,137513.2527,216553.4541,186828.5168,63854.13601
48.0,29.01079,29.05901,29.9925,26.506045,24.261409999999998,838.77538525,964.4348384499999,857.7824503500001,688.47015885,610.7355983,4.3960910785,4.6721410275,5.542453432,8.894023303,6.0694227255,8.4467351295,7.7970718214999994,8.881641109,13.5782117375,4.6290665565,513.49018915,599.1350273,535.7191887,465.25090775,423.6698314,0.080833701,0.0740229395,0.073551422,0.126798953,0.1251617075,161780.52805,138159.9839,216990.19124999997,186981.22204999998,63846.2709,170.5494592,166.04821535000002,182.16719925,186.15287565,243.6520748,161951.0775,138326.0321,217172.35845,187167.3749,64089.922975
48.5,28.73012,28.65163,29.64307,26.246,24.03433,600.8183221,657.349048,582.7341624,477.7049719,413.4954669,4.395835302,4.671675851,5.54211062,8.893757209,6.069183676,10.65593175,10.76391906,14.05757989,18.69592379,4.72037809,408.8752953,455.5539509,415.264903,375.1016027,337.3032173,0.114909572,0.113636364,0.10818901,0.1960314,0.188227684,160504.7684,136669.9755,215937.7642,186304.8243,63351.8801,198.4948974,191.6976359,211.4627289,228.808112,309.4367555,160703.2633,136861.6731,216149.227,186533.6324,63661.31686
