,,Annual Mean Annual MRT (C),,,,,Annual Mean Solar Gains ,,,,,Volumne Flow Rate ,,,,,Total Ventilation Heat Gain [W],,,,,Total Ventilation Heat Loss [W],,,,,Daylight - Glare percentage ,,,,,Cooing Energy Uses,,,,,Lighting Energy Uses,,,,,Total Energy Uses,,,,,Embodied Carbon,,,,,
218,39.07328736,29.16602,29.29092,30.18429,26.64742,24.37997,961.2436233,1126.199796,997.9157994,797.1251308,710.4963512,4.396230028,4.672442845,5.542644874,8.894163299,6.069536558,6.08373004,4.533107183,3.615687128,9.167926265,4.323594042,565.3066673,671.7985332,593.5688372,508.7520153,464.7735895,0.050507278,0.039294817,0.045755826,0.067597034,0.065114273,162414.2743,138907.2383,217487.9227,187321.9187,64086.3543,144.264413,141.6702608,154.8375248,145.0423384,182.5854735,162558.5387,139048.9085,217642.7603,187466.9611,64268.93977,,,,,,
393,39.35459938,29.25495,29.41407,30.29516,26.73278,24.45658,1041.084253,1225.711121,1090.620264,868.6333618,778.0450762,4.396307958,4.67255462,5.542749171,8.89424585,6.069624135,5.910266063,4.426009812,3.18022291,8.277951088,4.417202889,601.3052583,719.7255266,635.8292711,540.8719129,495.8151428,0.046537274,0.035259133,0.04233483,0.060837331,0.062095731,162855.1186,139413.5112,217864.9473,187557.3658,64263.16589,142.6712558,140.3537747,153.0345289,143.3061926,178.1543189,162997.7898,139553.865,218017.9818,187700.672,64441.32021,,,,,,
79,39.68452755,29.37201,29.57514,30.44014,26.84515,24.55851,1148.459399,1358.768556,1215.312584,964.9316673,869.1749547,4.396433715,4.672728858,5.542900395,8.894372128,6.069734782,5.807317674,4.34569124,2.870818188,7.474392449,4.562673202,650.123744,784.1543119,693.4368408,584.6668945,538.2105934,0.043670049,0.033772302,0.038272397,0.058438727,0.060155239,163450.4758,140095.975,218378.6439,187876.7058,64504.18823,142.2445896,140.009552,152.5017466,142.7419313,176.9810737,163592.7204,140235.9846,218531.1456,188019.4478,64681.1693,,,,,,
221,40.13780132,28.68344,28.59566,29.60035,26.21319,24.00811,568.8000962,620.0853097,554.357722,455.7239407,395.0955296,4.395799452,4.671623221,5.542069639,8.89373706,6.069159376,11.30092757,11.45740542,15.30123124,19.61687254,4.823063179,393.8362208,437.3021856,402.5151695,365.2533224,328.5577344,0.11557124,0.10960068,0.106692324,0.19559529,0.186502803,160311.3733,136447.9039,215811.7316,186207.346,63280.38227,198.2528584,191.105433,210.5193451,229.6096578,309.549147,160509.6262,136639.0093,216022.2509,186436.9557,63589.93142,,,,,,
451,40.64061031,28.86227,28.84851,29.7948,26.3604,24.12896,703.6298746,792.4233702,695.0733805,567.0446523,493.6437025,4.395969131,4.671940602,5.542271849,8.893865079,6.0692773,7.935842425,6.216124882,8.924340249,15.43451285,4.388017998,451.5029093,514.0908132,460.1408311,410.6468453,370.1836103,0.106528452,0.083262532,0.07718623,0.139555168,0.147692971,161019.9525,137257.3557,216317.0999,186589.3441,63555.1632,177.7755265,171.3500018,190.4252614,190.4906989,268.2391767,161197.7281,137428.7057,216507.5252,186779.8348,63823.40237,,,,,,
205,40.87416635,28.79237,28.7454,29.71401,26.30168,24.07777,650.6910864,722.3282353,637.2139707,523.046651,453.6835832,4.395898684,4.671798975,5.542196666,8.893808663,6.069228384,9.062447418,8.093234558,11.59616166,17.10695174,4.576627651,428.3615087,482.1040486,436.0076625,392.2897721,352.433783,0.103881782,0.086448598,0.081034851,0.145224597,0.14661492,160730.8901,136918.7344,216100.2752,186440.5644,63442.03234,178.0147442,171.6906439,190.8721814,194.9845855,268.8231635,160908.9049,137090.425,216291.1474,186635.549,63710.85551,,,,,,
84,41.39551225,29.07526,29.16137,30.06571,26.55823,24.29957,881.1879785,1024.068312,902.0698715,723.9847396,640.5449314,4.396153646,4.672296532,5.542526874,8.894069001,6.069451719,6.377498438,4.726572372,4.403946048,10.53833117,4.250805876,529.5959801,623.1548359,550.3157014,476.5861175,433.2305339,0.047860609,0.046516568,0.058584563,0.073266463,0.078913325,161975.6164,138393.1475,217103.8998,187087.5567,63912.39179,148.8355685,145.7112263,160.5214625,150.4286681,195.7887392,162124.4519,138538.8587,217264.4213,187237.9854,64108.18053,,,,,,
51,41.61842161,29.23673,29.38841,30.27071,26.7141,24.43925,1023.956326,1204.466082,1069.777589,852.6088394,762.526875,4.396295118,4.672529304,5.54272774,8.894230577,6.06960445,5.928885968,4.442334124,3.261933521,8.477838559,4.391062248,593.6935551,709.5557448,626.3679115,533.7425598,488.7156673,0.04830172,0.036958369,0.043403891,0.0638901,0.063820612,162761.0839,139305.1259,217779.0879,187506.43,64224.64381,143.2908993,140.8394888,153.7753693,143.9010157,179.8585077,162904.3748,139445.9653,217932.8633,187650.331,64404.50231,,,,,,
22,42.02447399,29.17879,29.30763,30.19726,26.65782,24.38835,971.7798677,1139.206235,1008.51268,805.4638546,717.7464765,4.396240594,4.672462273,5.542658724,8.894170945,6.069544506,6.041560677,4.50947146,3.567411113,9.085157374,4.329711955,570.2006977,678.1652832,598.4149245,512.5957973,468.1438451,0.04830172,0.039294817,0.045755826,0.067815089,0.065114273,162473.2376,138973.2029,217529.5229,187352.5967,64108.53729,144.2459206,141.6698049,154.8326899,145.0396181,182.5814883,162617.4836,139114.8727,217684.3556,187497.6363,64291.11878,,,,,,
148,42.20353081,28.67427,28.58107,29.58957,26.20228,24.00165,561.0317214,609.5986979,545.5421246,446.9248182,388.1012679,4.395792396,4.671599788,5.542048025,8.893722616,6.069154287,11.59317175,11.841949,15.73325115,19.95712397,4.847698444,391.134701,433.313298,399.4711324,362.245574,326.3839878,0.140273489,0.131053526,0.125507804,0.216528565,0.204182837,160284.659,136420.5846,215797.285,186187.6612,63271.32615,207.554945,200.5657455,219.9329777,243.7339834,326.2926803,160492.2139,136621.1504,216017.218,186431.3952,63597.61883,,,,,,
168,42.81086567,29.15596,29.27504,30.16721,26.63509,24.36744,951.4683158,1113.275258,983.9964146,786.7450859,699.7660351,4.39622192,4.672422267,5.542625996,8.894150895,6.069521696,6.100780859,4.549326799,3.722927398,9.387556922,4.31015292,561.0692355,665.7416603,587.2735058,504.253944,459.854631,0.05094839,0.040356839,0.046397263,0.068033144,0.065114273,162361.6533,138841.8449,217429.9952,187292.8244,64062.91069,144.5127401,141.886373,155.1747287,145.4014906,183.2517606,162506.166,138983.7313,217585.1699,187438.2259,64246.16245,,,,,,
208,42.96639465,28.68722,28.59689,29.60212,26.2133,24.01008,570.5553258,620.4828888,554.61566,454.7548114,394.5895381,4.395800326,4.671615303,5.542069415,8.893732748,6.069161798,11.34551908,11.58354613,15.31825519,19.6054704,4.815201752,395.2977741,438.2796616,403.2748269,365.5157343,329.2482967,0.140494045,0.131053526,0.12508018,0.21631051,0.204182837,160337.4037,136477.4004,215832.8343,186217.6522,63292.71247,207.4480449,200.5086807,219.9000993,243.593694,326.2545296,160544.8517,136677.9091,216052.7344,186461.2459,63618.967,,,,,,
422,43.54535165,29.00396,29.05661,29.97008,26.48805,24.23638,819.684628,944.0858319,827.3688496,667.5345897,586.4499752,4.39609253,4.672178232,5.542439562,8.893993694,6.06939104,6.702179708,4.988704138,5.426925234,12.12658424,4.236283652,502.3647339,585.2820678,517.0728315,452.3731219,409.281979,0.055580062,0.052463891,0.061364122,0.073484518,0.092927986,161641.0366,137994.8146,216809.7548,186910.658,63780.74593,153.9460024,150.3018289,166.0494026,156.8093112,209.4479092,161794.9826,138145.1165,216975.8042,187067.4674,63990.19384,,,,,,
365,43.66761865,28.85535,28.83189,29.78122,26.35267,24.12064,698.5137932,782.2108053,686.1774445,561.3565142,487.541511,4.395954012,4.671913453,5.542254713,8.893858291,6.069269069,8.163107742,6.666406696,9.669588785,15.79803134,4.438983566,449.5170988,509.668975,456.7236794,408.5233562,367.5184001,0.10608734,0.083262532,0.078255292,0.141953772,0.147908581,160994.8905,137216.6111,216289.1249,186578.227,63544.14804,177.8168263,171.4010668,190.498465,192.1197318,268.3506676,161172.7073,137388.0121,216479.6234,186770.3467,63812.49871,,,,,,
329,43.95621264,29.26147,29.42233,30.30014,26.73703,24.45931,1046.00283,1231.942547,1094.63557,871.8668524,780.4073405,4.396314747,4.672562839,5.542753825,8.894249826,6.06962655,5.893340577,4.412823271,3.170387202,8.276866134,4.417441159,603.7282501,722.9093391,637.7461963,542.4778559,496.9348854,0.046537274,0.035259133,0.042121018,0.060837331,0.062095731,162883.1242,139444.3776,217879.0427,187571.5801,64272.68499,142.6710472,140.353498,153.0344269,143.304853,178.1535668,163025.7952,139584.7311,218032.0771,187714.885,64450.83855,,,,,,
405,44.5326689,29.45433,29.68827,30.54196,26.92421,24.63044,1225.571506,1454.009797,1304.862903,1034.14406,934.7718408,4.396515578,4.672860254,5.543021113,8.894458656,6.069811719,5.766839187,4.332595134,2.752107326,7.115186833,4.681781582,685.4270701,830.525339,735.1647091,616.4614939,568.8851962,0.045655051,0.033559898,0.036561899,0.052769298,0.060155239,163879.6583,140587.4193,218748.6397,188107.3858,64678.66978,141.6817299,139.4929825,151.8889626,141.9792227,175.2762062,164021.34,140726.9123,218900.5287,188249.365,64853.94599,,,,,,
149,44.94223316,28.90197,28.90162,29.83639,26.39188,24.15101,736.6541739,832.2735156,727.946121,593.2152713,516.3555174,4.3959986,4.671999444,5.542300849,8.893893061,6.069298764,7.604408767,5.888343673,8.086846189,14.72788989,4.371878241,465.656252,532.4460296,473.7300244,421.0018192,378.3804553,0.088001764,0.065420561,0.066495617,0.079372002,0.114489004,161189.6997,137447.1994,216431.3643,186677.6341,63606.56192,160.5751533,156.0402817,173.140467,165.2983006,226.4798803,161350.2749,137603.2396,216604.5047,186842.9324,63833.0418,,,,,,
404,45.02541019,28.73147,28.65318,29.64638,26.25145,24.03903,603.4718472,659.4358486,586.7716075,482.4271786,417.5713465,4.395838049,4.671689883,5.542116326,8.893765716,6.069189628,10.54464432,10.61980231,13.92213487,18.47663152,4.698022882,409.5692023,455.8958391,416.5916516,376.9641363,339.1726903,0.131010146,0.121282923,0.11289288,0.207806367,0.201164295,160515.6273,136671.6298,215953.0192,186319.9316,63363.67528,204.4489588,197.9448711,217.4852655,238.5506701,320.4176111,160720.0762,136869.5747,216170.5045,186558.4822,63684.09289,,,,,,
106,45.71655367,28.82115,28.77846,29.74106,26.32442,24.09532,672.5977843,746.621573,657.3460906,539.7702542,467.5374412,4.395915005,4.671827692,5.542213742,8.893828731,6.069246278,8.852779157,8.0571686,11.12992226,16.60845163,4.538864884,438.5079304,494.0246948,444.9949006,399.660469,358.768824,0.107631231,0.087298216,0.086380158,0.143480157,0.147261751,160857.6261,137056.417,216186.2322,186508.6015,63490.10966,178.4244668,172.0943445,191.4024697,194.9101537,268.8663741,161036.0506,137228.5113,216377.6347,186703.5116,63758.97603,,,,,,
258,46.00371265,29.45613,29.69074,30.5442,26.92594,24.63203,1227.263257,1456.104579,1306.835811,1035.666997,936.2183799,4.396517973,4.672862555,5.543022365,8.89445984,6.069813576,5.767047336,4.332411124,2.749777872,7.108479221,4.685157087,686.1961813,831.5528957,736.0742947,617.1650628,569.5669087,0.045655051,0.033559898,0.036561899,0.052769298,0.060155239,163889.0944,140598.2043,218756.8012,188112.4557,64682.5477,141.6817209,139.4929472,151.8889475,141.9789883,175.2760399,164030.7761,140737.6972,218908.6901,188254.4347,64857.82374,,,,,,
395,46.27932127,28.784,28.72535,29.70163,26.29443,24.06992,644.9438034,710.9740837,628.8020192,517.2784258,447.3808733,4.395882615,4.671770941,5.542168198,8.893804951,6.069218939,9.600385659,9.358264109,12.2519172,17.36007707,4.616367076,426.5049905,478.3489094,433.0867165,390.1766702,349.8860386,0.105425673,0.091121495,0.085097285,0.143698212,0.148986632,160711.6828,136890.9337,216080.8137,186428.4098,63430.14819,178.8168049,172.585815,191.7213113,195.7041966,269.4592657,160890.4996,137063.5195,216272.535,186624.114,63699.60746,,,,,,
500,46.64052742,29.28603,29.45637,30.32969,26.75998,24.4797,1067.789641,1259.469543,1119.518074,891.0718544,798.3148438,4.39633448,4.672602111,5.542779549,8.89427793,6.069649421,5.859764854,4.386886976,3.083406388,8.092158774,4.441417829,613.7075855,736.2749468,649.2412809,551.2232903,505.28895,0.046537274,0.035259133,0.041907205,0.061055386,0.062095731,163004.2982,139584.1419,217979.5642,187636.2771,64321.18794,142.6636857,140.3528286,153.0329174,143.2822895,178.1484136,163146.9619,139724.4947,218132.5971,187779.5594,64499.33635,,,,,,
299,47.02021295,29.30176,29.47824,30.34952,26.77527,24.49359,1082.266468,1277.485405,1136.470381,904.1412185,810.7252009,4.396351662,4.672618786,5.54280247,8.894295854,6.069665268,5.840554194,4.375729116,3.036148647,7.967721109,4.461191288,620.2679925,744.9696583,657.0739921,557.1396147,511.0365098,0.046537274,0.033984707,0.040624332,0.059529001,0.062095731,163084.3254,139677.4923,218050.8681,187679.2414,64353.61798,142.4707197,140.2086584,152.8321012,143.0246851,177.7019054,163226.7961,139817.701,218203.7002,187822.2661,64531.31989,,,,,,
201,47.43138511,29.42632,29.64992,30.50674,26.8969,24.6052,1198.992498,1421.422693,1273.635323,1010.013284,911.6986597,4.396491893,4.672815136,5.542978478,8.89442956,6.069787104,5.77368982,4.332235373,2.785961219,7.230837947,4.638037488,673.2590559,814.641986,720.5985868,605.3586438,558.0563517,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163731.6301,140418.8121,218618.1192,188027.6938,64617.79834,141.6818564,139.4934891,151.8891924,142.0440617,175.2864933,163873.3119,140558.3056,218770.0084,188169.7379,64793.08483,,,,,,
123,47.54706993,28.88134,28.86563,29.80674,26.37317,24.13676,717.4567168,805.8122541,704.4376211,576.0363903,499.8923583,4.395968477,4.67194769,5.542277126,8.893877865,6.069281943,7.937432249,6.443535123,9.217909341,15.41057757,4.40666171,458.317949,521.1809215,465.029387,415.1741693,373.2918037,0.1102779,0.085386576,0.083172974,0.141299608,0.147692971,161103.9584,137341.4885,216362.4873,186636.5987,63585.74332,178.2931779,171.7642149,190.9667525,191.9181705,268.392696,161282.2516,137513.2527,216553.4541,186828.5168,63854.13601,,,,,,
356,48.01742931,28.70714,28.62212,29.6199,26.22475,24.01839,583.8690685,636.9529839,565.8577007,462.6038456,401.1564943,4.395811946,4.671643315,5.542085551,8.893735572,6.069170793,11.06863662,11.23129812,14.76223647,19.27676658,4.783222488,401.4986354,446.260167,408.2222638,368.7227644,331.8205282,0.115350684,0.114273577,0.107333761,0.19428696,0.188227684,160413.3583,136569.0184,215875.724,186249.1513,63313.27906,198.6351277,191.8880939,211.5090832,229.2833979,309.6037208,160611.9934,136760.9065,216087.2331,186478.4347,63622.88278,,,,,,
304,48.32614626,29.31444,29.4959,30.3651,26.78734,24.50443,1093.681702,1291.916693,1149.7072,914.3364721,820.3147023,4.396370211,4.67263874,5.542821313,8.894311034,6.069674658,5.824833639,4.362845523,3.001045748,7.879656895,4.474910625,625.4817429,752.0098876,663.2161136,561.7790511,515.5191346,0.046316718,0.033772302,0.039769083,0.059310946,0.062095731,163147.6978,139750.9494,218104.6585,187713.2928,64379.26274,142.4637907,140.2083368,152.8253153,143.0223534,177.7004288,163290.1616,139891.1577,218257.4838,187856.3151,64556.96317,,,,,,
358,48.75184725,28.73012,28.65163,29.64307,26.246,24.03433,600.8183221,657.349048,582.7341624,477.7049719,413.4954669,4.395835302,4.671675851,5.54211062,8.893757209,6.069183676,10.65593175,10.76391906,14.05757989,18.69592379,4.72037809,408.8752953,455.5539509,415.264903,375.1016027,337.3032173,0.114909572,0.113636364,0.10818901,0.1960314,0.188227684,160504.7684,136669.9755,215937.7642,186304.8243,63351.8801,198.4948974,191.6976359,211.4627289,228.808112,309.4367555,160703.2633,136861.6731,216149.227,186533.6324,63661.31686,,,,,,
315,49.16661859,29.42479,29.64789,30.50468,26.89532,24.60365,1197.4384,1419.631263,1271.756978,1008.555796,910.2622894,4.396489239,4.672812754,5.542976147,8.894428102,6.069785248,5.772570766,4.331530052,2.788332107,7.238985546,4.634839524,672.5652508,813.7871931,719.732795,604.7013408,557.3900265,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163723.033,140409.309,218609.9695,188023.074,64614.20921,141.6818589,139.4935037,151.8892033,142.0509047,175.286602,163864.7149,140548.8025,218761.8587,188165.1249,64789.49581,,,,,,
207,49.45397977,28.7652,28.6984,29.67956,26.278,24.05922,626.4930541,689.3709419,608.9404046,500.5226147,432.3929028,4.39586616,4.671732158,5.542148458,8.893783877,6.069208335,10.02722601,9.991273373,12.98308428,17.88684835,4.636672776,420.071654,470.1925936,426.3408031,384.8597358,345.9122525,0.123070137,0.11491079,0.109899508,0.197557785,0.193186718,160644.9531,136826.1438,216035.2262,186390.319,63413.39101,200.0423671,193.367858,213.2052847,229.6812311,313.6120987,160844.9955,137019.5116,216248.4314,186620.0002,63727.00311,,,,,,
91,50.03385995,28.72818,28.64976,29.64067,26.24249,24.0319,598.3938467,655.2888612,579.9537842,474.6876457,410.9518108,4.39582749,4.6716708,5.5421081,8.893748718,6.069183183,10.71209436,10.82104249,14.14155894,18.83542962,4.730235208,408.0876155,454.9300709,414.3729761,373.9529102,336.3451311,0.113806793,0.11299915,0.107547573,0.192978631,0.185640362,160495.7238,136665.6154,215929.4772,186297.0073,63346.76449,198.4261967,191.6920618,211.3833069,226.4107695,308.734779,160694.15,136857.3075,216140.8605,186523.4181,63655.49927,,,,,,
343,50.07278394,29.35131,29.54697,30.41137,26.82318,24.53711,1127.81119,1334.338765,1189.71373,945.1894235,849.634326,4.396407859,4.672692255,5.542867908,8.894346189,6.06970899,5.797571596,4.344450725,2.917604755,7.630556762,4.523273451,640.9309776,772.5186751,681.6963606,575.8225766,529.1606277,0.043670049,0.033772302,0.039341458,0.058438727,0.06037085,163336.7757,139967.8436,218268.9475,187815.0508,64456.18769,142.2525031,140.0098085,152.5019379,142.7447074,177.0027631,163479.0282,140107.8534,218421.4494,187957.7955,64633.19046,,,,,,
95,50.45204115,29.44085,29.66991,30.52487,26.91097,24.6181,1212.647486,1438.307976,1289.625797,1022.361862,923.4539536,4.396505698,4.67283837,5.543000887,8.894443442,6.06979772,5.766066684,4.330205692,2.768119379,7.170104897,4.659377846,679.5072655,822.8678884,728.0408551,611.0680353,563.5761384,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163807.6926,140505.8397,218684.5578,188068.6841,64648.98404,141.6817855,139.4932106,151.889071,142.0418673,175.277373,163949.3744,140645.3329,218836.4469,188210.7259,64824.26141,,,,,,
117,51.04733952,28.77991,28.72009,29.69518,26.28896,24.06439,639.0993137,705.7310808,621.5486753,510.9255805,441.0448892,4.395875347,4.671757925,5.542158478,8.893797126,6.069217459,9.822773488,9.693672783,12.53705463,17.6189871,4.635749973,424.92858,477.1167119,430.9036464,388.1147148,347.6964895,0.10344067,0.0913339,0.087663032,0.140427388,0.14683053,160692.5221,136882.7131,216058.565,186413.155,63418.48275,178.9711381,172.6227973,191.7759084,194.2648697,268.9897608,160871.4933,137055.3359,216250.3409,186607.4199,63687.47252,,,,,,
350,51.20725403,28.8563,28.82575,29.77614,26.35242,24.11725,697.0574967,778.7324771,681.3300631,558.9701525,483.5171644,4.395940141,4.671880535,5.542242873,8.893853176,6.069267986,8.486730405,7.624617913,10.42713505,16.08258866,4.487390753,449.974571,509.8160373,455.9877625,408.4994891,366.4008596,0.109175121,0.087723025,0.086807783,0.140645443,0.145536869,160999.332,137225.9511,216280.0561,186586.0737,63545.21078,178.2867654,172.028744,191.3370414,193.1873207,268.1882225,161177.6187,137397.9799,216471.3931,186779.261,63813.399,,,,,,
122,51.63808817,28.7707,28.70769,29.68511,26.28034,24.05761,631.9973694,696.9454266,613.9588027,504.3942288,435.4622451,4.395863366,4.67173739,5.542150363,8.893786629,6.069209085,10.0150607,9.911068106,12.83025781,17.84927152,4.656548178,421.9576941,473.2334105,427.8094421,385.3947919,345.2982665,0.105425673,0.0913339,0.087021595,0.140427388,0.14683053,160656.9148,136843.8714,216032.2018,186390.5171,63402.6744,179.102364,172.6962055,191.8182625,194.312944,269.0614229,160836.0171,137016.5676,216224.02,186584.8301,63671.73583,,,,,,
254,52.19360441,28.75179,28.67978,29.66399,26.26329,24.04899,613.9198873,674.5102253,595.0623652,487.439513,421.4588754,4.395850699,4.67169855,5.54212766,8.893770055,6.06919837,10.34595766,10.41744744,13.52194135,18.32515835,4.669026801,415.5633105,464.5911868,421.5751928,380.3288659,342.1951811,0.135421262,0.131690739,0.143681847,0.216964675,0.2076326,160597.4999,136785.5435,216003.0234,186360.603,63396.19721,210.7093996,205.2069863,224.2695563,244.8591774,329.2924756,160808.2093,136990.7505,216227.293,186605.4621,63725.48968,,,,,,
41,52.5047837,29.31657,29.49952,30.36655,26.78858,24.50484,1094.666872,1294.243526,1150.385916,914.8234964,820.3587673,4.396371869,4.672643286,5.542823667,8.894312945,6.0696758,5.81067839,4.352678913,2.998324885,7.890948292,4.469709199,626.0978268,753.2963464,663.6846937,562.1561465,515.6352179,0.046096162,0.033984707,0.03955527,0.059310946,0.062095731,163153.697,139761.0417,218104.9094,187716.93,64381.39278,142.4636895,140.2081457,152.8252677,143.0192089,177.6999148,163296.1607,139901.2499,218257.7346,187859.9492,64559.09269,,,,,,
126,52.65412361,28.77306,28.7105,29.687,26.28176,24.05902,633.0177484,698.421463,614.6610844,504.758203,435.705591,4.395864701,4.671736773,5.542152888,8.893786657,6.069208758,10.01072866,9.895336042,12.80686625,17.83461628,4.651456126,422.67581,474.1957371,428.3921888,385.8230215,345.738379,0.103881782,0.093457944,0.090228779,0.145006542,0.151358344,160667.3189,136857.7808,216039.0692,186395.3984,63407.43792,181.494817,174.8758871,194.2514075,197.3685133,273.3387533,160848.8138,137032.6567,216233.3206,186592.7669,63680.77667,,,,,,
3,53.24023498,28.98576,29.0232,29.93165,26.46362,24.20945,800.7527402,918.4865915,797.3695745,646.5909239,563.6561681,4.396062828,4.672132683,5.542409344,8.893972873,6.06936124,6.860358562,5.212887013,6.377742183,13.23935983,4.28084416,494.8906719,574.0957361,504.717339,444.3984964,399.5547331,0.056903397,0.053101105,0.062433184,0.073048408,0.094437257,161544.2477,137874.4872,216691.6979,186865.1638,63740.30525,154.0785398,150.5992544,166.4605588,157.0686764,209.8478639,161698.3262,138025.0864,216858.1584,187022.2325,63950.15311,,,-5146.251041,,,
98,53.48359175,28.9169,28.91635,29.84392,26.40143,24.1559,744.8662083,842.3100183,732.0450824,597.9715164,518.3678956,4.395995309,4.672003344,5.542310556,8.893904407,6.06930445,7.617993315,6.114638508,8.552264155,14.9119309,4.398125578,470.4475779,538.5599864,476.9593466,424.2530735,380.2494235,0.099911778,0.068819031,0.064143682,0.083733101,0.117723157,161245.9112,137514.5766,216454.2982,186713.6651,63630.08574,162.6045259,157.8865065,175.2869378,167.9096083,230.5639643,161408.5157,137672.4631,216629.5851,186881.5747,63860.6497,,,,,,
210,53.97763448,28.79448,28.73866,29.7091,26.30098,24.07522,647.5959412,717.086354,629.5840258,517.2973602,446.1643638,4.395884809,4.671769899,5.542173758,8.893805161,6.069226515,9.676381197,9.528896876,12.25845658,17.38711901,4.598525311,429.478323,483.3098425,435.2521112,391.8359296,351.3533129,0.098808999,0.100254885,0.107333761,0.166593982,0.163001294,160755.7865,136961.693,216104.7225,186449.5886,63451.4189,189.2243099,183.3600337,202.7021105,210.038114,290.0935309,160945.0108,137145.053,216307.4246,186659.6267,63741.51243,,,,,,
204,54.11789477,28.79239,28.73572,29.70679,26.29898,24.07367,646.0478504,715.0499341,627.8898651,515.8269608,444.9232799,4.39588244,4.671764834,5.542172695,8.8938026,6.06922522,9.722702297,9.580815724,12.32415841,17.43550516,4.602960975,428.8734972,482.4019604,434.551819,391.2175875,350.8119913,0.098808999,0.10046729,0.107333761,0.167030092,0.163001294,160748.1051,136953.1195,216099.2229,186444.6978,63448.00644,189.2361794,183.4454755,202.7048243,210.0689781,290.1012346,160937.3413,137136.565,216301.9277,186654.7668,63738.10767,,,,,,
490,54.49478349,28.88815,28.87237,29.81018,26.37782,24.13572,721.3652486,811.42451,706.3633828,578.650625,500.4929417,4.395962322,4.671930569,5.542280738,8.893877357,6.0692838,8.071374438,6.973561786,9.637206949,15.55725583,4.452084599,460.5541656,524.8095701,466.6008631,416.5828987,372.9866767,0.109175121,0.073704333,0.066495617,0.100523332,0.124838292,161124.3692,137376.3811,216363.0663,186653.2809,63586.68869,167.0908687,161.8904842,179.5152539,175.8129655,241.5242546,161291.4601,137538.2715,216542.5815,186829.0939,63828.21295,,,,,,
462,54.92632162,29.41916,29.64054,30.49712,26.88951,24.59798,1191.69644,1413.112436,1264.86085,1003.206592,904.9690724,4.396480445,4.672805785,5.542968821,8.894423073,6.069778149,5.76796259,4.328099444,2.793268355,7.26824579,4.622740899,669.9998377,810.6743106,716.6001282,602.2851979,554.9413199,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163691.1418,140374.5395,218579.9232,188006.23,64601.06949,141.6818652,139.4935483,151.8892418,142.051486,175.2869777,163832.8236,140514.033,218731.8124,188148.2815,64776.35647,,,,,,
386,55.12569909,29.41755,29.63834,30.49504,26.8879,24.59647,1190.125168,1411.227241,1263.00337,1001.770007,903.5818364,4.396479484,4.67280304,5.542967857,8.894421213,6.069776344,5.769479483,4.328510844,2.79576839,7.27640989,4.619983341,669.2991463,809.7641087,715.7337371,601.630406,554.2938145,0.045655051,0.033559898,0.036775711,0.053423463,0.060155239,163682.3968,140364.7119,218572.0699,188001.5573,64597.48708,141.681871,139.4935733,151.8892545,142.0517082,175.2871134,163824.0787,140504.2055,218723.9592,188143.609,64772.77419,,,,,,
341,55.70321599,28.82165,28.77553,29.73772,26.32452,24.09381,667.5259679,742.6503725,650.1266534,534.2871139,460.5265942,4.395907151,4.671813662,5.542199394,8.893829102,6.069245481,9.257688065,9.019167641,11.5516373,16.85602564,4.547508017,438.3307321,495.2141842,444.1481718,399.2742444,357.8806584,0.098808999,0.100679694,0.107119949,0.167466201,0.162138853,160864.7371,137087.6899,216181.4018,186513.7023,63497.30336,189.0255999,183.2581343,202.6529126,209.7027588,289.9505219,161053.7627,137270.948,216384.0547,186723.4051,63787.25388,,,,,,
101,55.94027979,29.09612,29.18761,30.07515,26.56881,24.30283,892.8999065,1041.263105,907.3812352,729.4194703,641.5673415,4.396164512,4.672326842,5.542552162,8.894079676,6.069457179,6.233289669,4.657562503,4.500888985,10.83264879,4.235296669,536.0605543,632.6682429,553.7891507,480.266335,434.5177533,0.046316718,0.047366185,0.059653624,0.073920628,0.079344545,162047.5364,138480.74,217117.8685,187129.3537,63937.85759,149.6129261,146.6239828,161.7476883,151.5642401,198.1236277,162197.1494,138627.364,217279.6162,187280.918,64135.98122,,,,,,
253,56.27805221,28.98263,29.01637,29.92352,26.45937,24.20385,797.1438953,913.5259623,791.1649172,642.695643,558.9972434,4.396056199,4.672117789,5.54239684,8.893967389,6.069354547,6.913099107,5.304763836,6.704503928,13.51692229,4.300971019,493.5670044,572.0876152,502.3495388,443.1282977,397.6092609,0.057565064,0.0528887,0.06115031,0.071958133,0.093790427,161526.4107,137853.2871,216668.2056,186860.4136,63734.17005,153.684381,150.3379139,166.139714,156.7843385,209.1005022,161680.0951,138003.625,216834.3453,187017.198,63943.27055,,,,,,
262,56.76587567,29.00042,29.04369,29.94629,26.47583,24.21847,811.295334,933.0722803,807.9709066,655.226149,570.6284586,4.396076281,4.672149213,5.542427345,8.893986913,6.069369576,6.747256858,5.159069399,6.275739872,13.11346658,4.2745554,499.9208287,581.435225,509.7918216,448.5310321,402.922475,0.057565064,0.053313509,0.061577935,0.072176188,0.093790427,161603.8882,137948.2816,216731.8615,186900.49,63764.78767,153.6722271,150.3178987,166.1332105,156.7069563,209.0803934,161757.5604,138098.5995,216897.9947,187057.1969,63973.86807,,,,,,
