年份,地级市,邻1,邻2,邻3
2010,丽水市,舟山市,衢州市,湖州市
2010,阜阳市,滁州市,六安市,宿州市
2010,拉萨市,日喀则市,昌都市,林芝市
2010,昌都市,林芝市,山南市,那曲地区
2010,山南市,林芝市,那曲地区,昌都市
2010,日喀则市,昌都市,林芝市,山南市
2010,那曲地区,山南市,林芝市,昌都市
2010,阿里地区,那曲地区,山南市,林芝市
2010,林芝市,山南市,那曲地区,昌都市
2010,西宁市,海西蒙古族藏族自治州,海东市,海南藏族自治州
2010,海东市,海南藏族自治州,海北藏族自治州,黄南藏族自治州
2010,海北藏族自治州,黄南藏族自治州,海南藏族自治州,玉树藏族自治州
2010,黄南藏族自治州,海北藏族自治州,玉树藏族自治州,果洛藏族自治州
2010,海南藏族自治州,海北藏族自治州,黄南藏族自治州,玉树藏族自治州
2010,果洛藏族自治州,玉树藏族自治州,黄南藏族自治州,海北藏族自治州
2010,玉树藏族自治州,果洛藏族自治州,黄南藏族自治州,海北藏族自治州
2010,海西蒙古族藏族自治州,海东市,西宁市,海南藏族自治州
2010,贵阳市,遵义市,毕节市,六盘水市
2010,六盘水市,毕节市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2010,遵义市,贵阳市,毕节市,六盘水市
2010,安顺市,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州
2010,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州,安顺市
2010,黔西南布依族苗族自治州,黔东南苗族侗族自治州,铜仁市,黔南布依族苗族自治州
2010,毕节市,六盘水市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2010,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市,黔南布依族苗族自治州
2010,黔南布依族苗族自治州,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市
2010,无锡市,南京市,南通市,常州市
2010,徐州市,常州市,南通市,盐城市
2010,常州市,徐州市,南通市,盐城市
2010,苏州市,无锡市,南京市,南通市
2010,南通市,常州市,徐州市,盐城市
2010,连云港市,宿迁市,淮安市,镇江市
2010,淮安市,连云港市,宿迁市,镇江市
2010,盐城市,扬州市,泰州市,镇江市
2010,扬州市,盐城市,泰州市,镇江市
2010,石家庄市,邯郸市,唐山市,沧州市
2010,承德市,秦皇岛市,张家口市,衡水市
2010,张家口市,秦皇岛市,承德市,衡水市
2010,秦皇岛市,张家口市,承德市,衡水市
2010,唐山市,石家庄市,邯郸市,沧州市
2010,廊坊市,邢台市,张家口市,秦皇岛市
2010,保定市,沧州市,邯郸市,廊坊市
2010,沧州市,保定市,邯郸市,廊坊市
2010,衡水市,承德市,秦皇岛市,张家口市
2010,邢台市,廊坊市,张家口市,秦皇岛市
2010,邯郸市,沧州市,保定市,廊坊市
2010,呼和浩特市,包头市,通辽市,鄂尔多斯市
2010,包头市,鄂尔多斯市,呼和浩特市,通辽市
2010,呼伦贝尔市,赤峰市,通辽市,巴彦淖尔市
2010,兴安盟,阿拉善盟,乌海市,乌兰察布市
2010,通辽市,赤峰市,呼伦贝尔市,巴彦淖尔市
2010,赤峰市,通辽市,呼伦贝尔市,巴彦淖尔市
2010,锡林郭勒盟,巴彦淖尔市,乌兰察布市,乌海市
2010,乌兰察布市,锡林郭勒盟,巴彦淖尔市,乌海市
2010,巴彦淖尔市,锡林郭勒盟,乌兰察布市,乌海市
2010,乌海市,阿拉善盟,兴安盟,乌兰察布市
2010,阿拉善盟,兴安盟,乌海市,乌兰察布市
2010,太原市,长治市,临汾市,吕梁市
2010,大同市,朔州市,晋城市,晋中市
2010,阳泉市,忻州市,朔州市,大同市
2010,长治市,临汾市,吕梁市,运城市
2010,晋城市,晋中市,大同市,朔州市
2010,朔州市,大同市,晋城市,晋中市
2010,晋中市,晋城市,运城市,大同市
2010,运城市,吕梁市,临汾市,晋中市
2010,忻州市,阳泉市,朔州市,大同市
2010,临汾市,长治市,吕梁市,运城市
2010,吕梁市,运城市,临汾市,长治市
2010,蚌埠市,巢湖市,宿州市,淮南市
2010,淮南市,巢湖市,蚌埠市,宿州市
2010,滁州市,六安市,阜阳市,宿州市
2010,六安市,滁州市,宿州市,蚌埠市
2010,马鞍山市,阜阳市,滁州市,六安市
2010,巢湖市,蚌埠市,宿州市,淮南市
2010,芜湖市,安庆市,马鞍山市,阜阳市
2010,宣城市,亳州市,铜陵市,淮北市
2010,铜陵市,淮北市,亳州市,宣城市
2010,池州市,黄山市,淮北市,铜陵市
2010,安庆市,芜湖市,马鞍山市,阜阳市
2010,黄山市,池州市,淮北市,铜陵市
2010,宿州市,蚌埠市,巢湖市,六安市
2010,合肥市,芜湖市,安庆市,马鞍山市
2010,淮北市,铜陵市,亳州市,宣城市
2010,亳州市,宣城市,铜陵市,淮北市
2010,成都市,绵阳市,德阳市,宜宾市
2010,自贡市,资阳市,内江市,泸州市
2010,攀枝花市,广安市,眉山市,遂宁市
2010,泸州市,内江市,乐山市,资阳市
2010,德阳市,绵阳市,宜宾市,南充市
2010,绵阳市,德阳市,宜宾市,南充市
2010,广元市,雅安市,巴中市,遂宁市
2010,遂宁市,攀枝花市,广安市,眉山市
2010,内江市,泸州市,资阳市,自贡市
2010,乐山市,泸州市,凉山彝族自治州,内江市
2010,南充市,达州市,宜宾市,凉山彝族自治州
2010,眉山市,广安市,攀枝花市,遂宁市
2010,宜宾市,南充市,德阳市,达州市
2010,广安市,攀枝花市,眉山市,遂宁市
2010,达州市,南充市,凉山彝族自治州,宜宾市
2010,雅安市,巴中市,广元市,阿坝藏族羌族自治州
2010,巴中市,雅安市,广元市,阿坝藏族羌族自治州
2010,资阳市,自贡市,内江市,泸州市
2010,阿坝藏族羌族自治州,甘孜藏族自治州,巴中市,雅安市
2010,甘孜藏族自治州,阿坝藏族羌族自治州,巴中市,雅安市
2010,凉山彝族自治州,达州市,乐山市,南充市
2010,兰州市,酒泉市,庆阳市,白银市
2010,嘉峪关市,陇南市,金昌市,定西市
2010,金昌市,张掖市,武威市,平凉市
2010,白银市,天水市,庆阳市,平凉市
2010,天水市,白银市,庆阳市,平凉市
2010,武威市,平凉市,张掖市,金昌市
2010,张掖市,金昌市,武威市,平凉市
2010,平凉市,武威市,张掖市,金昌市
2010,酒泉市,庆阳市,白银市,天水市
2010,庆阳市,白银市,酒泉市,天水市
2010,定西市,陇南市,嘉峪关市,临夏回族自治州
2010,陇南市,定西市,嘉峪关市,金昌市
2010,临夏回族自治州,甘南藏族自治州,定西市,陇南市
2010,甘南藏族自治州,临夏回族自治州,定西市,陇南市
2010,昆明市,曲靖市,玉溪市,红河哈尼族彝族自治州
2010,曲靖市,玉溪市,红河哈尼族彝族自治州,大理白族自治州
2010,玉溪市,红河哈尼族彝族自治州,大理白族自治州,曲靖市
2010,保山市,普洱市,临沧市,文山壮族苗族自治州
2010,昭通市,楚雄彝族自治州,文山壮族苗族自治州,大理白族自治州
2010,丽江市,德宏傣族景颇族自治州,西双版纳傣族自治州,迪庆藏族自治州
2010,普洱市,保山市,临沧市,文山壮族苗族自治州
2010,临沧市,普洱市,保山市,西双版纳傣族自治州
2010,楚雄彝族自治州,昭通市,大理白族自治州,文山壮族苗族自治州
2010,红河哈尼族彝族自治州,玉溪市,大理白族自治州,楚雄彝族自治州
2010,文山壮族苗族自治州,昭通市,保山市,楚雄彝族自治州
2010,西双版纳傣族自治州,丽江市,德宏傣族景颇族自治州,临沧市
2010,大理白族自治州,楚雄彝族自治州,昭通市,文山壮族苗族自治州
2010,德宏傣族景颇族自治州,丽江市,西双版纳傣族自治州,迪庆藏族自治州
2010,怒江傈僳族自治州,迪庆藏族自治州,德宏傣族景颇族自治州,丽江市
2010,迪庆藏族自治州,怒江傈僳族自治州,德宏傣族景颇族自治州,丽江市
2010,西安市,榆林市,咸阳市,宝鸡市
2010,铜川市,商洛市,安康市,汉中市
2010,宝鸡市,延安市,渭南市,咸阳市
2010,咸阳市,宝鸡市,延安市,渭南市
2010,渭南市,延安市,宝鸡市,咸阳市
2010,延安市,宝鸡市,渭南市,咸阳市
2010,汉中市,安康市,商洛市,渭南市
2010,榆林市,咸阳市,宝鸡市,延安市
2010,安康市,商洛市,铜川市,汉中市
2010,福州市,泉州市,厦门市,漳州市
2010,厦门市,漳州市,福州市,龙岩市
2010,莆田市,宁德市,南平市,三明市
2010,三明市,龙岩市,莆田市,宁德市
2010,泉州市,福州市,厦门市,漳州市
2010,漳州市,龙岩市,三明市,莆田市
2010,南平市,宁德市,莆田市,三明市
2010,龙岩市,三明市,莆田市,宁德市
2010,宁德市,南平市,莆田市,三明市
2010,南宁市,柳州市,桂林市,玉林市
2010,柳州市,桂林市,玉林市,南宁市
2010,桂林市,柳州市,玉林市,梧州市
2010,梧州市,百色市,贵港市,钦州市
2010,北海市,来宾市,崇左市,河池市
2010,防城港市,贺州市,崇左市,北海市
2010,钦州市,贵港市,河池市,百色市
2010,贵港市,钦州市,百色市,梧州市
2010,玉林市,梧州市,桂林市,百色市
2010,百色市,梧州市,贵港市,钦州市
2010,贺州市,防城港市,崇左市,北海市
2010,河池市,钦州市,来宾市,北海市
2010,来宾市,北海市,崇左市,河池市
2010,崇左市,北海市,来宾市,防城港市
2010,郑州市,洛阳市,南阳市,许昌市
2010,开封市,三门峡市,驻马店市,濮阳市
2010,洛阳市,南阳市,许昌市,安阳市
2010,平顶山市,安阳市,许昌市,焦作市
2010,安阳市,许昌市,平顶山市,焦作市
2010,鹤壁市,漯河市,濮阳市,三门峡市
2010,新乡市,周口市,商丘市,焦作市
2010,焦作市,周口市,新乡市,平顶山市
2010,濮阳市,漯河市,三门峡市,开封市
2010,许昌市,安阳市,平顶山市,焦作市
2010,漯河市,濮阳市,三门峡市,开封市
2010,三门峡市,开封市,濮阳市,驻马店市
2010,南阳市,洛阳市,许昌市,安阳市
2010,商丘市,新乡市,信阳市,周口市
2010,信阳市,驻马店市,商丘市,新乡市
2010,周口市,焦作市,新乡市,平顶山市
2010,驻马店市,信阳市,商丘市,开封市
2010,哈尔滨市,大庆市,齐齐哈尔市,牡丹江市
2010,齐齐哈尔市,牡丹江市,绥化市,佳木斯市
2010,鸡西市,双鸭山市,佳木斯市,七台河市
2010,鹤岗市,黑河市,伊春市,七台河市
2010,双鸭山市,鸡西市,七台河市,佳木斯市
2010,大庆市,哈尔滨市,齐齐哈尔市,牡丹江市
2010,伊春市,鹤岗市,黑河市,七台河市
2010,佳木斯市,鸡西市,双鸭山市,七台河市
2010,七台河市,黑河市,鹤岗市,双鸭山市
2010,牡丹江市,绥化市,齐齐哈尔市,佳木斯市
2010,黑河市,鹤岗市,七台河市,伊春市
2010,绥化市,牡丹江市,齐齐哈尔市,佳木斯市
2010,大兴安岭地区,伊春市,鹤岗市,黑河市
2010,武汉市,宜昌市,襄阳市,黄冈市
2010,黄石市,荆门市,十堰市,孝感市
2010,十堰市,荆门市,黄石市,孝感市
2010,宜昌市,襄阳市,黄冈市,荆州市
2010,襄阳市,宜昌市,黄冈市,荆州市
2010,鄂州市,随州市,恩施土家族苗族自治州,咸宁市
2010,荆门市,十堰市,黄石市,孝感市
2010,孝感市,荆州市,黄冈市,十堰市
2010,荆州市,黄冈市,孝感市,十堰市
2010,黄冈市,荆州市,孝感市,十堰市
2010,咸宁市,随州市,鄂州市,恩施土家族苗族自治州
2010,随州市,鄂州市,恩施土家族苗族自治州,咸宁市
2010,恩施土家族苗族自治州,鄂州市,随州市,咸宁市
2010,乌鲁木齐市,伊犁哈萨克自治州,克拉玛依市,巴音郭楞蒙古自治州
2010,克拉玛依市,巴音郭楞蒙古自治州,昌吉回族自治州,伊犁哈萨克自治州
2010,吐鲁番地区,哈密地区,阿勒泰地区,博尔塔拉蒙古自治州
2010,哈密地区,吐鲁番地区,阿勒泰地区,博尔塔拉蒙古自治州
2010,昌吉回族自治州,巴音郭楞蒙古自治州,克拉玛依市,阿克苏地区
2010,伊犁哈萨克自治州,克拉玛依市,巴音郭楞蒙古自治州,昌吉回族自治州
2010,塔城地区,喀什地区,阿克苏地区,吐鲁番地区
2010,阿勒泰地区,博尔塔拉蒙古自治州,和田地区,哈密地区
2010,博尔塔拉蒙古自治州,阿勒泰地区,和田地区,哈密地区
2010,巴音郭楞蒙古自治州,克拉玛依市,昌吉回族自治州,阿克苏地区
2010,阿克苏地区,喀什地区,塔城地区,昌吉回族自治州
2010,克孜勒苏柯尔克孜自治州,和田地区,博尔塔拉蒙古自治州,阿勒泰地区
2010,喀什地区,塔城地区,阿克苏地区,吐鲁番地区
2010,和田地区,博尔塔拉蒙古自治州,阿勒泰地区,哈密地区
2011,北京市,
2011,天津市,
2011,长春市,吉林市,松原市,四平市
2011,吉林市,松原市,四平市,通化市
2011,四平市,通化市,松原市,白城市
2011,辽源市,白山市,白城市,通化市
2011,通化市,四平市,白城市,白山市
2011,白山市,白城市,辽源市,通化市
2011,松原市,四平市,通化市,白城市
2011,白城市,白山市,辽源市,通化市
2011,上海市,
2011,宿迁市,连云港市,淮安市,镇江市
2011,杭州市,宁波市,温州市,绍兴市
2011,南昌市,赣州市,九江市,上饶市
2011,景德镇市,萍乡市,鹰潭市,抚州市
2011,萍乡市,抚州市,景德镇市,新余市
2011,九江市,赣州市,上饶市,宜春市
2011,新余市,抚州市,吉安市,萍乡市
2011,鹰潭市,景德镇市,萍乡市,抚州市
2011,赣州市,九江市,上饶市,宜春市
2011,吉安市,新余市,抚州市,宜春市
2011,宜春市,上饶市,九江市,吉安市
2011,抚州市,新余市,萍乡市,吉安市
2011,上饶市,宜春市,九江市,赣州市
2011,济南市,烟台市,潍坊市,淄博市
2011,青岛市,烟台市,济南市,潍坊市
2011,淄博市,潍坊市,济宁市,临沂市
2011,枣庄市,菏泽市,滨州市,日照市
2011,东营市,临沂市,济宁市,泰安市
2011,烟台市,济南市,潍坊市,淄博市
2011,潍坊市,淄博市,济宁市,临沂市
2011,济宁市,临沂市,东营市,淄博市
2011,泰安市,威海市,德州市,东营市
2011,威海市,德州市,聊城市,泰安市
2011,日照市,菏泽市,枣庄市,莱芜市
2011,莱芜市,日照市,菏泽市,枣庄市
2011,临沂市,东营市,济宁市,泰安市
2011,德州市,聊城市,滨州市,威海市
2011,聊城市,德州市,滨州市,威海市
2011,滨州市,聊城市,德州市,枣庄市
2011,菏泽市,枣庄市,滨州市,日照市
2011,长沙市,岳阳市,常德市,衡阳市
2011,株洲市,衡阳市,郴州市,常德市
2011,湘潭市,永州市,邵阳市,郴州市
2011,衡阳市,常德市,岳阳市,株洲市
2011,邵阳市,益阳市,永州市,娄底市
2011,岳阳市,常德市,衡阳市,株洲市
2011,常德市,衡阳市,岳阳市,株洲市
2011,张家界市,怀化市,娄底市,益阳市
2011,益阳市,邵阳市,娄底市,怀化市
2011,郴州市,株洲市,湘潭市,衡阳市
2011,永州市,邵阳市,益阳市,娄底市
2011,怀化市,娄底市,益阳市,邵阳市
2011,娄底市,怀化市,益阳市,邵阳市
2011,广州市,深圳市,佛山市,东莞市
2011,韶关市,阳江市,梅州市,潮州市
2011,深圳市,广州市,佛山市,东莞市
2011,珠海市,肇庆市,汕头市,揭阳市
2011,汕头市,肇庆市,揭阳市,珠海市
2011,佛山市,东莞市,中山市,惠州市
2011,江门市,茂名市,湛江市,惠州市
2011,湛江市,茂名市,江门市,珠海市
2011,茂名市,湛江市,江门市,珠海市
2011,肇庆市,汕头市,珠海市,揭阳市
2011,惠州市,中山市,江门市,茂名市
2011,梅州市,阳江市,潮州市,韶关市
2011,汕尾市,河源市,云浮市,潮州市
2011,河源市,汕尾市,潮州市,云浮市
2011,阳江市,韶关市,梅州市,潮州市
2011,清远市,韶关市,揭阳市,阳江市
2011,东莞市,佛山市,中山市,惠州市
2011,中山市,惠州市,江门市,茂名市
2011,潮州市,梅州市,河源市,汕尾市
2011,揭阳市,汕头市,肇庆市,珠海市
2011,云浮市,汕尾市,河源市,潮州市
2011,海口市,三亚市
2011,三亚市,海口市
2011,重庆市,
2011,商洛市,安康市,铜川市,汉中市
2011,银川市,石嘴山市,吴忠市,中卫市
2011,石嘴山市,吴忠市,中卫市,固原市
2011,吴忠市,中卫市,石嘴山市,固原市
2011,固原市,中卫市,吴忠市,石嘴山市
2011,中卫市,吴忠市,固原市,石嘴山市
2011,鄂尔多斯市,包头市,呼和浩特市,通辽市
2011,沈阳市,大连市,鞍山市,营口市
2011,大连市,沈阳市,鞍山市,营口市
2011,鞍山市,营口市,盘锦市,锦州市
2011,抚顺市,锦州市,盘锦市,本溪市
2011,本溪市,抚顺市,锦州市,盘锦市
2011,丹东市,辽阳市,铁岭市,朝阳市
2011,锦州市,盘锦市,抚顺市,本溪市
2011,营口市,盘锦市,锦州市,抚顺市
2011,阜新市,葫芦岛市,朝阳市,铁岭市
2011,辽阳市,丹东市,铁岭市,朝阳市
2011,盘锦市,锦州市,抚顺市,本溪市
2011,铁岭市,辽阳市,丹东市,朝阳市
2011,朝阳市,铁岭市,辽阳市,丹东市
2011,葫芦岛市,朝阳市,阜新市,铁岭市
2011,南京市,无锡市,南通市,常州市
2011,镇江市,泰州市,扬州市,盐城市
2011,泰州市,镇江市,扬州市,盐城市
2011,宁波市,杭州市,温州市,绍兴市
2011,嘉兴市,台州市,金华市,绍兴市
2011,湖州市,衢州市,丽水市,舟山市
2011,绍兴市,温州市,台州市,嘉兴市
2011,舟山市,丽水市,衢州市,湖州市
2011,温州市,绍兴市,台州市,嘉兴市
2011,金华市,嘉兴市,台州市,绍兴市
2011,衢州市,丽水市,舟山市,湖州市
2011,台州市,嘉兴市,金华市,绍兴市
2011,丽水市,舟山市,衢州市,湖州市
2011,阜阳市,滁州市,六安市,宿州市
2011,拉萨市,日喀则市,昌都市,山南市
2011,昌都市,山南市,林芝市,那曲地区
2011,山南市,林芝市,那曲地区,昌都市
2011,日喀则市,昌都市,山南市,林芝市
2011,那曲地区,林芝市,山南市,昌都市
2011,阿里地区,那曲地区,林芝市,山南市
2011,林芝市,山南市,那曲地区,昌都市
2011,西宁市,海西蒙古族藏族自治州,海东市,海南藏族自治州
2011,海东市,海南藏族自治州,海北藏族自治州,黄南藏族自治州
2011,海北藏族自治州,海南藏族自治州,黄南藏族自治州,玉树藏族自治州
2011,黄南藏族自治州,玉树藏族自治州,果洛藏族自治州,海北藏族自治州
2011,海南藏族自治州,海北藏族自治州,黄南藏族自治州,玉树藏族自治州
2011,果洛藏族自治州,玉树藏族自治州,黄南藏族自治州,海北藏族自治州
2011,玉树藏族自治州,黄南藏族自治州,果洛藏族自治州,海北藏族自治州
2011,海西蒙古族藏族自治州,海东市,西宁市,海南藏族自治州
2011,贵阳市,遵义市,毕节市,六盘水市
2011,六盘水市,毕节市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2011,遵义市,贵阳市,毕节市,六盘水市
2011,安顺市,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州
2011,毕节市,六盘水市,黔南布依族苗族自治州,黔东南苗族侗族自治州
2011,铜仁市,黔西南布依族苗族自治州,黔东南苗族侗族自治州,安顺市
2011,黔西南布依族苗族自治州,黔东南苗族侗族自治州,铜仁市,黔南布依族苗族自治州
2011,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市,黔南布依族苗族自治州
2011,黔南布依族苗族自治州,黔东南苗族侗族自治州,黔西南布依族苗族自治州,铜仁市
2011,无锡市,南京市,南通市,常州市
2011,徐州市,常州市,南通市,盐城市
2011,常州市,徐州市,南通市,盐城市
2011,苏州市,无锡市,南京市,南通市
2011,南通市,常州市,徐州市,盐城市
2011,连云港市,宿迁市,淮安市,镇江市
2011,淮安市,连云港市,宿迁市,镇江市
2011,盐城市,扬州市,泰州市,镇江市
2011,扬州市,盐城市,泰州市,镇江市
2011,保定市,沧州市,邯郸市,廊坊市
2011,沧州市,保定市,邯郸市,廊坊市
2011,衡水市,秦皇岛市,承德市,张家口市
2011,石家庄市,邯郸市,唐山市,沧州市
2011,邢台市,廊坊市,张家口市,承德市
2011,邯郸市,沧州市,保定市,廊坊市
2011,承德市,张家口市,秦皇岛市,衡水市
2011,张家口市,承德市,秦皇岛市,衡水市
2011,秦皇岛市,承德市,张家口市,衡水市
2011,唐山市,石家庄市,邯郸市,沧州市
2011,廊坊市,邢台市,张家口市,承德市
2011,呼和浩特市,通辽市,包头市,赤峰市
2011,包头市,鄂尔多斯市,呼和浩特市,通辽市
2011,呼伦贝尔市,赤峰市,通辽市,巴彦淖尔市
2011,兴安盟,阿拉善盟,乌海市,乌兰察布市
2011,通辽市,赤峰市,呼伦贝尔市,呼和浩特市
2011,赤峰市,通辽市,呼伦贝尔市,巴彦淖尔市
2011,锡林郭勒盟,乌兰察布市,巴彦淖尔市,乌海市
2011,乌兰察布市,锡林郭勒盟,巴彦淖尔市,乌海市
2011,巴彦淖尔市,锡林郭勒盟,乌兰察布市,乌海市
2011,乌海市,阿拉善盟,兴安盟,乌兰察布市
2011,阿拉善盟,兴安盟,乌海市,乌兰察布市
2011,合肥市,芜湖市,安庆市,马鞍山市
2011,淮北市,铜陵市,亳州市,宣城市
2011,亳州市,宣城市,铜陵市,淮北市
2011,宿州市,六安市,蚌埠市,滁州市
2011,蚌埠市,宿州市,六安市,滁州市
2011,淮南市,宣城市,蚌埠市,亳州市
2011,滁州市,阜阳市,六安市,宿州市
2011,六安市,宿州市,滁州市,阜阳市
2011,马鞍山市,安庆市,阜阳市,滁州市
2011,芜湖市,安庆市,马鞍山市,阜阳市
2011,宣城市,淮南市,亳州市,铜陵市
2011,铜陵市,淮北市,亳州市,宣城市
2011,池州市,黄山市,淮北市,铜陵市
2011,安庆市,马鞍山市,阜阳市,滁州市
2011,黄山市,池州市,淮北市,铜陵市
2011,太原市,长治市,临汾市,吕梁市
2011,大同市,朔州市,晋中市,晋城市
2011,阳泉市,忻州市,大同市,朔州市
2011,长治市,临汾市,吕梁市,运城市
2011,晋城市,晋中市,朔州市,大同市
2011,朔州市,大同市,晋中市,晋城市
2011,晋中市,晋城市,朔州市,大同市
2011,运城市,吕梁市,临汾市,晋城市
2011,忻州市,阳泉市,大同市,朔州市
2011,临汾市,吕梁市,长治市,运城市
2011,吕梁市,临汾市,长治市,运城市
2011,乐山市,泸州市,内江市,资阳市
2011,南充市,达州市,凉山彝族自治州,宜宾市
2011,眉山市,广安市,攀枝花市,遂宁市
2011,宜宾市,德阳市,南充市,达州市
2011,广安市,眉山市,攀枝花市,遂宁市
2011,达州市,凉山彝族自治州,南充市,宜宾市
2011,雅安市,巴中市,广元市,阿坝藏族羌族自治州
2011,巴中市,雅安市,广元市,阿坝藏族羌族自治州
2011,资阳市,内江市,自贡市,泸州市
2011,阿坝藏族羌族自治州,甘孜藏族自治州,巴中市,雅安市
2011,甘孜藏族自治州,阿坝藏族羌族自治州,巴中市,雅安市
2011,凉山彝族自治州,达州市,南充市,乐山市
2011,成都市,绵阳市,德阳市,宜宾市
2011,自贡市,资阳市,内江市,眉山市
2011,攀枝花市,广安市,眉山市,遂宁市
2011,泸州市,乐山市,内江市,资阳市
2011,德阳市,宜宾市,绵阳市,南充市
2011,绵阳市,德阳市,宜宾市,南充市
2011,广元市,雅安市,巴中市,遂宁市
2011,遂宁市,攀枝花市,广安市,眉山市
2011,内江市,资阳市,泸州市,乐山市
2011,兰州市,酒泉市,庆阳市,白银市
2011,嘉峪关市,金昌市,张掖市,武威市
2011,金昌市,嘉峪关市,张掖市,陇南市
2011,白银市,天水市,庆阳市,平凉市
2011,天水市,白银市,平凉市,武威市
2011,武威市,平凉市,张掖市,嘉峪关市
2011,张掖市,武威市,平凉市,嘉峪关市
2011,平凉市,武威市,张掖市,嘉峪关市
2011,酒泉市,庆阳市,白银市,天水市
2011,庆阳市,酒泉市,白银市,天水市
2011,定西市,陇南市,金昌市,嘉峪关市
2011,陇南市,定西市,金昌市,嘉峪关市
2011,临夏回族自治州,甘南藏族自治州,定西市,陇南市
2011,甘南藏族自治州,临夏回族自治州,定西市,陇南市
2011,昆明市,曲靖市,玉溪市,红河哈尼族彝族自治州
2011,曲靖市,玉溪市,红河哈尼族彝族自治州,大理白族自治州
2011,玉溪市,红河哈尼族彝族自治州,大理白族自治州,曲靖市
2011,保山市,普洱市,临沧市,文山壮族苗族自治州
2011,昭通市,楚雄彝族自治州,文山壮族苗族自治州,大理白族自治州
2011,丽江市,德宏傣族景颇族自治州,西双版纳傣族自治州,迪庆藏族自治州
2011,普洱市,保山市,临沧市,文山壮族苗族自治州
2011,临沧市,普洱市,保山市,西双版纳傣族自治州
2011,楚雄彝族自治州,昭通市,文山壮族苗族自治州,大理白族自治州
2011,红河哈尼族彝族自治州,玉溪市,大理白族自治州,楚雄彝族自治州
2011,文山壮族苗族自治州,昭通市,保山市,楚雄彝族自治州
2011,西双版纳傣族自治州,丽江市,德宏傣族景颇族自治州,临沧市
2011,大理白族自治州,楚雄彝族自治州,昭通市,文山壮族苗族自治州
2011,德宏傣族景颇族自治州,丽江市,西双版纳傣族自治州,迪庆藏族自治州
2011,怒江傈僳族自治州,迪庆藏族自治州,德宏傣族景颇族自治州,丽江市
2011,迪庆藏族自治州,怒江傈僳族自治州,德宏傣族景颇族自治州,丽江市
2011,西安市,榆林市,咸阳市,延安市
2011,铜川市,商洛市,安康市,汉中市
2011,宝鸡市,延安市,渭南市,咸阳市
2011,咸阳市,延安市,宝鸡市,渭南市
2011,渭南市,宝鸡市,延安市,咸阳市
2011,延安市,宝鸡市,渭南市,咸阳市
2011,汉中市,安康市,商洛市,渭南市
2011,榆林市,咸阳市,延安市,宝鸡市
2011,安康市,商洛市,铜川市,汉中市
2011,福州市,泉州市,厦门市,漳州市
2011,厦门市,漳州市,福州市,龙岩市
2011,莆田市,宁德市,南平市,三明市
2011,三明市,龙岩市,莆田市,宁德市
2011,泉州市,福州市,厦门市,漳州市
2011,漳州市,龙岩市,三明市,莆田市
2011,南平市,宁德市,莆田市,三明市
2011,龙岩市,三明市,莆田市,宁德市
2011,宁德市,南平市,莆田市,三明市
2011,南宁市,柳州市,桂林市,玉林市
2011,柳州市,桂林市,玉林市,南宁市
2011,桂林市,柳州市,玉林市,梧州市
2011,梧州市,百色市,钦州市,贵港市
2011,北海市,崇左市,来宾市,河池市
2011,防城港市,贺州市,来宾市,崇左市
2011,钦州市,贵港市,百色市,梧州市
2011,贵港市,钦州市,百色市,梧州市
2011,玉林市,梧州市,桂林市,百色市
2011,百色市,钦州市,贵港市,梧州市
2011,贺州市,防城港市,来宾市,崇左市
2011,河池市,北海市,崇左市,来宾市
2011,来宾市,崇左市,北海市,河池市
2011,崇左市,来宾市,北海市,河池市
2011,郑州市,洛阳市,南阳市,许昌市
2011,开封市,三门峡市,驻马店市,濮阳市
2011,洛阳市,南阳市,许昌市,新乡市
2011,平顶山市,安阳市,新乡市,焦作市
2011,安阳市,平顶山市,新乡市,焦作市
2011,鹤壁市,漯河市,濮阳市,三门峡市
2011,新乡市,安阳市,平顶山市,焦作市
2011,焦作市,周口市,平顶山市,安阳市
2011,濮阳市,三门峡市,漯河市,开封市
2011,许昌市,新乡市,安阳市,平顶山市
2011,漯河市,濮阳市,鹤壁市,三门峡市
2011,三门峡市,开封市,濮阳市,驻马店市
2011,南阳市,洛阳市,许昌市,新乡市
2011,商丘市,信阳市,驻马店市,周口市
2011,信阳市,驻马店市,商丘市,周口市
2011,周口市,焦作市,平顶山市,安阳市
2011,驻马店市,信阳市,商丘市,周口市
2011,哈尔滨市,大庆市,齐齐哈尔市,七台河市
2011,齐齐哈尔市,七台河市,黑河市,鸡西市
2011,鸡西市,双鸭山市,牡丹江市,鹤岗市
2011,鹤岗市,牡丹江市,佳木斯市,伊春市
2011,双鸭山市,鸡西市,牡丹江市,鹤岗市
2011,大庆市,哈尔滨市,齐齐哈尔市,七台河市
2011,伊春市,佳木斯市,鹤岗市,牡丹江市
